alpha,beta,mach,Cmp [1/rad]
-0.017453292519943295,0.03490658503988659,0.6,1.6107
-0.008726646259971648,-0.03490658503988659,0.6,0.8204
-0.008726646259971648,-0.026179938779914945,0.6,1.3936
-0.008726646259971648,-0.017453292519943295,0.6,1.8443
-0.008726646259971648,-0.008726646259971648,0.6,2.1417
-0.008726646259971648,0.0,0.6,2.2516
-0.008726646259971648,0.008726646259971648,0.6,2.1417
-0.008726646259971648,0.017453292519943295,0.6,1.8405
-0.008726646259971648,0.026179938779914945,0.6,1.3798
-0.008726646259971648,0.03490658503988659,0.6,0.7894
0.0,-0.03490658503988659,0.6,0.017
0.0,-0.026179938779914945,0.6,0.008
0.0,-0.017453292519943295,0.6,0.0026
0.0,-0.008726646259971648,0.6,0.0004
0.0,0.0,0.6,0.0
0.0,0.008726646259971648,0.6,-0.0004
0.0,0.017453292519943295,0.6,-0.0026
0.0,0.026179938779914945,0.6,-0.008
0.0,0.03490658503988659,0.6,-0.017
0.008726646259971648,-0.03490658503988659,0.6,-0.7893
0.008726646259971648,-0.026179938779914945,0.6,-1.3798
0.008726646259971648,-0.017453292519943295,0.6,-1.8405
0.008726646259971648,-0.008726646259971648,0.6,-2.1417
0.008726646259971648,0.0,0.6,-2.2516
0.008726646259971648,0.008726646259971648,0.6,-2.1417
0.008726646259971648,0.017453292519943295,0.6,-1.8443
0.008726646259971648,0.026179938779914945,0.6,-1.3936
0.008726646259971648,0.03490658503988659,0.6,-0.8204
0.017453292519943295,-0.03490658503988659,0.6,-1.6108
0.017453292519943295,-0.026179938779914945,0.6,-2.6402
0.017453292519943295,-0.017453292519943295,0.6,-3.5251
0.017453292519943295,-0.008726646259971648,0.6,-4.0921
0.017453292519943295,0.0,0.6,-4.2812
0.017453292519943295,0.008726646259971648,0.6,-4.0905
0.017453292519943295,0.017453292519943295,0.6,-3.5251
0.017453292519943295,0.026179938779914945,0.6,-2.6479
0.017453292519943295,0.03490658503988659,0.6,-1.6337
0.026179938779914945,-0.03490658503988659,0.6,-2.4671
0.026179938779914945,-0.026179938779914945,0.6,-3.7561
0.026179938779914945,-0.017453292519943295,0.6,-4.8911
0.026179938779914945,-0.008726646259971648,0.6,-5.6644
0.026179938779914945,0.0,0.6,-5.9302
0.026179938779914945,0.008726646259971648,0.6,-5.6612
0.026179938779914945,0.017453292519943295,0.6,-4.887
0.026179938779914945,0.026179938779914945,0.6,-3.7561
0.026179938779914945,0.03490658503988659,0.6,-2.4786
0.03490658503988659,-0.03490658503988659,0.6,-3.3733
0.03490658503988659,-0.026179938779914945,0.6,-4.7166
0.03490658503988659,-0.017453292519943295,0.6,-5.8953
0.03490658503988659,-0.008726646259971648,0.6,-6.7318
0.03490658503988659,0.0,0.6,-7.0476
0.03490658503988659,0.008726646259971648,0.6,-6.7274
0.03490658503988659,0.017453292519943295,0.6,-5.8881
0.03490658503988659,0.026179938779914945,0.6,-4.7102
0.03490658503988659,0.03490658503988659,0.6,-3.3733
-0.03490658503988659,-0.03490658503988659,0.7,2.9545
-0.03490658503988659,-0.026179938779914945,0.7,4.1615
-0.03490658503988659,-0.017453292519943295,0.7,5.2245
-0.03490658503988659,-0.008726646259971648,0.7,5.9815
-0.03490658503988659,0.0,0.7,6.2702
-0.03490658503988659,0.008726646259971648,0.7,5.9853
-0.03490658503988659,0.017453292519943295,0.7,5.2308
-0.03490658503988659,0.026179938779914945,0.7,4.1672
-0.03490658503988659,0.03490658503988659,0.7,2.9545
-0.026179938779914945,-0.03490658503988659,0.7,2.169
-0.026179938779914945,-0.026179938779914945,0.7,3.3224
-0.026179938779914945,-0.017453292519943295,0.7,4.3432
-0.026179938779914945,-0.008726646259971648,0.7,5.0419
-0.026179938779914945,0.0,0.7,5.2847
-0.026179938779914945,0.008726646259971648,0.7,5.0448
-0.026179938779914945,0.017453292519943295,0.7,4.3469
-0.026179938779914945,0.026179938779914945,0.7,3.3224
-0.026179938779914945,0.03490658503988659,0.7,2.1589
-0.017453292519943295,-0.03490658503988659,0.7,1.4288
-0.017453292519943295,-0.026179938779914945,0.7,2.3441
-0.017453292519943295,-0.017453292519943295,0.7,3.1362
-0.017453292519943295,-0.008726646259971648,0.7,3.647
-0.017453292519943295,0.0,0.7,3.8193
-0.017453292519943295,0.008726646259971648,0.7,3.6484
-0.017453292519943295,0.017453292519943295,0.7,3.1362
-0.017453292519943295,0.026179938779914945,0.7,2.3373
-0.017453292519943295,0.03490658503988659,0.7,1.4085
-0.008726646259971648,-0.03490658503988659,0.7,0.7174
-0.008726646259971648,-0.026179938779914945,0.7,1.2346
-0.008726646259971648,-0.017453292519943295,0.7,1.6416
-0.008726646259971648,-0.008726646259971648,0.7,1.9106
-0.008726646259971648,0.0,0.7,2.0101
-0.008726646259971648,0.008726646259971648,0.7,1.9106
-0.008726646259971648,0.017453292519943295,0.7,1.6383
-0.008726646259971648,0.026179938779914945,0.7,1.2224
-0.008726646259971648,0.03490658503988659,0.7,0.6899
0.0,-0.03490658503988659,0.7,0.015
0.0,-0.026179938779914945,0.7,0.0071
0.0,-0.017453292519943295,0.7,0.0023
0.0,-0.008726646259971648,0.7,0.0003
0.0,0.0,0.7,0.0
0.0,0.008726646259971648,0.7,-0.0003
0.0,0.017453292519943295,0.7,-0.0023
0.0,0.026179938779914945,0.7,-0.0071
0.0,0.03490658503988659,0.7,-0.015
0.008726646259971648,-0.03490658503988659,0.7,-0.6899
0.008726646259971648,-0.026179938779914945,0.7,-1.2224
0.008726646259971648,-0.017453292519943295,0.7,-1.6383
0.008726646259971648,-0.008726646259971648,0.7,-1.9106
0.008726646259971648,0.0,0.7,-2.0101
0.008726646259971648,0.008726646259971648,0.7,-1.9106
0.008726646259971648,0.017453292519943295,0.7,-1.6416
0.008726646259971648,0.026179938779914945,0.7,-1.2346
0.008726646259971648,0.03490658503988659,0.7,-0.7174
0.017453292519943295,-0.03490658503988659,0.7,-1.4086
0.017453292519943295,-0.026179938779914945,0.7,-2.3373
0.017453292519943295,-0.017453292519943295,0.7,-3.1362
0.017453292519943295,-0.008726646259971648,0.7,-3.6484
0.017453292519943295,0.0,0.7,-3.8193
0.017453292519943295,0.008726646259971648,0.7,-3.647
0.017453292519943295,0.017453292519943295,0.7,-3.1362
0.017453292519943295,0.026179938779914945,0.7,-2.3441
0.017453292519943295,0.03490658503988659,0.7,-1.4288
0.026179938779914945,-0.03490658503988659,0.7,-2.1589
0.026179938779914945,-0.026179938779914945,0.7,-3.3223
0.026179938779914945,-0.017453292519943295,0.7,-4.3469
0.026179938779914945,-0.008726646259971648,0.7,-5.0448
0.026179938779914945,0.0,0.7,-5.2847
0.026179938779914945,0.008726646259971648,0.7,-5.0419
0.026179938779914945,0.017453292519943295,0.7,-4.3432
0.026179938779914945,0.026179938779914945,0.7,-3.3223
0.026179938779914945,0.03490658503988659,0.7,-2.1691
0.03490658503988659,-0.03490658503988659,0.7,-2.9545
0.03490658503988659,-0.026179938779914945,0.7,-4.1672
0.03490658503988659,-0.017453292519943295,0.7,-5.2308
0.03490658503988659,-0.008726646259971648,0.7,-5.9853
0.03490658503988659,0.0,0.7,-6.2702
0.03490658503988659,0.008726646259971648,0.7,-5.9815
0.03490658503988659,0.017453292519943295,0.7,-5.2245
0.03490658503988659,0.026179938779914945,0.7,-4.1615
0.03490658503988659,0.03490658503988659,0.7,-2.9545
-0.03490658503988659,-0.03490658503988659,0.8,2.8511
-0.03490658503988659,-0.026179938779914945,0.8,4.0374
-0.03490658503988659,-0.017453292519943295,0.8,5.0815
-0.03490658503988659,-0.008726646259971648,0.8,5.8246
-0.03490658503988659,0.0,0.8,6.1079
-0.03490658503988659,0.008726646259971648,0.8,5.8283
-0.03490658503988659,0.017453292519943295,0.8,5.0875
-0.03490658503988659,0.026179938779914945,0.8,4.0429
-0.03490658503988659,0.03490658503988659,0.8,2.8511
-0.026179938779914945,-0.03490658503988659,0.8,2.0922
-0.026179938779914945,-0.026179938779914945,0.8,3.2254
-0.026179938779914945,-0.017453292519943295,0.8,4.2283
-0.026179938779914945,-0.008726646259971648,0.8,4.9145
-0.026179938779914945,0.0,0.8,5.1529
-0.026179938779914945,0.008726646259971648,0.8,4.9172
-0.026179938779914945,0.017453292519943295,0.8,4.2318
-0.026179938779914945,0.026179938779914945,0.8,3.2254
-0.026179938779914945,0.03490658503988659,0.8,2.0824
-0.017453292519943295,-0.03490658503988659,0.8,1.3777
-0.017453292519943295,-0.026179938779914945,0.8,2.2767
-0.017453292519943295,-0.017453292519943295,0.8,3.055
-0.017453292519943295,-0.008726646259971648,0.8,3.5572
-0.017453292519943295,0.0,0.8,3.7266
-0.017453292519943295,0.008726646259971648,0.8,3.5586
-0.017453292519943295,0.017453292519943295,0.8,3.055
-0.017453292519943295,0.026179938779914945,0.8,2.2701
-0.017453292519943295,0.03490658503988659,0.8,1.3581
-0.008726646259971648,-0.03490658503988659,0.8,0.6916
-0.008726646259971648,-0.026179938779914945,0.8,1.1995
-0.008726646259971648,-0.017453292519943295,0.8,1.5995
-0.008726646259971648,-0.008726646259971648,0.8,1.8642
-0.008726646259971648,0.0,0.8,1.9623
-0.008726646259971648,0.008726646259971648,0.8,1.8642
-0.008726646259971648,0.017453292519943295,0.8,1.5963
-0.008726646259971648,0.026179938779914945,0.8,1.1877
-0.008726646259971648,0.03490658503988659,0.8,0.6649
0.0,-0.03490658503988659,0.8,0.0146
0.0,-0.026179938779914945,0.8,0.0069
0.0,-0.017453292519943295,0.8,0.0023
0.0,-0.008726646259971648,0.8,0.0003
0.0,0.0,0.8,0.0
0.0,0.008726646259971648,0.8,-0.0003
0.0,0.017453292519943295,0.8,-0.0023
0.0,0.026179938779914945,0.8,-0.0069
0.0,0.03490658503988659,0.8,-0.0146
0.008726646259971648,-0.03490658503988659,0.8,-0.665
0.008726646259971648,-0.026179938779914945,0.8,-1.1877
0.008726646259971648,-0.017453292519943295,0.8,-1.5963
0.008726646259971648,-0.008726646259971648,0.8,-1.8642
0.008726646259971648,0.0,0.8,-1.9623
0.008726646259971648,0.008726646259971648,0.8,-1.8642
0.008726646259971648,0.017453292519943295,0.8,-1.5995
0.008726646259971648,0.026179938779914945,0.8,-1.1995
0.008726646259971648,0.03490658503988659,0.8,-0.6916
0.017453292519943295,-0.03490658503988659,0.8,-1.3581
0.017453292519943295,-0.026179938779914945,0.8,-2.2701
0.017453292519943295,-0.017453292519943295,0.8,-3.055
0.017453292519943295,-0.008726646259971648,0.8,-3.5585
0.017453292519943295,0.0,0.8,-3.7266
0.017453292519943295,0.008726646259971648,0.8,-3.5572
0.017453292519943295,0.017453292519943295,0.8,-3.055
0.017453292519943295,0.026179938779914945,0.8,-2.2767
0.017453292519943295,0.03490658503988659,0.8,-1.3777
0.026179938779914945,-0.03490658503988659,0.8,-2.0824
0.026179938779914945,-0.026179938779914945,0.8,-3.2254
0.026179938779914945,-0.017453292519943295,0.8,-4.2318
0.026179938779914945,-0.008726646259971648,0.8,-4.9172
0.026179938779914945,0.0,0.8,-5.1529
0.026179938779914945,0.008726646259971648,0.8,-4.9145
0.026179938779914945,0.017453292519943295,0.8,-4.2283
0.026179938779914945,0.026179938779914945,0.8,-3.2254
0.026179938779914945,0.03490658503988659,0.8,-2.0922
0.03490658503988659,-0.03490658503988659,0.8,-2.8511
0.03490658503988659,-0.026179938779914945,0.8,-4.0429
0.03490658503988659,-0.017453292519943295,0.8,-5.0875
0.03490658503988659,-0.008726646259971648,0.8,-5.8283
0.03490658503988659,0.0,0.8,-6.1079
0.03490658503988659,0.008726646259971648,0.8,-5.8246
0.03490658503988659,0.017453292519943295,0.8,-5.0815
0.03490658503988659,0.026179938779914945,0.8,-4.0375
0.03490658503988659,0.03490658503988659,0.8,-2.8511
-0.03490658503988659,-0.03490658503988659,0.9,2.5597
-0.03490658503988659,-0.026179938779914945,0.9,3.6649
-0.03490658503988659,-0.017453292519943295,0.9,4.6394
-0.03490658503988659,-0.008726646259971648,0.9,5.3341
-0.03490658503988659,0.0,0.9,5.5992
-0.03490658503988659,0.008726646259971648,0.9,5.3374
-0.03490658503988659,0.017453292519943295,0.9,4.6449
-0.03490658503988659,0.026179938779914945,0.9,3.6698
-0.03490658503988659,0.03490658503988659,0.9,2.5597
-0.026179938779914945,-0.03490658503988659,0.9,1.8769
-0.026179938779914945,-0.026179938779914945,0.9,2.9336
-0.026179938779914945,-0.017453292519943295,0.9,3.8689
-0.026179938779914945,-0.008726646259971648,0.9,4.5093
-0.026179938779914945,0.0,0.9,4.7318
-0.026179938779914945,0.008726646259971648,0.9,4.5119
-0.026179938779914945,0.017453292519943295,0.9,3.8722
-0.026179938779914945,0.026179938779914945,0.9,2.9336
-0.026179938779914945,0.03490658503988659,0.9,1.8679
-0.017453292519943295,-0.03490658503988659,0.9,1.2356
-0.017453292519943295,-0.026179938779914945,0.9,2.0751
-0.017453292519943295,-0.017453292519943295,0.9,2.8005
-0.017453292519943295,-0.008726646259971648,0.9,3.2673
-0.017453292519943295,0.0,0.9,3.4247
-0.017453292519943295,0.008726646259971648,0.9,3.2686
-0.017453292519943295,0.017453292519943295,0.9,2.8005
-0.017453292519943295,0.026179938779914945,0.9,2.069
-0.017453292519943295,0.03490658503988659,0.9,1.2175
-0.008726646259971648,-0.03490658503988659,0.9,0.6205
-0.008726646259971648,-0.026179938779914945,0.9,1.0953
-0.008726646259971648,-0.017453292519943295,0.9,1.468
-0.008726646259971648,-0.008726646259971648,0.9,1.7132
-0.008726646259971648,0.0,0.9,1.8036
-0.008726646259971648,0.008726646259971648,0.9,1.7132
-0.008726646259971648,0.017453292519943295,0.9,1.465
-0.008726646259971648,0.026179938779914945,0.9,1.0844
-0.008726646259971648,0.03490658503988659,0.9,0.5959
0.0,-0.03490658503988659,0.9,0.0134
0.0,-0.026179938779914945,0.9,0.0064
0.0,-0.017453292519943295,0.9,0.0021
0.0,-0.008726646259971648,0.9,0.0003
0.0,0.0,0.9,0.0
0.0,0.008726646259971648,0.9,-0.0003
0.0,0.017453292519943295,0.9,-0.0021
0.0,0.026179938779914945,0.9,-0.0064
0.0,0.03490658503988659,0.9,-0.0134
0.008726646259971648,-0.03490658503988659,0.9,-0.5959
0.008726646259971648,-0.026179938779914945,0.9,-1.0844
0.008726646259971648,-0.017453292519943295,0.9,-1.4649
0.008726646259971648,-0.008726646259971648,0.9,-1.7132
0.008726646259971648,0.0,0.9,-1.8035
0.008726646259971648,0.008726646259971648,0.9,-1.7132
0.008726646259971648,0.017453292519943295,0.9,-1.468
0.008726646259971648,0.026179938779914945,0.9,-1.0953
0.008726646259971648,0.03490658503988659,0.9,-0.6205
0.017453292519943295,-0.03490658503988659,0.9,-1.2175
0.017453292519943295,-0.026179938779914945,0.9,-2.069
0.017453292519943295,-0.017453292519943295,0.9,-2.8004
0.017453292519943295,-0.008726646259971648,0.9,-3.2685
0.017453292519943295,0.0,0.9,-3.4247
0.017453292519943295,0.008726646259971648,0.9,-3.2673
0.017453292519943295,0.017453292519943295,0.9,-2.8005
0.017453292519943295,0.026179938779914945,0.9,-2.0752
0.017453292519943295,0.03490658503988659,0.9,-1.2356
0.026179938779914945,-0.03490658503988659,0.9,-1.8679
0.026179938779914945,-0.026179938779914945,0.9,-2.9336
0.026179938779914945,-0.017453292519943295,0.9,-3.8722
0.026179938779914945,-0.008726646259971648,0.9,-4.5119
0.026179938779914945,0.0,0.9,-4.7318
0.026179938779914945,0.008726646259971648,0.9,-4.5093
0.026179938779914945,0.017453292519943295,0.9,-3.8689
0.026179938779914945,0.026179938779914945,0.9,-2.9336
0.026179938779914945,0.03490658503988659,0.9,-1.8769
0.03490658503988659,-0.03490658503988659,0.9,-2.5597
0.03490658503988659,-0.026179938779914945,0.9,-3.6698
0.03490658503988659,-0.017453292519943295,0.9,-4.6449
0.03490658503988659,-0.008726646259971648,0.9,-5.3374
0.03490658503988659,0.0,0.9,-5.5991
0.03490658503988659,0.008726646259971648,0.9,-5.334
0.03490658503988659,0.017453292519943295,0.9,-4.6394
0.03490658503988659,0.026179938779914945,0.9,-3.6649
0.03490658503988659,0.03490658503988659,0.9,-2.5597
-0.03490658503988659,-0.03490658503988659,1,2.3081
-0.03490658503988659,-0.026179938779914945,1,3.3455
-0.03490658503988659,-0.017453292519943295,1,4.2604
-0.03490658503988659,-0.008726646259971648,1,4.9127
-0.03490658503988659,0.0,1,5.1616
-0.03490658503988659,0.008726646259971648,1,4.9156
-0.03490658503988659,0.017453292519943295,1,4.2653
-0.03490658503988659,0.026179938779914945,1,3.35
-0.03490658503988659,0.03490658503988659,1,2.3081
-0.026179938779914945,-0.03490658503988659,1,1.691
-0.026179938779914945,-0.026179938779914945,1,2.6828
-0.026179938779914945,-0.017453292519943295,1,3.5608
-0.026179938779914945,-0.008726646259971648,1,4.162
-0.026179938779914945,0.0,1,4.3708
-0.026179938779914945,0.008726646259971648,1,4.1643
-0.026179938779914945,0.017453292519943295,1,3.5637
-0.026179938779914945,0.026179938779914945,1,2.6828
-0.026179938779914945,0.03490658503988659,1,1.6829
-0.017453292519943295,-0.03490658503988659,1,1.1127
-0.017453292519943295,-0.026179938779914945,1,1.9008
-0.017453292519943295,-0.017453292519943295,1,2.5816
-0.017453292519943295,-0.008726646259971648,1,3.0197
-0.017453292519943295,0.0,1,3.1675
-0.017453292519943295,0.008726646259971648,1,3.0209
-0.017453292519943295,0.017453292519943295,1,2.5816
-0.017453292519943295,0.026179938779914945,1,1.8952
-0.017453292519943295,0.03490658503988659,1,1.0961
-0.008726646259971648,-0.03490658503988659,1,0.5589
-0.008726646259971648,-0.026179938779914945,1,1.0046
-0.008726646259971648,-0.017453292519943295,1,1.3544
-0.008726646259971648,-0.008726646259971648,1,1.5846
-0.008726646259971648,0.0,1,1.6693
-0.008726646259971648,0.008726646259971648,1,1.5846
-0.008726646259971648,0.017453292519943295,1,1.3517
-0.008726646259971648,0.026179938779914945,1,0.9945
-0.008726646259971648,0.03490658503988659,1,0.5363
0.0,-0.03490658503988659,1,0.0124
0.0,-0.026179938779914945,1,0.0059
0.0,-0.017453292519943295,1,0.0019
0.0,-0.008726646259971648,1,0.0003
0.0,0.0,1,0.0
0.0,0.008726646259971648,1,-0.0003
0.0,0.017453292519943295,1,-0.0019
0.0,0.026179938779914945,1,-0.0059
0.0,0.03490658503988659,1,-0.0123
0.008726646259971648,-0.03490658503988659,1,-0.5363
0.008726646259971648,-0.026179938779914945,1,-0.9946
0.008726646259971648,-0.017453292519943295,1,-1.3517
0.008726646259971648,-0.008726646259971648,1,-1.5845
0.008726646259971648,0.0,1,-1.6693
0.008726646259971648,0.008726646259971648,1,-1.5846
0.008726646259971648,0.017453292519943295,1,-1.3544
0.008726646259971648,0.026179938779914945,1,-1.0046
0.008726646259971648,0.03490658503988659,1,-0.5588
0.017453292519943295,-0.03490658503988659,1,-1.0961
0.017453292519943295,-0.026179938779914945,1,-1.8952
0.017453292519943295,-0.017453292519943295,1,-2.5816
0.017453292519943295,-0.008726646259971648,1,-3.0208
0.017453292519943295,0.0,1,-3.1674
0.017453292519943295,0.008726646259971648,1,-3.0196
0.017453292519943295,0.017453292519943295,1,-2.5816
0.017453292519943295,0.026179938779914945,1,-1.9008
0.017453292519943295,0.03490658503988659,1,-1.1127
0.026179938779914945,-0.03490658503988659,1,-1.6829
0.026179938779914945,-0.026179938779914945,1,-2.6828
0.026179938779914945,-0.017453292519943295,1,-3.5637
0.026179938779914945,-0.008726646259971648,1,-4.1643
0.026179938779914945,0.0,1,-4.3708
0.026179938779914945,0.008726646259971648,1,-4.162
0.026179938779914945,0.017453292519943295,1,-3.5608
0.026179938779914945,0.026179938779914945,1,-2.6828
0.026179938779914945,0.03490658503988659,1,-1.691
0.03490658503988659,-0.03490658503988659,1,-2.3081
0.03490658503988659,-0.026179938779914945,1,-3.3499
0.03490658503988659,-0.017453292519943295,1,-4.2653
0.03490658503988659,-0.008726646259971648,1,-4.9156
0.03490658503988659,0.0,1,-5.1616
0.03490658503988659,0.008726646259971648,1,-4.9127
0.03490658503988659,0.017453292519943295,1,-4.2604
0.03490658503988659,0.026179938779914945,1,-3.3455
0.03490658503988659,0.03490658503988659,1,-2.3081
