alpha,beta,mach,Cm0 [-]
-0.008726646259971648,-0.026179938779914945,0.6,0.5868
-0.008726646259971648,-0.017453292519943295,0.6,0.5767
-0.008726646259971648,-0.008726646259971648,0.6,0.571
-0.008726646259971648,0.0,0.6,0.5692
-0.008726646259971648,0.008726646259971648,0.6,0.571
-0.008726646259971648,0.017453292519943295,0.6,0.5767
-0.008726646259971648,0.026179938779914945,0.6,0.5868
-0.008726646259971648,0.03490658503988659,0.6,0.6007
0.0,-0.03490658503988659,0.6,-0.0
0.0,-0.026179938779914945,0.6,0.0
0.0,-0.017453292519943295,0.6,-0.0
0.0,-0.008726646259971648,0.6,0.0
0.0,0.0,0.6,0.0
0.0,0.008726646259971648,0.6,-0.0
0.0,0.017453292519943295,0.6,-0.0
0.0,0.026179938779914945,0.6,-0.0
0.0,0.03490658503988659,0.6,-0.0
0.008726646259971648,-0.03490658503988659,0.6,-0.6007
0.008726646259971648,-0.026179938779914945,0.6,-0.5868
0.008726646259971648,-0.017453292519943295,0.6,-0.5767
0.008726646259971648,-0.008726646259971648,0.6,-0.571
0.008726646259971648,0.0,0.6,-0.5692
0.008726646259971648,0.008726646259971648,0.6,-0.571
0.008726646259971648,0.017453292519943295,0.6,-0.5767
0.008726646259971648,0.026179938779914945,0.6,-0.5868
0.008726646259971648,0.03490658503988659,0.6,-0.6007
0.017453292519943295,-0.03490658503988659,0.6,-1.2018
0.017453292519943295,-0.026179938779914945,0.6,-1.1762
0.017453292519943295,-0.017453292519943295,0.6,-1.1563
0.017453292519943295,-0.008726646259971648,0.6,-1.1443
0.017453292519943295,0.0,0.6,-1.1404
0.017453292519943295,0.008726646259971648,0.6,-1.1443
0.017453292519943295,0.017453292519943295,0.6,-1.1563
0.017453292519943295,0.026179938779914945,0.6,-1.1762
0.017453292519943295,0.03490658503988659,0.6,-1.2018
0.026179938779914945,-0.03490658503988659,0.6,-1.8037
0.026179938779914945,-0.026179938779914945,0.6,-1.7693
0.026179938779914945,-0.017453292519943295,0.6,-1.7417
0.026179938779914945,-0.008726646259971648,0.6,-1.7237
0.026179938779914945,0.0,0.6,-1.7176
0.026179938779914945,0.008726646259971648,0.6,-1.7237
0.026179938779914945,0.017453292519943295,0.6,-1.7417
0.026179938779914945,0.026179938779914945,0.6,-1.7693
0.026179938779914945,0.03490658503988659,0.6,-1.8037
0.03490658503988659,-0.03490658503988659,0.6,-2.4071
0.03490658503988659,-0.026179938779914945,0.6,-2.3668
0.03490658503988659,-0.017453292519943295,0.6,-2.3344
0.03490658503988659,-0.008726646259971648,0.6,-2.3128
0.03490658503988659,0.0,0.6,-2.3049
0.03490658503988659,0.008726646259971648,0.6,-2.3128
0.03490658503988659,0.017453292519943295,0.6,-2.3344
0.03490658503988659,0.026179938779914945,0.6,-2.3668
0.03490658503988659,0.03490658503988659,0.6,-2.4071
-0.03490658503988659,-0.03490658503988659,0.7,2.414
-0.03490658503988659,-0.026179938779914945,0.7,2.379
-0.03490658503988659,-0.017453292519943295,0.7,2.3507
-0.03490658503988659,-0.008726646259971648,0.7,2.3317
-0.03490658503988659,0.0,0.7,2.3248
-0.03490658503988659,0.008726646259971648,0.7,2.3317
-0.03490658503988659,0.017453292519943295,0.7,2.3507
-0.03490658503988659,0.026179938779914945,0.7,2.379
-0.03490658503988659,0.03490658503988659,0.7,2.414
-0.026179938779914945,-0.03490658503988659,0.7,1.8095
-0.026179938779914945,-0.026179938779914945,0.7,1.7796
-0.026179938779914945,-0.017453292519943295,0.7,1.7554
-0.026179938779914945,-0.008726646259971648,0.7,1.7396
-0.026179938779914945,0.0,0.7,1.7343
-0.026179938779914945,0.008726646259971648,0.7,1.7396
-0.026179938779914945,0.017453292519943295,0.7,1.7554
-0.026179938779914945,0.026179938779914945,0.7,1.7796
-0.026179938779914945,0.03490658503988659,0.7,1.8095
-0.017453292519943295,-0.03490658503988659,0.7,1.206
-0.017453292519943295,-0.026179938779914945,0.7,1.1837
-0.017453292519943295,-0.017453292519943295,0.7,1.1662
-0.017453292519943295,-0.008726646259971648,0.7,1.1558
-0.017453292519943295,0.0,0.7,1.1523
-0.017453292519943295,0.008726646259971648,0.7,1.1558
-0.017453292519943295,0.017453292519943295,0.7,1.1662
-0.017453292519943295,0.026179938779914945,0.7,1.1837
-0.017453292519943295,0.03490658503988659,0.7,1.206
-0.008726646259971648,-0.03490658503988659,0.7,0.6029
-0.008726646259971648,-0.026179938779914945,0.7,0.5907
-0.008726646259971648,-0.017453292519943295,0.7,0.582
-0.008726646259971648,-0.008726646259971648,0.7,0.577
-0.008726646259971648,0.0,0.7,0.5754
-0.008726646259971648,0.008726646259971648,0.7,0.577
-0.008726646259971648,0.017453292519943295,0.7,0.582
-0.008726646259971648,0.026179938779914945,0.7,0.5907
-0.008726646259971648,0.03490658503988659,0.7,0.6029
0.0,-0.03490658503988659,0.7,-0.0
0.0,-0.026179938779914945,0.7,-0.0
0.0,-0.017453292519943295,0.7,0.0
0.0,-0.008726646259971648,0.7,0.0
0.0,0.0,0.7,0.0
0.0,0.008726646259971648,0.7,-0.0
0.0,0.017453292519943295,0.7,-0.0
0.0,0.026179938779914945,0.7,-0.0
0.0,0.03490658503988659,0.7,-0.0
0.008726646259971648,-0.03490658503988659,0.7,-0.6029
0.008726646259971648,-0.026179938779914945,0.7,-0.5907
0.008726646259971648,-0.017453292519943295,0.7,-0.582
0.008726646259971648,-0.008726646259971648,0.7,-0.577
0.008726646259971648,0.0,0.7,-0.5754
0.008726646259971648,0.008726646259971648,0.7,-0.577
0.008726646259971648,0.017453292519943295,0.7,-0.582
0.008726646259971648,0.026179938779914945,0.7,-0.5907
0.008726646259971648,0.03490658503988659,0.7,-0.6029
0.017453292519943295,-0.03490658503988659,0.7,-1.206
0.017453292519943295,-0.026179938779914945,0.7,-1.1837
0.017453292519943295,-0.017453292519943295,0.7,-1.1662
0.017453292519943295,-0.008726646259971648,0.7,-1.1558
0.017453292519943295,0.0,0.7,-1.1523
0.017453292519943295,0.008726646259971648,0.7,-1.1558
0.017453292519943295,0.017453292519943295,0.7,-1.1662
0.017453292519943295,0.026179938779914945,0.7,-1.1837
0.017453292519943295,0.03490658503988659,0.7,-1.206
0.026179938779914945,-0.03490658503988659,0.7,-1.8095
0.026179938779914945,-0.026179938779914945,0.7,-1.7796
0.026179938779914945,-0.017453292519943295,0.7,-1.7554
0.026179938779914945,-0.008726646259971648,0.7,-1.7396
0.026179938779914945,0.0,0.7,-1.7343
0.026179938779914945,0.008726646259971648,0.7,-1.7396
0.026179938779914945,0.017453292519943295,0.7,-1.7554
0.026179938779914945,0.026179938779914945,0.7,-1.7796
0.026179938779914945,0.03490658503988659,0.7,-1.8095
0.03490658503988659,-0.03490658503988659,0.7,-2.414
0.03490658503988659,-0.026179938779914945,0.7,-2.379
0.03490658503988659,-0.017453292519943295,0.7,-2.3507
0.03490658503988659,-0.008726646259971648,0.7,-2.3317
0.03490658503988659,0.0,0.7,-2.3248
0.03490658503988659,0.008726646259971648,0.7,-2.3317
0.03490658503988659,0.017453292519943295,0.7,-2.3507
0.03490658503988659,0.026179938779914945,0.7,-2.379
0.03490658503988659,0.03490658503988659,0.7,-2.414
-0.03490658503988659,-0.03490658503988659,0.8,2.4584
-0.03490658503988659,-0.026179938779914945,0.8,2.4247
-0.03490658503988659,-0.017453292519943295,0.8,2.3973
-0.03490658503988659,-0.008726646259971648,0.8,2.379
-0.03490658503988659,0.0,0.8,2.3723
-0.03490658503988659,0.008726646259971648,0.8,2.379
-0.03490658503988659,0.017453292519943295,0.8,2.3973
-0.03490658503988659,0.026179938779914945,0.8,2.4247
-0.03490658503988659,0.03490658503988659,0.8,2.4584
-0.026179938779914945,-0.03490658503988659,0.8,1.8431
-0.026179938779914945,-0.026179938779914945,0.8,1.8141
-0.026179938779914945,-0.017453292519943295,0.8,1.7907
-0.026179938779914945,-0.008726646259971648,0.8,1.7755
-0.026179938779914945,0.0,0.8,1.7703
-0.026179938779914945,0.008726646259971648,0.8,1.7755
-0.026179938779914945,0.017453292519943295,0.8,1.7907
-0.026179938779914945,0.026179938779914945,0.8,1.8141
-0.026179938779914945,0.03490658503988659,0.8,1.8431
-0.017453292519943295,-0.03490658503988659,0.8,1.2285
-0.017453292519943295,-0.026179938779914945,0.8,1.2069
-0.017453292519943295,-0.017453292519943295,0.8,1.19
-0.017453292519943295,-0.008726646259971648,0.8,1.1799
-0.017453292519943295,0.0,0.8,1.1766
-0.017453292519943295,0.008726646259971648,0.8,1.1799
-0.017453292519943295,0.017453292519943295,0.8,1.19
-0.017453292519943295,0.026179938779914945,0.8,1.2069
-0.017453292519943295,0.03490658503988659,0.8,1.2285
-0.008726646259971648,-0.03490658503988659,0.8,0.6142
-0.008726646259971648,-0.026179938779914945,0.8,0.6024
-0.008726646259971648,-0.017453292519943295,0.8,0.5939
-0.008726646259971648,-0.008726646259971648,0.8,0.5891
-0.008726646259971648,0.0,0.8,0.5876
-0.008726646259971648,0.008726646259971648,0.8,0.5891
-0.008726646259971648,0.017453292519943295,0.8,0.5939
-0.008726646259971648,0.026179938779914945,0.8,0.6024
-0.008726646259971648,0.03490658503988659,0.8,0.6142
0.0,-0.03490658503988659,0.8,0.0
0.0,-0.026179938779914945,0.8,0.0
0.0,-0.017453292519943295,0.8,0.0
0.0,-0.008726646259971648,0.8,0.0
0.0,0.0,0.8,0.0
0.0,0.008726646259971648,0.8,-0.0
0.0,0.017453292519943295,0.8,-0.0
0.0,0.026179938779914945,0.8,-0.0
0.0,0.03490658503988659,0.8,-0.0
0.008726646259971648,-0.03490658503988659,0.8,-0.6142
0.008726646259971648,-0.026179938779914945,0.8,-0.6024
0.008726646259971648,-0.017453292519943295,0.8,-0.5939
0.008726646259971648,-0.008726646259971648,0.8,-0.5891
0.008726646259971648,0.0,0.8,-0.5876
0.008726646259971648,0.008726646259971648,0.8,-0.5891
0.008726646259971648,0.017453292519943295,0.8,-0.5939
0.008726646259971648,0.026179938779914945,0.8,-0.6024
0.008726646259971648,0.03490658503988659,0.8,-0.6142
0.017453292519943295,-0.03490658503988659,0.8,-1.2285
0.017453292519943295,-0.026179938779914945,0.8,-1.2069
0.017453292519943295,-0.017453292519943295,0.8,-1.19
0.017453292519943295,-0.008726646259971648,0.8,-1.1799
0.017453292519943295,0.0,0.8,-1.1766
0.017453292519943295,0.008726646259971648,0.8,-1.1799
0.017453292519943295,0.017453292519943295,0.8,-1.19
0.017453292519943295,0.026179938779914945,0.8,-1.2069
0.017453292519943295,0.03490658503988659,0.8,-1.2285
0.026179938779914945,-0.03490658503988659,0.8,-1.8431
0.026179938779914945,-0.026179938779914945,0.8,-1.8141
0.026179938779914945,-0.017453292519943295,0.8,-1.7907
0.026179938779914945,-0.008726646259971648,0.8,-1.7755
0.026179938779914945,0.0,0.8,-1.7703
0.026179938779914945,0.008726646259971648,0.8,-1.7755
0.026179938779914945,0.017453292519943295,0.8,-1.7907
0.026179938779914945,0.026179938779914945,0.8,-1.8141
0.026179938779914945,0.03490658503988659,0.8,-1.8431
0.03490658503988659,-0.03490658503988659,0.8,-2.4584
0.03490658503988659,-0.026179938779914945,0.8,-2.4247
0.03490658503988659,-0.017453292519943295,0.8,-2.3973
0.03490658503988659,-0.008726646259971648,0.8,-2.379
0.03490658503988659,0.0,0.8,-2.3723
0.03490658503988659,0.008726646259971648,0.8,-2.379
0.03490658503988659,0.017453292519943295,0.8,-2.3973
0.03490658503988659,0.026179938779914945,0.8,-2.4247
0.03490658503988659,0.03490658503988659,0.8,-2.4584
-0.03490658503988659,-0.03490658503988659,0.9,2.5286
-0.03490658503988659,-0.026179938779914945,0.9,2.4978
-0.03490658503988659,-0.017453292519943295,0.9,2.4727
-0.03490658503988659,-0.008726646259971648,0.9,2.4559
-0.03490658503988659,0.0,0.9,2.4498
-0.03490658503988659,0.008726646259971648,0.9,2.4559
-0.03490658503988659,0.017453292519943295,0.9,2.4727
-0.03490658503988659,0.026179938779914945,0.9,2.4978
-0.03490658503988659,0.03490658503988659,0.9,2.5286
-0.026179938779914945,-0.03490658503988659,0.9,1.8962
-0.026179938779914945,-0.026179938779914945,0.9,1.8697
-0.026179938779914945,-0.017453292519943295,0.9,1.8482
-0.026179938779914945,-0.008726646259971648,0.9,1.8342
-0.026179938779914945,0.0,0.9,1.8295
-0.026179938779914945,0.008726646259971648,0.9,1.8342
-0.026179938779914945,0.017453292519943295,0.9,1.8482
-0.026179938779914945,0.026179938779914945,0.9,1.8697
-0.026179938779914945,0.03490658503988659,0.9,1.8962
-0.017453292519943295,-0.03490658503988659,0.9,1.2641
-0.017453292519943295,-0.026179938779914945,0.9,1.2443
-0.017453292519943295,-0.017453292519943295,0.9,1.2288
-0.017453292519943295,-0.008726646259971648,0.9,1.2195
-0.017453292519943295,0.0,0.9,1.2165
-0.017453292519943295,0.008726646259971648,0.9,1.2195
-0.017453292519943295,0.017453292519943295,0.9,1.2288
-0.017453292519943295,0.026179938779914945,0.9,1.2443
-0.017453292519943295,0.03490658503988659,0.9,1.2641
-0.008726646259971648,-0.03490658503988659,0.9,0.632
-0.008726646259971648,-0.026179938779914945,0.9,0.6212
-0.008726646259971648,-0.017453292519943295,0.9,0.6135
-0.008726646259971648,-0.008726646259971648,0.9,0.6091
-0.008726646259971648,0.0,0.9,0.6077
-0.008726646259971648,0.008726646259971648,0.9,0.6091
-0.008726646259971648,0.017453292519943295,0.9,0.6135
-0.008726646259971648,0.026179938779914945,0.9,0.6212
-0.008726646259971648,0.03490658503988659,0.9,0.632
0.0,-0.03490658503988659,0.9,-0.0
0.0,-0.026179938779914945,0.9,-0.0
0.0,-0.017453292519943295,0.9,0.0
0.0,-0.008726646259971648,0.9,0.0
0.0,0.0,0.9,0.0
0.0,0.008726646259971648,0.9,-0.0
0.0,0.017453292519943295,0.9,-0.0
0.0,0.026179938779914945,0.9,-0.0
0.0,0.03490658503988659,0.9,-0.0
0.008726646259971648,-0.03490658503988659,0.9,-0.632
0.008726646259971648,-0.026179938779914945,0.9,-0.6212
0.008726646259971648,-0.017453292519943295,0.9,-0.6135
0.008726646259971648,-0.008726646259971648,0.9,-0.6091
0.008726646259971648,0.0,0.9,-0.6077
0.008726646259971648,0.008726646259971648,0.9,-0.6091
0.008726646259971648,0.017453292519943295,0.9,-0.6135
0.008726646259971648,0.026179938779914945,0.9,-0.6212
0.008726646259971648,0.03490658503988659,0.9,-0.632
0.017453292519943295,-0.03490658503988659,0.9,-1.2641
0.017453292519943295,-0.026179938779914945,0.9,-1.2443
0.017453292519943295,-0.017453292519943295,0.9,-1.2288
0.017453292519943295,-0.008726646259971648,0.9,-1.2195
0.017453292519943295,0.0,0.9,-1.2165
0.017453292519943295,0.008726646259971648,0.9,-1.2195
0.017453292519943295,0.017453292519943295,0.9,-1.2288
0.017453292519943295,0.026179938779914945,0.9,-1.2443
0.017453292519943295,0.03490658503988659,0.9,-1.2641
0.026179938779914945,-0.03490658503988659,0.9,-1.8962
0.026179938779914945,-0.026179938779914945,0.9,-1.8697
0.026179938779914945,-0.017453292519943295,0.9,-1.8482
0.026179938779914945,-0.008726646259971648,0.9,-1.8342
0.026179938779914945,0.0,0.9,-1.8295
0.026179938779914945,0.008726646259971648,0.9,-1.8342
0.026179938779914945,0.017453292519943295,0.9,-1.8482
0.026179938779914945,0.026179938779914945,0.9,-1.8697
0.026179938779914945,0.03490658503988659,0.9,-1.8962
0.03490658503988659,-0.03490658503988659,0.9,-2.5286
0.03490658503988659,-0.026179938779914945,0.9,-2.4978
0.03490658503988659,-0.017453292519943295,0.9,-2.4727
0.03490658503988659,-0.008726646259971648,0.9,-2.4559
0.03490658503988659,0.0,0.9,-2.4498
0.03490658503988659,0.008726646259971648,0.9,-2.4559
0.03490658503988659,0.017453292519943295,0.9,-2.4727
0.03490658503988659,0.026179938779914945,0.9,-2.4978
0.03490658503988659,0.03490658503988659,0.9,-2.5286
-0.03490658503988659,-0.03490658503988659,1,2.6421
-0.03490658503988659,-0.026179938779914945,1,2.6148
-0.03490658503988659,-0.017453292519943295,1,2.5926
-0.03490658503988659,-0.008726646259971648,1,2.5776
-0.03490658503988659,0.0,1,2.5721
-0.03490658503988659,0.008726646259971648,1,2.5776
-0.03490658503988659,0.017453292519943295,1,2.5926
-0.03490658503988659,0.026179938779914945,1,2.6148
-0.03490658503988659,0.03490658503988659,1,2.6421
-0.026179938779914945,-0.03490658503988659,1,1.9822
-0.026179938779914945,-0.026179938779914945,1,1.9586
-0.026179938779914945,-0.017453292519943295,1,1.9395
-0.026179938779914945,-0.008726646259971648,1,1.927
-0.026179938779914945,0.0,1,1.9228
-0.026179938779914945,0.008726646259971648,1,1.927
-0.026179938779914945,0.017453292519943295,1,1.9395
-0.026179938779914945,0.026179938779914945,1,1.9586
-0.026179938779914945,0.03490658503988659,1,1.9822
-0.017453292519943295,-0.03490658503988659,1,1.3219
-0.017453292519943295,-0.026179938779914945,1,1.3042
-0.017453292519943295,-0.017453292519943295,1,1.2904
-0.017453292519943295,-0.008726646259971648,1,1.2822
-0.017453292519943295,0.0,1,1.2796
-0.017453292519943295,0.008726646259971648,1,1.2822
-0.017453292519943295,0.017453292519943295,1,1.2904
-0.017453292519943295,0.026179938779914945,1,1.3042
-0.017453292519943295,0.03490658503988659,1,1.3219
-0.008726646259971648,-0.03490658503988659,1,0.6611
-0.008726646259971648,-0.026179938779914945,1,0.6514
-0.008726646259971648,-0.017453292519943295,1,0.6445
-0.008726646259971648,-0.008726646259971648,1,0.6407
-0.008726646259971648,0.0,1,0.6396
-0.008726646259971648,0.008726646259971648,1,0.6407
-0.008726646259971648,0.017453292519943295,1,0.6445
-0.008726646259971648,0.026179938779914945,1,0.6514
-0.008726646259971648,0.03490658503988659,1,0.6611
0.0,-0.03490658503988659,1,0.0
0.0,-0.026179938779914945,1,0.0
0.0,-0.017453292519943295,1,0.0
0.0,-0.008726646259971648,1,0.0
0.0,0.0,1,0.0
0.0,0.008726646259971648,1,-0.0
0.0,0.017453292519943295,1,-0.0
0.0,0.026179938779914945,1,-0.0
0.0,0.03490658503988659,1,-0.0
0.008726646259971648,-0.03490658503988659,1,-0.6611
0.008726646259971648,-0.026179938779914945,1,-0.6514
0.008726646259971648,-0.017453292519943295,1,-0.6445
0.008726646259971648,-0.008726646259971648,1,-0.6407
0.008726646259971648,0.0,1,-0.6396
0.008726646259971648,0.008726646259971648,1,-0.6407
0.008726646259971648,0.017453292519943295,1,-0.6445
0.008726646259971648,0.026179938779914945,1,-0.6514
0.008726646259971648,0.03490658503988659,1,-0.6611
0.017453292519943295,-0.03490658503988659,1,-1.3219
0.017453292519943295,-0.026179938779914945,1,-1.3042
0.017453292519943295,-0.017453292519943295,1,-1.2904
0.017453292519943295,-0.008726646259971648,1,-1.2822
0.017453292519943295,0.0,1,-1.2796
0.017453292519943295,0.008726646259971648,1,-1.2822
0.017453292519943295,0.017453292519943295,1,-1.2904
0.017453292519943295,0.026179938779914945,1,-1.3042
0.017453292519943295,0.03490658503988659,1,-1.3219
0.026179938779914945,-0.03490658503988659,1,-1.9822
0.026179938779914945,-0.026179938779914945,1,-1.9586
0.026179938779914945,-0.017453292519943295,1,-1.9395
0.026179938779914945,-0.008726646259971648,1,-1.927
0.026179938779914945,0.0,1,-1.9228
0.026179938779914945,0.008726646259971648,1,-1.927
0.026179938779914945,0.017453292519943295,1,-1.9395
0.026179938779914945,0.026179938779914945,1,-1.9586
0.026179938779914945,0.03490658503988659,1,-1.9822
0.03490658503988659,-0.03490658503988659,1,-2.6421
0.03490658503988659,-0.026179938779914945,1,-2.6148
0.03490658503988659,-0.017453292519943295,1,-2.5926
0.03490658503988659,-0.008726646259971648,1,-2.5776
0.03490658503988659,0.0,1,-2.5721
0.03490658503988659,0.008726646259971648,1,-2.5776
0.03490658503988659,0.017453292519943295,1,-2.5926
0.03490658503988659,0.026179938779914945,1,-2.6148
0.03490658503988659,0.03490658503988659,1,-2.6421
