alpha,beta,mach,Cm0 [-]
0.026179938779914945,0.008726646259971648,0.01,-1.6267
0.026179938779914945,0.017453292519943295,0.01,-1.6455
0.026179938779914945,0.026179938779914945,0.01,-1.6743
0.026179938779914945,0.03490658503988659,0.01,-1.7102
0.03490658503988659,-0.03490658503988659,0.01,-2.2831
0.03490658503988659,-0.026179938779914945,0.01,-2.2409
0.03490658503988659,-0.017453292519943295,0.01,-2.207
0.03490658503988659,-0.008726646259971648,0.01,-2.1844
0.03490658503988659,0.0,0.01,-2.1762
0.03490658503988659,0.008726646259971648,0.01,-2.1844
0.03490658503988659,0.017453292519943295,0.01,-2.207
0.03490658503988659,0.026179938779914945,0.01,-2.2409
0.03490658503988659,0.03490658503988659,0.01,-2.2831
-0.03490658503988659,-0.03490658503988659,0.1,2.2859
-0.03490658503988659,-0.026179938779914945,0.1,2.2438
-0.03490658503988659,-0.017453292519943295,0.1,2.2099
-0.03490658503988659,-0.008726646259971648,0.1,2.1873
-0.03490658503988659,0.0,0.1,2.1791
-0.03490658503988659,0.008726646259971648,0.1,2.1873
-0.03490658503988659,0.017453292519943295,0.1,2.2099
-0.03490658503988659,0.026179938779914945,0.1,2.2438
-0.03490658503988659,0.03490658503988659,0.1,2.2859
-0.026179938779914945,-0.03490658503988659,0.1,1.7124
-0.026179938779914945,-0.026179938779914945,0.1,1.6765
-0.026179938779914945,-0.017453292519943295,0.1,1.6476
-0.026179938779914945,-0.008726646259971648,0.1,1.6289
-0.026179938779914945,0.0,0.1,1.6225
-0.026179938779914945,0.008726646259971648,0.1,1.6289
-0.026179938779914945,0.017453292519943295,0.1,1.6476
-0.026179938779914945,0.026179938779914945,0.1,1.6765
-0.026179938779914945,0.03490658503988659,0.1,1.7124
-0.017453292519943295,-0.03490658503988659,0.1,1.1407
-0.017453292519943295,-0.026179938779914945,0.1,1.114
-0.017453292519943295,-0.017453292519943295,0.1,1.0933
-0.017453292519943295,-0.008726646259971648,0.1,1.0807
-0.017453292519943295,0.0,0.1,1.0766
-0.017453292519943295,0.008726646259971648,0.1,1.0807
-0.017453292519943295,0.017453292519943295,0.1,1.0933
-0.017453292519943295,0.026179938779914945,0.1,1.114
-0.017453292519943295,0.03490658503988659,0.1,1.1407
-0.008726646259971648,-0.03490658503988659,0.1,0.5701
-0.008726646259971648,-0.026179938779914945,0.1,0.5556
-0.008726646259971648,-0.017453292519943295,0.1,0.5451
-0.008726646259971648,-0.008726646259971648,0.1,0.5391
-0.008726646259971648,0.0,0.1,0.5372
-0.008726646259971648,0.008726646259971648,0.1,0.5391
-0.008726646259971648,0.017453292519943295,0.1,0.5451
-0.008726646259971648,0.026179938779914945,0.1,0.5556
-0.008726646259971648,0.03490658503988659,0.1,0.5701
0.0,-0.03490658503988659,0.1,0.0
0.0,-0.026179938779914945,0.1,-0.0
0.0,-0.017453292519943295,0.1,-0.0
0.0,-0.008726646259971648,0.1,0.0
0.0,0.0,0.1,0.0
0.0,0.008726646259971648,0.1,-0.0
0.0,0.017453292519943295,0.1,-0.0
0.0,0.026179938779914945,0.1,-0.0
0.0,0.03490658503988659,0.1,-0.0
0.008726646259971648,-0.03490658503988659,0.1,-0.5701
0.008726646259971648,-0.026179938779914945,0.1,-0.5556
0.008726646259971648,-0.017453292519943295,0.1,-0.5451
0.008726646259971648,-0.008726646259971648,0.1,-0.5391
0.008726646259971648,0.0,0.1,-0.5372
0.008726646259971648,0.008726646259971648,0.1,-0.5391
0.008726646259971648,0.017453292519943295,0.1,-0.5451
0.008726646259971648,0.026179938779914945,0.1,-0.5556
0.008726646259971648,0.03490658503988659,0.1,-0.5701
0.017453292519943295,-0.03490658503988659,0.1,-1.1407
0.017453292519943295,-0.026179938779914945,0.1,-1.114
0.017453292519943295,-0.017453292519943295,0.1,-1.0933
0.017453292519943295,-0.008726646259971648,0.1,-1.0807
0.017453292519943295,0.0,0.1,-1.0766
0.017453292519943295,0.008726646259971648,0.1,-1.0807
0.017453292519943295,0.017453292519943295,0.1,-1.0933
0.017453292519943295,0.026179938779914945,0.1,-1.114
0.017453292519943295,0.03490658503988659,0.1,-1.1407
0.026179938779914945,-0.03490658503988659,0.1,-1.7124
0.026179938779914945,-0.026179938779914945,0.1,-1.6765
0.026179938779914945,-0.017453292519943295,0.1,-1.6476
0.026179938779914945,-0.008726646259971648,0.1,-1.6289
0.026179938779914945,0.0,0.1,-1.6225
0.026179938779914945,0.008726646259971648,0.1,-1.6289
0.026179938779914945,0.017453292519943295,0.1,-1.6476
0.026179938779914945,0.026179938779914945,0.1,-1.6765
0.026179938779914945,0.03490658503988659,0.1,-1.7124
0.03490658503988659,-0.03490658503988659,0.1,-2.2859
0.03490658503988659,-0.026179938779914945,0.1,-2.2438
0.03490658503988659,-0.017453292519943295,0.1,-2.2099
0.03490658503988659,-0.008726646259971648,0.1,-2.1873
0.03490658503988659,0.0,0.1,-2.1791
0.03490658503988659,0.008726646259971648,0.1,-2.1873
0.03490658503988659,0.017453292519943295,0.1,-2.2099
0.03490658503988659,0.026179938779914945,0.1,-2.2438
0.03490658503988659,0.03490658503988659,0.1,-2.2859
-0.03490658503988659,-0.03490658503988659,0.2,2.2936
-0.03490658503988659,-0.026179938779914945,0.2,2.2516
-0.03490658503988659,-0.017453292519943295,0.2,2.2179
-0.03490658503988659,-0.008726646259971648,0.2,2.1954
-0.03490658503988659,0.0,0.2,2.1872
-0.03490658503988659,0.008726646259971648,0.2,2.1954
-0.03490658503988659,0.017453292519943295,0.2,2.2179
-0.03490658503988659,0.026179938779914945,0.2,2.2516
-0.03490658503988659,0.03490658503988659,0.2,2.2936
-0.026179938779914945,-0.03490658503988659,0.2,1.7182
-0.026179938779914945,-0.026179938779914945,0.2,1.6824
-0.026179938779914945,-0.017453292519943295,0.2,1.6537
-0.026179938779914945,-0.008726646259971648,0.2,1.635
-0.026179938779914945,0.0,0.2,1.6286
-0.026179938779914945,0.008726646259971648,0.2,1.635
-0.026179938779914945,0.017453292519943295,0.2,1.6537
-0.026179938779914945,0.026179938779914945,0.2,1.6824
-0.026179938779914945,0.03490658503988659,0.2,1.7182
-0.017453292519943295,-0.03490658503988659,0.2,1.1446
-0.017453292519943295,-0.026179938779914945,0.2,1.118
-0.017453292519943295,-0.017453292519943295,0.2,1.0973
-0.017453292519943295,-0.008726646259971648,0.2,1.0848
-0.017453292519943295,0.0,0.2,1.0807
-0.017453292519943295,0.008726646259971648,0.2,1.0848
-0.017453292519943295,0.017453292519943295,0.2,1.0973
-0.017453292519943295,0.026179938779914945,0.2,1.118
-0.017453292519943295,0.03490658503988659,0.2,1.1446
-0.008726646259971648,-0.03490658503988659,0.2,0.572
-0.008726646259971648,-0.026179938779914945,0.2,0.5576
-0.008726646259971648,-0.017453292519943295,0.2,0.5472
-0.008726646259971648,-0.008726646259971648,0.2,0.5411
-0.008726646259971648,0.0,0.2,0.5393
-0.008726646259971648,0.008726646259971648,0.2,0.5411
-0.008726646259971648,0.017453292519943295,0.2,0.5472
-0.008726646259971648,0.026179938779914945,0.2,0.5576
-0.008726646259971648,0.03490658503988659,0.2,0.572
0.0,-0.03490658503988659,0.2,0.0
0.0,-0.026179938779914945,0.2,0.0
0.0,-0.017453292519943295,0.2,-0.0
0.0,-0.008726646259971648,0.2,-0.0
0.0,0.0,0.2,0.0
0.0,0.008726646259971648,0.2,-0.0
0.0,0.017453292519943295,0.2,-0.0
0.0,0.026179938779914945,0.2,-0.0
0.0,0.03490658503988659,0.2,-0.0
0.008726646259971648,-0.03490658503988659,0.2,-0.572
0.008726646259971648,-0.026179938779914945,0.2,-0.5576
0.008726646259971648,-0.017453292519943295,0.2,-0.5472
0.008726646259971648,-0.008726646259971648,0.2,-0.5411
0.008726646259971648,0.0,0.2,-0.5393
0.008726646259971648,0.008726646259971648,0.2,-0.5411
0.008726646259971648,0.017453292519943295,0.2,-0.5472
0.008726646259971648,0.026179938779914945,0.2,-0.5576
0.008726646259971648,0.03490658503988659,0.2,-0.572
0.017453292519943295,-0.03490658503988659,0.2,-1.1446
0.017453292519943295,-0.026179938779914945,0.2,-1.118
0.017453292519943295,-0.017453292519943295,0.2,-1.0973
0.017453292519943295,-0.008726646259971648,0.2,-1.0848
0.017453292519943295,0.0,0.2,-1.0807
0.017453292519943295,0.008726646259971648,0.2,-1.0848
0.017453292519943295,0.017453292519943295,0.2,-1.0973
0.017453292519943295,0.026179938779914945,0.2,-1.118
0.017453292519943295,0.03490658503988659,0.2,-1.1446
0.026179938779914945,-0.03490658503988659,0.2,-1.7182
0.026179938779914945,-0.026179938779914945,0.2,-1.6824
0.026179938779914945,-0.017453292519943295,0.2,-1.6537
0.026179938779914945,-0.008726646259971648,0.2,-1.635
0.026179938779914945,0.0,0.2,-1.6286
0.026179938779914945,0.008726646259971648,0.2,-1.635
0.026179938779914945,0.017453292519943295,0.2,-1.6537
0.026179938779914945,0.026179938779914945,0.2,-1.6824
0.026179938779914945,0.03490658503988659,0.2,-1.7182
0.03490658503988659,-0.03490658503988659,0.2,-2.2936
0.03490658503988659,-0.026179938779914945,0.2,-2.2516
0.03490658503988659,-0.017453292519943295,0.2,-2.2179
0.03490658503988659,-0.008726646259971648,0.2,-2.1954
0.03490658503988659,0.0,0.2,-2.1872
0.03490658503988659,0.008726646259971648,0.2,-2.1954
0.03490658503988659,0.017453292519943295,0.2,-2.2179
0.03490658503988659,0.026179938779914945,0.2,-2.2516
0.03490658503988659,0.03490658503988659,0.2,-2.2936
-0.03490658503988659,-0.03490658503988659,0.3,2.3124
-0.03490658503988659,-0.026179938779914945,0.3,2.2708
-0.03490658503988659,-0.017453292519943295,0.3,2.2373
-0.03490658503988659,-0.008726646259971648,0.3,2.215
-0.03490658503988659,0.0,0.3,2.2069
-0.03490658503988659,0.008726646259971648,0.3,2.215
-0.03490658503988659,0.017453292519943295,0.3,2.2373
-0.03490658503988659,0.026179938779914945,0.3,2.2708
-0.03490658503988659,0.03490658503988659,0.3,2.3124
-0.026179938779914945,-0.03490658503988659,0.3,1.7324
-0.026179938779914945,-0.026179938779914945,0.3,1.6969
-0.026179938779914945,-0.017453292519943295,0.3,1.6684
-0.026179938779914945,-0.008726646259971648,0.3,1.6498
-0.026179938779914945,0.0,0.3,1.6435
-0.026179938779914945,0.008726646259971648,0.3,1.6498
-0.026179938779914945,0.017453292519943295,0.3,1.6684
-0.026179938779914945,0.026179938779914945,0.3,1.6969
-0.026179938779914945,0.03490658503988659,0.3,1.7324
-0.017453292519943295,-0.03490658503988659,0.3,1.1541
-0.017453292519943295,-0.026179938779914945,0.3,1.1277
-0.017453292519943295,-0.017453292519943295,0.3,1.1072
-0.017453292519943295,-0.008726646259971648,0.3,1.0948
-0.017453292519943295,0.0,0.3,1.0907
-0.017453292519943295,0.008726646259971648,0.3,1.0948
-0.017453292519943295,0.017453292519943295,0.3,1.1072
-0.017453292519943295,0.026179938779914945,0.3,1.1277
-0.017453292519943295,0.03490658503988659,0.3,1.1541
-0.008726646259971648,-0.03490658503988659,0.3,0.5768
-0.008726646259971648,-0.026179938779914945,0.3,0.5625
-0.008726646259971648,-0.017453292519943295,0.3,0.5521
-0.008726646259971648,-0.008726646259971648,0.3,0.5461
-0.008726646259971648,0.0,0.3,0.5443
-0.008726646259971648,0.008726646259971648,0.3,0.5461
-0.008726646259971648,0.017453292519943295,0.3,0.5521
-0.008726646259971648,0.026179938779914945,0.3,0.5625
-0.008726646259971648,0.03490658503988659,0.3,0.5768
0.0,-0.03490658503988659,0.3,-0.0
0.0,-0.026179938779914945,0.3,0.0
0.0,-0.017453292519943295,0.3,-0.0
0.0,-0.008726646259971648,0.3,-0.0
0.0,0.0,0.3,0.0
0.0,0.008726646259971648,0.3,-0.0
0.0,0.017453292519943295,0.3,-0.0
0.0,0.026179938779914945,0.3,-0.0
0.0,0.03490658503988659,0.3,-0.0
0.008726646259971648,-0.03490658503988659,0.3,-0.5768
0.008726646259971648,-0.026179938779914945,0.3,-0.5625
0.008726646259971648,-0.017453292519943295,0.3,-0.5521
0.008726646259971648,-0.008726646259971648,0.3,-0.5461
0.008726646259971648,0.0,0.3,-0.5443
0.008726646259971648,0.008726646259971648,0.3,-0.5461
0.008726646259971648,0.017453292519943295,0.3,-0.5521
0.008726646259971648,0.026179938779914945,0.3,-0.5625
0.008726646259971648,0.03490658503988659,0.3,-0.5768
0.017453292519943295,-0.03490658503988659,0.3,-1.1541
0.017453292519943295,-0.026179938779914945,0.3,-1.1277
0.017453292519943295,-0.017453292519943295,0.3,-1.1072
0.017453292519943295,-0.008726646259971648,0.3,-1.0948
0.017453292519943295,0.0,0.3,-1.0907
0.017453292519943295,0.008726646259971648,0.3,-1.0948
0.017453292519943295,0.017453292519943295,0.3,-1.1072
0.017453292519943295,0.026179938779914945,0.3,-1.1277
0.017453292519943295,0.03490658503988659,0.3,-1.1541
0.026179938779914945,-0.03490658503988659,0.3,-1.7324
0.026179938779914945,-0.026179938779914945,0.3,-1.6969
0.026179938779914945,-0.017453292519943295,0.3,-1.6684
0.026179938779914945,-0.008726646259971648,0.3,-1.6498
0.026179938779914945,0.0,0.3,-1.6435
0.026179938779914945,0.008726646259971648,0.3,-1.6498
0.026179938779914945,0.017453292519943295,0.3,-1.6684
0.026179938779914945,0.026179938779914945,0.3,-1.6969
0.026179938779914945,0.03490658503988659,0.3,-1.7324
0.03490658503988659,-0.03490658503988659,0.3,-2.3124
0.03490658503988659,-0.026179938779914945,0.3,-2.2708
0.03490658503988659,-0.017453292519943295,0.3,-2.2373
0.03490658503988659,-0.008726646259971648,0.3,-2.215
0.03490658503988659,0.0,0.3,-2.2069
0.03490658503988659,0.008726646259971648,0.3,-2.215
0.03490658503988659,0.017453292519943295,0.3,-2.2373
0.03490658503988659,0.026179938779914945,0.3,-2.2708
0.03490658503988659,0.03490658503988659,0.3,-2.3124
-0.03490658503988659,-0.03490658503988659,0.4,2.3414
-0.03490658503988659,-0.026179938779914945,0.4,2.3003
-0.03490658503988659,-0.017453292519943295,0.4,2.2672
-0.03490658503988659,-0.008726646259971648,0.4,2.2452
-0.03490658503988659,0.0,0.4,2.2371
-0.03490658503988659,0.008726646259971648,0.4,2.2452
-0.03490658503988659,0.017453292519943295,0.4,2.2672
-0.03490658503988659,0.026179938779914945,0.4,2.3003
-0.03490658503988659,0.03490658503988659,0.4,2.3414
-0.026179938779914945,-0.03490658503988659,0.4,1.7542
-0.026179938779914945,-0.026179938779914945,0.4,1.7192
-0.026179938779914945,-0.017453292519943295,0.4,1.691
-0.026179938779914945,-0.008726646259971648,0.4,1.6726
-0.026179938779914945,0.0,0.4,1.6664
-0.026179938779914945,0.008726646259971648,0.4,1.6726
-0.026179938779914945,0.017453292519943295,0.4,1.691
-0.026179938779914945,0.026179938779914945,0.4,1.7192
-0.026179938779914945,0.03490658503988659,0.4,1.7542
-0.017453292519943295,-0.03490658503988659,0.4,1.1687
-0.017453292519943295,-0.026179938779914945,0.4,1.1426
-0.017453292519943295,-0.017453292519943295,0.4,1.1223
-0.017453292519943295,-0.008726646259971648,0.4,1.1101
-0.017453292519943295,0.0,0.4,1.1061
-0.017453292519943295,0.008726646259971648,0.4,1.1101
-0.017453292519943295,0.017453292519943295,0.4,1.1223
-0.017453292519943295,0.026179938779914945,0.4,1.1426
-0.017453292519943295,0.03490658503988659,0.4,1.1687
-0.008726646259971648,-0.03490658503988659,0.4,0.5841
-0.008726646259971648,-0.026179938779914945,0.4,0.5699
-0.008726646259971648,-0.017453292519943295,0.4,0.5597
-0.008726646259971648,-0.008726646259971648,0.4,0.5538
-0.008726646259971648,0.0,0.4,0.552
-0.008726646259971648,0.008726646259971648,0.4,0.5538
-0.008726646259971648,0.017453292519943295,0.4,0.5597
-0.008726646259971648,0.026179938779914945,0.4,0.5699
-0.008726646259971648,0.03490658503988659,0.4,0.5841
0.0,-0.03490658503988659,0.4,-0.0
0.0,-0.026179938779914945,0.4,0.0
0.0,-0.017453292519943295,0.4,-0.0
0.0,-0.008726646259971648,0.4,0.0
0.0,0.0,0.4,0.0
0.0,0.008726646259971648,0.4,-0.0
0.0,0.017453292519943295,0.4,-0.0
0.0,0.026179938779914945,0.4,-0.0
0.0,0.03490658503988659,0.4,-0.0
0.008726646259971648,-0.03490658503988659,0.4,-0.5841
0.008726646259971648,-0.026179938779914945,0.4,-0.5699
0.008726646259971648,-0.017453292519943295,0.4,-0.5597
0.008726646259971648,-0.008726646259971648,0.4,-0.5538
0.008726646259971648,0.0,0.4,-0.552
0.008726646259971648,0.008726646259971648,0.4,-0.5538
0.008726646259971648,0.017453292519943295,0.4,-0.5597
0.008726646259971648,0.026179938779914945,0.4,-0.5699
0.008726646259971648,0.03490658503988659,0.4,-0.5841
0.017453292519943295,-0.03490658503988659,0.4,-1.1687
0.017453292519943295,-0.026179938779914945,0.4,-1.1426
0.017453292519943295,-0.017453292519943295,0.4,-1.1223
0.017453292519943295,-0.008726646259971648,0.4,-1.1101
0.017453292519943295,0.0,0.4,-1.1061
0.017453292519943295,0.008726646259971648,0.4,-1.1101
0.017453292519943295,0.017453292519943295,0.4,-1.1223
0.017453292519943295,0.026179938779914945,0.4,-1.1426
0.017453292519943295,0.03490658503988659,0.4,-1.1687
0.026179938779914945,-0.03490658503988659,0.4,-1.7542
0.026179938779914945,-0.026179938779914945,0.4,-1.7192
0.026179938779914945,-0.017453292519943295,0.4,-1.691
0.026179938779914945,-0.008726646259971648,0.4,-1.6726
0.026179938779914945,0.0,0.4,-1.6664
0.026179938779914945,0.008726646259971648,0.4,-1.6726
0.026179938779914945,0.017453292519943295,0.4,-1.691
0.026179938779914945,0.026179938779914945,0.4,-1.7192
0.026179938779914945,0.03490658503988659,0.4,-1.7542
0.03490658503988659,-0.03490658503988659,0.4,-2.3414
0.03490658503988659,-0.026179938779914945,0.4,-2.3003
0.03490658503988659,-0.017453292519943295,0.4,-2.2672
0.03490658503988659,-0.008726646259971648,0.4,-2.2452
0.03490658503988659,0.0,0.4,-2.2371
0.03490658503988659,0.008726646259971648,0.4,-2.2452
0.03490658503988659,0.017453292519943295,0.4,-2.2672
0.03490658503988659,0.026179938779914945,0.4,-2.3003
0.03490658503988659,0.03490658503988659,0.4,-2.3414
-0.03490658503988659,-0.03490658503988659,0.5,2.3723
-0.03490658503988659,-0.026179938779914945,0.5,2.3316
-0.03490658503988659,-0.017453292519943295,0.5,2.2989
-0.03490658503988659,-0.008726646259971648,0.5,2.277
-0.03490658503988659,0.0,0.5,2.269
-0.03490658503988659,0.008726646259971648,0.5,2.277
-0.03490658503988659,0.017453292519943295,0.5,2.2989
-0.03490658503988659,0.026179938779914945,0.5,2.3316
-0.03490658503988659,0.03490658503988659,0.5,2.3723
-0.026179938779914945,-0.03490658503988659,0.5,1.7775
-0.026179938779914945,-0.026179938779914945,0.5,1.7428
-0.026179938779914945,-0.017453292519943295,0.5,1.7148
-0.026179938779914945,-0.008726646259971648,0.5,1.6966
-0.026179938779914945,0.0,0.5,1.6905
-0.026179938779914945,0.008726646259971648,0.5,1.6966
-0.026179938779914945,0.017453292519943295,0.5,1.7148
-0.026179938779914945,0.026179938779914945,0.5,1.7428
-0.026179938779914945,0.03490658503988659,0.5,1.7775
-0.017453292519943295,-0.03490658503988659,0.5,1.1843
-0.017453292519943295,-0.026179938779914945,0.5,1.1584
-0.017453292519943295,-0.017453292519943295,0.5,1.1383
-0.017453292519943295,-0.008726646259971648,0.5,1.1262
-0.017453292519943295,0.0,0.5,1.1222
-0.017453292519943295,0.008726646259971648,0.5,1.1262
-0.017453292519943295,0.017453292519943295,0.5,1.1383
-0.017453292519943295,0.026179938779914945,0.5,1.1584
-0.017453292519943295,0.03490658503988659,0.5,1.1843
-0.008726646259971648,-0.03490658503988659,0.5,0.5919
-0.008726646259971648,-0.026179938779914945,0.5,0.5779
-0.008726646259971648,-0.017453292519943295,0.5,0.5677
-0.008726646259971648,-0.008726646259971648,0.5,0.5619
-0.008726646259971648,0.0,0.5,0.5601
-0.008726646259971648,0.008726646259971648,0.5,0.5619
-0.008726646259971648,0.017453292519943295,0.5,0.5677
-0.008726646259971648,0.026179938779914945,0.5,0.5779
-0.008726646259971648,0.03490658503988659,0.5,0.5919
0.0,-0.03490658503988659,0.5,0.0
0.0,-0.026179938779914945,0.5,-0.0
0.0,-0.017453292519943295,0.5,-0.0
0.0,-0.008726646259971648,0.5,0.0
0.0,0.0,0.5,0.0
0.0,0.008726646259971648,0.5,-0.0
0.0,0.017453292519943295,0.5,-0.0
0.0,0.026179938779914945,0.5,-0.0
0.0,0.03490658503988659,0.5,-0.0
0.008726646259971648,-0.03490658503988659,0.5,-0.5919
0.008726646259971648,-0.026179938779914945,0.5,-0.5779
0.008726646259971648,-0.017453292519943295,0.5,-0.5677
0.008726646259971648,-0.008726646259971648,0.5,-0.5619
0.008726646259971648,0.0,0.5,-0.5601
0.008726646259971648,0.008726646259971648,0.5,-0.5619
0.008726646259971648,0.017453292519943295,0.5,-0.5677
0.008726646259971648,0.026179938779914945,0.5,-0.5779
0.008726646259971648,0.03490658503988659,0.5,-0.5919
0.017453292519943295,-0.03490658503988659,0.5,-1.1843
0.017453292519943295,-0.026179938779914945,0.5,-1.1584
0.017453292519943295,-0.017453292519943295,0.5,-1.1383
0.017453292519943295,-0.008726646259971648,0.5,-1.1262
0.017453292519943295,0.0,0.5,-1.1222
0.017453292519943295,0.008726646259971648,0.5,-1.1262
0.017453292519943295,0.017453292519943295,0.5,-1.1383
0.017453292519943295,0.026179938779914945,0.5,-1.1584
0.017453292519943295,0.03490658503988659,0.5,-1.1843
0.026179938779914945,-0.03490658503988659,0.5,-1.7775
0.026179938779914945,-0.026179938779914945,0.5,-1.7428
0.026179938779914945,-0.017453292519943295,0.5,-1.7148
0.026179938779914945,-0.008726646259971648,0.5,-1.6966
0.026179938779914945,0.0,0.5,-1.6905
0.026179938779914945,0.008726646259971648,0.5,-1.6966
0.026179938779914945,0.017453292519943295,0.5,-1.7148
0.026179938779914945,0.026179938779914945,0.5,-1.7428
0.026179938779914945,0.03490658503988659,0.5,-1.7775
0.03490658503988659,-0.03490658503988659,0.5,-2.3723
0.03490658503988659,-0.026179938779914945,0.5,-2.3316
0.03490658503988659,-0.017453292519943295,0.5,-2.2989
0.03490658503988659,-0.008726646259971648,0.5,-2.277
0.03490658503988659,0.0,0.5,-2.269
0.03490658503988659,0.008726646259971648,0.5,-2.277
0.03490658503988659,0.017453292519943295,0.5,-2.2989
0.03490658503988659,0.026179938779914945,0.5,-2.3316
0.03490658503988659,0.03490658503988659,0.5,-2.3723
-0.03490658503988659,-0.03490658503988659,0.6,2.4071
-0.03490658503988659,-0.026179938779914945,0.6,2.3668
-0.03490658503988659,-0.017453292519943295,0.6,2.3344
-0.03490658503988659,-0.008726646259971648,0.6,2.3128
-0.03490658503988659,0.0,0.6,2.3049
-0.03490658503988659,0.008726646259971648,0.6,2.3128
-0.03490658503988659,0.017453292519943295,0.6,2.3344
-0.03490658503988659,0.026179938779914945,0.6,2.3668
-0.03490658503988659,0.03490658503988659,0.6,2.4071
-0.026179938779914945,-0.03490658503988659,0.6,1.8037
-0.026179938779914945,-0.026179938779914945,0.6,1.7693
-0.026179938779914945,-0.017453292519943295,0.6,1.7417
-0.026179938779914945,-0.008726646259971648,0.6,1.7237
-0.026179938779914945,0.0,0.6,1.7176
-0.026179938779914945,0.008726646259971648,0.6,1.7237
-0.026179938779914945,0.017453292519943295,0.6,1.7417
-0.026179938779914945,0.026179938779914945,0.6,1.7693
-0.026179938779914945,0.03490658503988659,0.6,1.8037
-0.017453292519943295,-0.03490658503988659,0.6,1.2018
-0.017453292519943295,-0.026179938779914945,0.6,1.1762
-0.017453292519943295,-0.017453292519943295,0.6,1.1563
-0.017453292519943295,-0.008726646259971648,0.6,1.1443
-0.017453292519943295,0.0,0.6,1.1404
-0.017453292519943295,0.008726646259971648,0.6,1.1443
-0.017453292519943295,0.017453292519943295,0.6,1.1563
-0.017453292519943295,0.026179938779914945,0.6,1.1762
-0.017453292519943295,0.03490658503988659,0.6,1.2018
-0.008726646259971648,-0.03490658503988659,0.6,0.6007
