alpha,beta,mach,CQp [1/rad]
0.026179938779914945,0.0,0.01,0.0015
0.026179938779914945,0.008726646259971648,0.01,-0.25065627873302976
0.026179938779914945,0.017453292519943295,0.01,-0.4793223371196681
0.026179938779914945,0.026179938779914945,0.01,-0.6810991725661691
0.026179938779914945,0.03490658503988659,0.01,-0.8544667141128307
0.03490658503988659,-0.03490658503988659,0.01,0.6113808719412673
0.03490658503988659,-0.026179938779914945,0.01,0.45026392381945785
0.03490658503988659,-0.017453292519943295,0.01,0.2973037500539136
0.03490658503988659,-0.008726646259971648,0.01,0.14952273919716258
0.03490658503988659,0.0,0.01,0.0031
0.03490658503988659,0.008726646259971648,0.01,-0.14382319987705428
0.03490658503988659,0.017453292519943295,0.01,-0.29310518153851794
0.03490658503988659,0.026179938779914945,0.01,-0.44816573971179463
0.03490658503988659,0.03490658503988659,0.01,-0.6113808719412673
-0.03490658503988659,-0.03490658503988659,0.1,0.6131775830751355
-0.03490658503988659,-0.026179938779914945,0.1,0.4494631930409242
-0.03490658503988659,-0.017453292519943295,0.1,0.29390341517810054
-0.03490658503988659,-0.008726646259971648,0.1,0.1442222709911894
-0.03490658503988659,0.0,0.1,-0.0031
-0.03490658503988659,0.008726646259971648,0.1,-0.14992181031129767
-0.03490658503988659,0.017453292519943295,0.1,-0.2982019684630119
-0.03490658503988659,0.026179938779914945,0.1,-0.45156137714858746
-0.03490658503988659,0.03490658503988659,0.1,-0.6131775830751355
-0.026179938779914945,-0.03490658503988659,0.1,0.8567641253839571
-0.026179938779914945,-0.026179938779914945,0.1,0.6827974251231691
-0.026179938779914945,-0.017453292519943295,0.1,0.4804211645127096
-0.026179938779914945,-0.008726646259971648,0.1,0.25125568480169663
-0.026179938779914945,0.0,0.1,-0.0015
-0.026179938779914945,0.008726646259971648,0.1,-0.25375545254891585
-0.026179938779914945,0.017453292519943295,0.1,-0.4819206162599253
-0.026179938779914945,0.026179938779914945,0.1,-0.6827974251231691
-0.026179938779914945,0.03490658503988659,0.1,-0.8555668662286408
-0.017453292519943295,-0.03490658503988659,0.1,1.0704653998215257
-0.017453292519943295,-0.026179938779914945,0.1,0.8879751484432485
-0.017453292519943295,-0.017453292519943295,0.1,0.6401074067896674
-0.017453292519943295,-0.008726646259971648,0.1,0.33427429164159195
-0.017453292519943295,0.0,0.1,-0.0005
-0.017453292519943295,0.008726646259971648,0.1,-0.3349742192980236
-0.017453292519943295,0.017453292519943295,0.1,-0.6401074067896674
-0.017453292519943295,0.026179938779914945,0.1,-0.8872760735918774
-0.017453292519943295,0.03490658503988659,0.1,-1.0691687498832447
-0.008726646259971648,-0.03490658503988659,0.1,1.2222092073243176
-0.008726646259971648,-0.026179938779914945,0.1,1.0277896392864314
-0.008726646259971648,-0.017453292519943295,0.1,0.7419359391658107
-0.008726646259971648,-0.008726646259971648,0.1,0.38815565616336684
-0.008726646259971648,0.0,0.1,-0.0001
-0.008726646259971648,0.008726646259971648,0.1,-0.38815565616336684
-0.008726646259971648,0.017453292519943295,0.1,-0.7416360914665948
-0.008726646259971648,0.026179938779914945,0.1,-1.0271904159766179
-0.008726646259971648,0.03490658503988659,0.1,-1.2214114306073742
0.0,-0.03490658503988659,0.1,1.2795200758325482
0.0,-0.026179938779914945,0.1,1.0757312474061973
0.0,-0.017453292519943295,0.1,0.7759817962108753
0.0,-0.008726646259971648,0.1,0.40768447603326263
0.0,0.0,0.1,0.0
0.0,0.008726646259971648,0.1,-0.40768447603326263
0.0,0.017453292519943295,0.1,-0.7759817962108753
0.0,0.026179938779914945,0.1,-1.0757312474061973
0.0,0.03490658503988659,0.1,-1.2795200758325482
0.008726646259971648,-0.03490658503988659,0.1,1.2214114306073742
0.008726646259971648,-0.026179938779914945,0.1,1.0271904159766179
0.008726646259971648,-0.017453292519943295,0.1,0.7416360914665948
0.008726646259971648,-0.008726646259971648,0.1,0.38815565616336684
0.008726646259971648,0.0,0.1,0.0001
0.008726646259971648,0.008726646259971648,0.1,-0.38815565616336684
0.008726646259971648,0.017453292519943295,0.1,-0.7419359391658107
0.008726646259971648,0.026179938779914945,0.1,-1.0277896392864314
0.008726646259971648,0.03490658503988659,0.1,-1.2222092073243176
0.017453292519943295,-0.03490658503988659,0.1,1.0691687498832447
0.017453292519943295,-0.026179938779914945,0.1,0.8872760735918774
0.017453292519943295,-0.017453292519943295,0.1,0.6401074067896674
0.017453292519943295,-0.008726646259971648,0.1,0.3349742192980236
0.017453292519943295,0.0,0.1,0.0005
0.017453292519943295,0.008726646259971648,0.1,-0.33427429164159195
0.017453292519943295,0.017453292519943295,0.1,-0.6401074067896674
0.017453292519943295,0.026179938779914945,0.1,-0.8879751484432485
0.017453292519943295,0.03490658503988659,0.1,-1.0704653998215257
0.026179938779914945,-0.03490658503988659,0.1,0.8555668662286408
0.026179938779914945,-0.026179938779914945,0.1,0.6827974251231691
0.026179938779914945,-0.017453292519943295,0.1,0.4819206162599253
0.026179938779914945,-0.008726646259971648,0.1,0.25375545254891585
0.026179938779914945,0.0,0.1,0.0015
0.026179938779914945,0.008726646259971648,0.1,-0.25125568480169663
0.026179938779914945,0.017453292519943295,0.1,-0.4804211645127096
0.026179938779914945,0.026179938779914945,0.1,-0.6827974251231691
0.026179938779914945,0.03490658503988659,0.1,-0.8567641253839571
0.03490658503988659,-0.03490658503988659,0.1,0.6131775830751355
0.03490658503988659,-0.026179938779914945,0.1,0.45156137714858746
0.03490658503988659,-0.017453292519943295,0.1,0.2982019684630119
0.03490658503988659,-0.008726646259971648,0.1,0.14992181031129767
0.03490658503988659,0.0,0.1,0.0031
0.03490658503988659,0.008726646259971648,0.1,-0.1442222709911894
0.03490658503988659,0.017453292519943295,0.1,-0.29390341517810054
0.03490658503988659,0.026179938779914945,0.1,-0.4493632273084266
0.03490658503988659,0.03490658503988659,0.1,-0.6131775830751355
-0.03490658503988659,-0.03490658503988659,0.2,0.6141758777247716
-0.03490658503988659,-0.026179938779914945,0.2,0.44986195969612897
-0.03490658503988659,-0.017453292519943295,0.2,0.29420257768238633
-0.03490658503988659,-0.008726646259971648,0.2,0.14432184081112023
-0.03490658503988659,0.0,0.2,-0.0031
-0.03490658503988659,0.008726646259971648,0.2,-0.15002138013122854
-0.03490658503988659,0.017453292519943295,0.2,-0.2984011461977819
-0.03490658503988659,0.026179938779914945,0.2,-0.45206010953628983
-0.03490658503988659,0.03490658503988659,0.2,-0.6140758168445827
-0.026179938779914945,-0.03490658503988659,0.2,0.8579629375952195
-0.026179938779914945,-0.026179938779914945,0.2,0.6835966027970514
-0.026179938779914945,-0.017453292519943295,0.2,0.4809205858244725
-0.026179938779914945,-0.008726646259971648,0.2,0.2514553802220202
-0.026179938779914945,0.0,0.2,-0.0015
-0.026179938779914945,0.008726646259971648,0.2,-0.25395514796923946
-0.026179938779914945,0.017453292519943295,0.2,-0.48232005280217266
-0.026179938779914945,0.026179938779914945,0.2,-0.6835966027970514
-0.026179938779914945,0.03490658503988659,0.2,-0.856765678439903
-0.017453292519943295,-0.03490658503988659,0.2,1.0717644251725904
-0.017453292519943295,-0.026179938779914945,0.2,0.8890745887604252
-0.017453292519943295,-0.017453292519943295,0.2,0.6408070869657335
-0.017453292519943295,-0.008726646259971648,0.2,0.3346741241117733
-0.017453292519943295,0.0,0.2,-0.0005
-0.017453292519943295,0.008726646259971648,0.2,-0.33537405176820495
-0.017453292519943295,0.017453292519943295,0.2,-0.6408070869657335
-0.017453292519943295,0.026179938779914945,0.2,-0.8883754682239801
-0.017453292519943295,0.03490658503988659,0.2,-1.0704678361423292
-0.008726646259971648,-0.03490658503988659,0.2,1.2236083240269744
-0.008726646259971648,-0.026179938779914945,0.2,1.029089148122086
-0.008726646259971648,-0.017453292519943295,0.2,0.7429357259413494
-0.008726646259971648,-0.008726646259971648,0.2,0.38875558762575224
-0.008726646259971648,0.0,0.2,-0.0001
-0.008726646259971648,0.008726646259971648,0.2,-0.38875558762575224
-0.008726646259971648,0.017453292519943295,0.2,-0.7426358782421334
-0.008726646259971648,0.026179938779914945,0.2,-1.028489924812272
-0.008726646259971648,0.03490658503988659,0.2,-1.2228105473100315
0.0,-0.03490658503988659,0.2,1.2809192229903752
0.0,-0.026179938779914945,0.2,1.0771307676611628
0.0,-0.017453292519943295,0.2,0.7769816439060316
0.0,-0.008726646259971648,0.2,0.40828445318710116
0.0,0.0,0.2,0.0
0.0,0.008726646259971648,0.2,-0.40828445318710116
0.0,0.017453292519943295,0.2,-0.7770816286755473
0.0,0.026179938779914945,0.2,-1.0771307676611628
0.0,0.03490658503988659,0.2,-1.2809192229903752
0.008726646259971648,-0.03490658503988659,0.2,1.2228105473100315
0.008726646259971648,-0.026179938779914945,0.2,1.028489924812272
0.008726646259971648,-0.017453292519943295,0.2,0.7426358782421334
0.008726646259971648,-0.008726646259971648,0.2,0.38875558762575224
0.008726646259971648,0.0,0.2,0.0001
0.008726646259971648,0.008726646259971648,0.2,-0.38875558762575224
0.008726646259971648,0.017453292519943295,0.2,-0.7429357259413494
0.008726646259971648,0.026179938779914945,0.2,-1.029089148122086
0.008726646259971648,0.03490658503988659,0.2,-1.2236083240269744
0.017453292519943295,-0.03490658503988659,0.2,1.0704677752343092
0.017453292519943295,-0.026179938779914945,0.2,0.8882755024914825
0.017453292519943295,-0.017453292519943295,0.2,0.6408070869657335
0.017453292519943295,-0.008726646259971648,0.2,0.33537405176820495
0.017453292519943295,0.0,0.2,0.0005
0.017453292519943295,0.008726646259971648,0.2,-0.3346741241117733
0.017453292519943295,0.017453292519943295,0.2,-0.6408070869657335
0.017453292519943295,0.026179938779914945,0.2,-0.8890745887604252
0.017453292519943295,0.03490658503988659,0.2,-1.0717644251725904
0.026179938779914945,-0.03490658503988659,0.2,0.856765678439903
0.026179938779914945,-0.026179938779914945,0.2,0.6835966027970514
0.026179938779914945,-0.017453292519943295,0.2,0.48232005280217266
0.026179938779914945,-0.008726646259971648,0.2,0.25395514796923946
0.026179938779914945,0.0,0.2,0.0015
0.026179938779914945,0.008726646259971648,0.2,-0.2514553802220202
0.026179938779914945,0.017453292519943295,0.2,-0.4809206315095466
0.026179938779914945,0.026179938779914945,0.2,-0.6835966027970514
0.026179938779914945,0.03490658503988659,0.2,-0.8579629375952195
0.03490658503988659,-0.03490658503988659,0.2,0.6140759386420697
0.03490658503988659,-0.026179938779914945,0.2,0.45206020089252197
0.03490658503988659,-0.017453292519943295,0.2,0.2984011461977819
0.03490658503988659,-0.008726646259971648,0.2,0.15002138013122854
0.03490658503988659,0.0,0.2,0.0031
0.03490658503988659,0.008726646259971648,0.2,-0.14432184081112023
0.03490658503988659,0.017453292519943295,0.2,-0.29420257768238633
0.03490658503988659,0.026179938779914945,0.2,-0.44986195969612897
0.03490658503988659,0.03490658503988659,0.2,-0.6141758777247716
-0.03490658503988659,-0.03490658503988659,0.3,0.6123790447934164
-0.03490658503988659,-0.026179938779914945,0.3,0.44836466625823646
-0.03490658503988659,-0.017453292519943295,0.3,0.2930044658727612
-0.03490658503988659,-0.008726646259971648,0.3,0.1436228420304052
-0.03490658503988659,0.0,0.3,-0.0031
-0.03490658503988659,0.008726646259971648,0.3,-0.1493223813505135
-0.03490658503988659,0.017453292519943295,0.3,-0.2972030343881569
-0.03490658503988659,0.026179938779914945,0.3,-0.4504628503658998
-0.03490658503988659,0.03490658503988659,0.3,-0.6123790447934164
-0.026179938779914945,-0.03490658503988659,0.3,0.8555658613100875
-0.026179938779914945,-0.026179938779914945,0.3,0.6815986586123456
-0.026179938779914945,-0.017453292519943295,0.3,0.4793218802689269
-0.026179938779914945,-0.008726646259971648,0.3,0.25055598557643416
-0.026179938779914945,0.0,0.3,-0.0015
-0.026179938779914945,0.008726646259971648,0.3,-0.25315574951595976
-0.026179938779914945,0.017453292519943295,0.3,-0.48072134724662713
-0.026179938779914945,0.026179938779914945,0.3,-0.6815986586123456
-0.026179938779914945,0.03490658503988659,0.3,-0.8543685107985388
-0.017453292519943295,-0.03490658503988659,0.3,1.068966861753178
-0.017453292519943295,-0.026179938779914945,0.3,0.8867761078741674
-0.017453292519943295,-0.017453292519943295,0.3,0.639207817991868
-0.017453292519943295,-0.008726646259971648,0.3,0.33377440205948644
-0.017453292519943295,0.0,0.3,-0.0005
-0.017453292519943295,0.008726646259971648,0.3,-0.3344743297159181
-0.017453292519943295,0.017453292519943295,0.3,-0.639207817991868
-0.017453292519943295,0.026179938779914945,0.3,-0.8860769873377221
-0.017453292519943295,0.03490658503988659,0.3,-1.067670211814897
-0.008726646259971648,-0.03490658503988659,0.3,1.2204104865667014
-0.008726646259971648,-0.026179938779914945,0.3,1.026590187556902
-0.008726646259971648,-0.017453292519943295,0.3,0.741336106698239
-0.008726646259971648,-0.008726646259971648,0.3,0.3879556790092384
-0.008726646259971648,0.0,0.3,-0.0001
-0.008726646259971648,0.008726646259971648,0.3,-0.38795568662448054
-0.008726646259971648,0.017453292519943295,0.3,-0.741036258999023
-0.008726646259971648,0.026179938779914945,0.3,-1.025990987090495
-0.008726646259971648,0.03490658503988659,0.3,-1.2196127098497582
0.0,-0.03490658503988659,0.3,1.277621233261212
0.0,-0.026179938779914945,0.3,1.074631624348724
0.0,-0.017453292519943295,0.3,0.7753818875937813
0.0,-0.008726646259971648,0.3,0.40758447984095625
0.0,0.0,0.3,0.0
0.0,0.008726646259971648,0.3,-0.40758447984095625
0.0,0.017453292519943295,0.3,-0.7753818875937813
0.0,0.026179938779914945,0.3,-1.074631624348724
0.0,0.03490658503988659,0.3,-1.277621233261212
0.008726646259971648,-0.03490658503988659,0.3,1.2196127098497582
0.008726646259971648,-0.026179938779914945,0.3,1.025990987090495
0.008726646259971648,-0.017453292519943295,0.3,0.741036258999023
0.008726646259971648,-0.008726646259971648,0.3,0.38795568662448054
0.008726646259971648,0.0,0.3,0.0001
0.008726646259971648,0.008726646259971648,0.3,-0.3879556790092384
0.008726646259971648,0.017453292519943295,0.3,-0.741336106698239
0.008726646259971648,0.026179938779914945,0.3,-1.026590187556902
0.008726646259971648,0.03490658503988659,0.3,-1.2204104865667014
0.017453292519943295,-0.03490658503988659,0.3,1.067670211814897
0.017453292519943295,-0.026179938779914945,0.3,0.8860769873377221
0.017453292519943295,-0.017453292519943295,0.3,0.639207817991868
0.017453292519943295,-0.008726646259971648,0.3,0.3344743297159181
0.017453292519943295,0.0,0.3,0.0005
0.017453292519943295,0.008726646259971648,0.3,-0.33377440205948644
0.017453292519943295,0.017453292519943295,0.3,-0.639207817991868
0.017453292519943295,0.026179938779914945,0.3,-0.8867761078741674
0.017453292519943295,0.03490658503988659,0.3,-1.068966861753178
0.026179938779914945,-0.03490658503988659,0.3,0.8543685107985388
0.026179938779914945,-0.026179938779914945,0.3,0.6815986586123456
0.026179938779914945,-0.017453292519943295,0.3,0.48072134724662713
0.026179938779914945,-0.008726646259971648,0.3,0.25315574951595976
0.026179938779914945,0.0,0.3,0.0015
0.026179938779914945,0.008726646259971648,0.3,-0.25055598557643416
0.026179938779914945,0.017453292519943295,0.3,-0.4793218802689269
0.026179938779914945,0.026179938779914945,0.3,-0.6815986586123456
0.026179938779914945,0.03490658503988659,0.3,-0.8555658613100875
0.03490658503988659,-0.03490658503988659,0.3,0.6123790447934164
0.03490658503988659,-0.026179938779914945,0.3,0.4504628503658998
0.03490658503988659,-0.017453292519943295,0.3,0.2972030343881569
0.03490658503988659,-0.008726646259971648,0.3,0.1493223813505135
0.03490658503988659,0.0,0.3,0.0031
0.03490658503988659,0.008726646259971648,0.3,-0.1436228420304052
0.03490658503988659,0.017453292519943295,0.3,-0.2930044658727612
0.03490658503988659,0.026179938779914945,0.3,-0.44836466625823646
0.03490658503988659,0.03490658503988659,0.3,-0.6123790447934164
-0.03490658503988659,-0.03490658503988659,0.4,0.6081867188143905
-0.03490658503988659,-0.026179938779914945,0.4,0.4449708559460859
-0.03490658503988659,-0.017453292519943295,0.4,0.2905088665641962
-0.03490658503988659,-0.008726646259971648,0.4,0.14242511095011523
-0.03490658503988659,0.0,0.4,-0.0031
-0.03490658503988659,0.008726646259971648,0.4,-0.1480246540779171
-0.03490658503988659,0.017453292519943295,0.4,-0.29470743507959185
-0.03490658503988659,0.026179938779914945,0.4,-0.44696907432125166
-0.03490658503988659,0.03490658503988659,0.4,-0.6081867188143905
-0.026179938779914945,-0.03490658503988659,0.4,0.8500724092296065
-0.026179938779914945,-0.026179938779914945,0.4,0.6771032841967578
-0.026179938779914945,-0.017453292519943295,0.4,0.47612483463842875
-0.026179938779914945,-0.008726646259971648,0.4,0.24885739806823004
-0.026179938779914945,0.0,0.4,-0.0015
-0.026179938779914945,0.008726646259971648,0.4,-0.25135716581544926
-0.026179938779914945,0.017453292519943295,0.4,-0.47752425593105474
-0.026179938779914945,0.026179938779914945,0.4,-0.6771032841967578
-0.026179938779914945,0.03490658503988659,0.4,-0.8488750587180579
-0.017453292519943295,-0.03490658503988659,0.4,1.0623724049953542
-0.017453292519943295,-0.026179938779914945,0.4,0.881379420241671
-0.017453292519943295,-0.017453292519943295,0.4,0.6353095998680709
-0.017453292519943295,-0.008726646259971648,0.4,0.3317751026394397
-0.017453292519943295,0.0,0.4,-0.0005
-0.017453292519943295,0.008726646259971648,0.4,-0.3324750302958714
-0.017453292519943295,0.017453292519943295,0.4,-0.6353095998680709
-0.017453292519943295,0.026179938779914945,0.4,-0.8806802997052258
-0.017453292519943295,0.03490658503988659,0.4,-1.0610757550570733
-0.008726646259971648,-0.03490658503988659,0.4,1.2131153294466677
-0.008726646259971648,-0.026179938779914945,0.4,1.0206926205208697
-0.008726646259971648,-0.017453292519943295,0.4,0.7372370357461865
-0.008726646259971648,-0.008726646259971648,0.4,0.38585591889088944
-0.008726646259971648,0.0,0.4,-0.0001
-0.008726646259971648,0.008726646259971648,0.4,-0.38585591889088944
-0.008726646259971648,0.017453292519943295,0.4,-0.7369371880469705
-0.008726646259971648,0.026179938779914945,0.4,-1.0200933972110562
-0.008726646259971648,0.03490658503988659,0.4,-1.212317522274555
0.0,-0.03490658503988659,0.4,1.2700258629758667
0.0,-0.026179938779914945,0.4,1.0685337146663731
0.0,-0.017453292519943295,0.4,0.7712825120436402
0.0,-0.008726646259971648,0.4,0.4054845598025215
0.0,0.0,0.4,0.0
0.0,0.008726646259971648,0.4,-0.4054845598025215
0.0,0.017453292519943295,0.4,-0.7711825272741246
0.0,0.026179938779914945,0.4,-1.0685337146663731
0.0,0.03490658503988659,0.4,-1.2700258629758667
0.008726646259971648,-0.03490658503988659,0.4,1.212317522274555
0.008726646259971648,-0.026179938779914945,0.4,1.0200933972110562
0.008726646259971648,-0.017453292519943295,0.4,0.7369371880469705
0.008726646259971648,-0.008726646259971648,0.4,0.38585591889088944
0.008726646259971648,0.0,0.4,0.0001
0.008726646259971648,0.008726646259971648,0.4,-0.38585591889088944
0.008726646259971648,0.017453292519943295,0.4,-0.7372370357461865
0.008726646259971648,0.026179938779914945,0.4,-1.0206926205208697
0.008726646259971648,0.03490658503988659,0.4,-1.2131153294466677
0.017453292519943295,-0.03490658503988659,0.4,1.0610757550570733
0.017453292519943295,-0.026179938779914945,0.4,0.8806803453902998
0.017453292519943295,-0.017453292519943295,0.4,0.6353095998680709
0.017453292519943295,-0.008726646259971648,0.4,0.3324750302958714
0.017453292519943295,0.0,0.4,0.0005
0.017453292519943295,0.008726646259971648,0.4,-0.3317751026394397
0.017453292519943295,0.017453292519943295,0.4,-0.6353095998680709
0.017453292519943295,0.026179938779914945,0.4,-0.881379420241671
0.017453292519943295,0.03490658503988659,0.4,-1.0623724049953542
0.026179938779914945,-0.03490658503988659,0.4,0.8488749673618258
0.026179938779914945,-0.026179938779914945,0.4,0.6771032841967578
0.026179938779914945,-0.017453292519943295,0.4,0.47752430161612885
0.026179938779914945,-0.008726646259971648,0.4,0.25135716581544926
0.026179938779914945,0.0,0.4,0.0015
0.026179938779914945,0.008726646259971648,0.4,-0.24885739806823004
0.026179938779914945,0.017453292519943295,0.4,-0.47612483463842875
0.026179938779914945,0.026179938779914945,0.4,-0.6771032841967578
0.026179938779914945,0.03490658503988659,0.4,-0.8500724092296065
0.03490658503988659,-0.03490658503988659,0.4,0.6081867188143905
0.03490658503988659,-0.026179938779914945,0.4,0.44696907432125166
0.03490658503988659,-0.017453292519943295,0.4,0.29470743507959185
0.03490658503988659,-0.008726646259971648,0.4,0.1480246540779171
0.03490658503988659,0.0,0.4,0.0031
0.03490658503988659,0.008726646259971648,0.4,-0.14242511095011523
0.03490658503988659,0.017453292519943295,0.4,-0.2905088665641962
0.03490658503988659,0.026179938779914945,0.4,-0.4448708902135883
0.03490658503988659,0.03490658503988659,0.4,-0.6081867188143905
-0.03490658503988659,-0.03490658503988659,0.5,0.6054916521135882
-0.03490658503988659,-0.026179938779914945,0.5,0.442674750210534
-0.03490658503988659,-0.017453292519943295,0.5,0.2889116074807697
-0.03490658503988659,-0.008726646259971648,0.5,0.1415265157019933
-0.03490658503988659,0.0,0.5,-0.0031
-0.03490658503988659,0.008726646259971648,0.5,-0.14712605882979518
-0.03490658503988659,0.017453292519943295,0.5,-0.29301019122664973
-0.03490658503988659,0.026179938779914945,0.5,-0.44467305994193185
-0.03490658503988659,0.03490658503988659,0.5,-0.6054916521135882
-0.026179938779914945,-0.03490658503988659,0.5,0.8465766425283783
-0.026179938779914945,-0.026179938779914945,0.5,0.6742062651289347
-0.026179938779914945,-0.017453292519943295,0.5,0.4739266773165305
-0.026179938779914945,-0.008726646259971648,0.5,0.2477582394720997
-0.026179938779914945,0.0,0.5,-0.0014
-0.026179938779914945,0.008726646259971648,0.5,-0.2502580300627258
-0.026179938779914945,0.017453292519943295,0.5,-0.47532609860915653
-0.026179938779914945,0.026179938779914945,0.5,-0.6742062651289347
-0.026179938779914945,0.03490658503988659,0.5,-0.8454791397432996
-0.017453292519943295,-0.03490658503988659,0.5,1.0582759380409175
-0.017453292519943295,-0.026179938779914945,0.5,0.8781815218733798
-0.017453292519943295,-0.017453292519943295,0.5,0.6330106507181392
-0.017453292519943295,-0.008726646259971648,0.5,0.3305755138494691
-0.017453292519943295,0.0,0.5,-0.0005
-0.017453292519943295,0.008726646259971648,0.5,-0.3312754415059007
-0.017453292519943295,0.017453292519943295,0.5,-0.6330106507181392
-0.017453292519943295,0.026179938779914945,0.5,-0.8773824356044371
-0.017453292519943295,0.03490658503988659,0.5,-1.0569792271946166
-0.008726646259971648,-0.03490658503988659,0.5,1.208618344821609
-0.008726646259971648,-0.026179938779914945,0.5,1.0170941054284335
-0.008726646259971648,-0.017453292519943295,0.5,0.7348375840366642
-0.008726646259971648,-0.008726646259971648,0.5,0.3846560559661185
-0.008726646259971648,0.0,0.5,-0.0001
-0.008726646259971648,0.008726646259971648,0.5,-0.3846560559661185
-0.008726646259971648,0.017453292519943295,0.5,-0.7345377363374483
-0.008726646259971648,0.026179938779914945,0.5,-1.016594847851117
-0.008726646259971648,0.03490658503988659,0.5,-1.207820537649496
0.0,-0.03490658503988659,0.5,1.2653287260888773
0.0,-0.026179938779914945,0.5,1.064934948296461
0.0,-0.017453292519943295,0.5,0.7687828928057493
0.0,-0.008726646259971648,0.5,0.40428460549484446
0.0,0.0,0.5,0.0
0.0,0.008726646259971648,0.5,-0.40428460549484446
0.0,0.017453292519943295,0.5,-0.7687828928057493
0.0,0.026179938779914945,0.5,-1.064934948296461
0.0,0.03490658503988659,0.5,-1.2653287260888773
0.008726646259971648,-0.03490658503988659,0.5,1.207820537649496
0.008726646259971648,-0.026179938779914945,0.5,1.016594847851117
0.008726646259971648,-0.017453292519943295,0.5,0.7345377363374483
0.008726646259971648,-0.008726646259971648,0.5,0.3846560559661185
