alpha,beta,mach,CQq [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,135.42750602738707
-0.03490658503988659,-0.017453292519943295,0.01,91.5172358185901
-0.03490658503988659,0.0,0.01,0.0
-0.03490658503988659,0.017453292519943295,0.01,-91.5172358185901
-0.03490658503988659,0.03490658503988659,0.01,-135.42750614918458
-0.017453292519943295,-0.03490658503988659,0.01,168.42853509410773
-0.017453292519943295,-0.017453292519943295,0.01,136.21912063516717
-0.017453292519943295,0.0,0.01,0.0
-0.017453292519943295,0.017453292519943295,0.01,-136.21912063516717
-0.017453292519943295,0.03490658503988659,0.01,-168.4286350331904
0.0,-0.03490658503988659,0.01,194.74909180139173
0.0,-0.017453292519943295,0.01,191.19017637441854
0.0,0.0,0.01,0.0
0.0,0.017453292519943295,0.01,-191.19017637441854
0.0,0.03490658503988659,0.01,-194.74909180139173
0.017453292519943295,-0.03490658503988659,0.01,168.40247370956325
0.017453292519943295,-0.017453292519943295,0.01,136.20675344897805
0.017453292519943295,0.0,0.01,0.0
0.017453292519943295,0.017453292519943295,0.01,-136.20675344897805
0.017453292519943295,0.03490658503988659,0.01,-168.40247370956325
0.03490658503988659,-0.03490658503988659,0.01,135.37539131864577
0.03490658503988659,-0.017453292519943295,0.01,91.49250521337656
0.03490658503988659,0.0,0.01,0.0
0.03490658503988659,0.017453292519943295,0.01,-91.49250521337656
0.03490658503988659,0.03490658503988659,0.01,-135.37539131864577
-0.03490658503988659,-0.03490658503988659,0.1,135.36023989533106
-0.03490658503988659,-0.017453292519943295,0.1,91.45034826138087
-0.03490658503988659,0.0,0.1,0.0
-0.03490658503988659,0.017453292519943295,0.1,-91.45034826138087
-0.03490658503988659,0.03490658503988659,0.1,-135.36023989533106
-0.017453292519943295,-0.03490658503988659,0.1,168.42838138422158
-0.017453292519943295,-0.017453292519943295,0.1,136.19163426573158
-0.017453292519943295,0.0,0.1,0.0
-0.017453292519943295,0.017453292519943295,0.1,-136.19163426573158
-0.017453292519943295,0.03490658503988659,0.1,-168.42838138422158
0.0,-0.03490658503988659,0.1,194.80185963705836
0.0,-0.017453292519943295,0.1,191.27666320004957
0.0,0.0,0.1,0.0
0.0,0.017453292519943295,0.1,-191.2767631848191
0.0,0.03490658503988659,0.1,-194.80185963705836
0.017453292519943295,-0.03490658503988659,0.1,168.40230927986553
0.017453292519943295,-0.017453292519943295,0.1,136.17926494743702
0.017453292519943295,0.0,0.1,0.0
0.017453292519943295,0.017453292519943295,0.1,-136.17926494743702
0.017453292519943295,0.03490658503988659,0.1,-168.40230927986553
0.03490658503988659,-0.03490658503988659,0.1,135.30810375023205
0.03490658503988659,-0.017453292519943295,0.1,91.42551340783642
0.03490658503988659,0.0,0.1,0.0
0.03490658503988659,0.017453292519943295,0.1,-91.42561339260592
0.03490658503988659,0.03490658503988659,0.1,-135.30810375023205
-0.03490658503988659,-0.03490658503988659,0.2,135.2181118955413
-0.03490658503988659,-0.017453292519943295,0.2,91.3127454034915
-0.03490658503988659,0.0,0.2,0.0
-0.03490658503988659,0.017453292519943295,0.2,-91.3127454034915
-0.03490658503988659,0.03490658503988659,0.2,-135.21821183462401
-0.017453292519943295,-0.03490658503988659,0.2,168.47154484637966
-0.017453292519943295,-0.017453292519943295,0.2,136.16094948018284
-0.017453292519943295,0.0,0.2,0.0
-0.017453292519943295,0.017453292519943295,0.2,-136.16094948018284
-0.017453292519943295,0.03490658503988659,0.2,-168.47154484637966
0.0,-0.03490658503988659,0.2,194.93277983539787
0.0,-0.017453292519943295,0.2,191.48333171863837
0.0,0.0,0.2,0.0
0.0,0.017453292519943295,0.2,-191.48333171863837
0.0,0.03490658503988659,0.2,-194.93277983539787
0.017453292519943295,-0.03490658503988659,0.2,168.4454608649597
0.017453292519943295,-0.017453292519943295,0.2,136.14857778611366
0.017453292519943295,0.0,0.2,0.0
0.017453292519943295,0.017453292519943295,0.2,-136.14857778611366
0.017453292519943295,0.03490658503988659,0.2,-168.4454608649597
0.03490658503988659,-0.03490658503988659,0.2,135.16595199993233
0.03490658503988659,-0.017453292519943295,0.2,91.28790573821345
0.03490658503988659,0.0,0.2,0.0
0.03490658503988659,0.017453292519943295,0.2,-91.28800572298297
0.03490658503988659,0.03490658503988659,0.2,-135.16605193901503
-0.03490658503988659,-0.03490658503988659,0.5,133.9258131905277
-0.03490658503988659,-0.017453292519943295,0.5,90.03369154864897
-0.03490658503988659,0.0,0.5,0.0
-0.03490658503988659,0.017453292519943295,0.5,-90.03369154864897
-0.03490658503988659,0.03490658503988659,0.5,-133.9258131905277
-0.017453292519943295,-0.03490658503988659,0.5,169.05598588807766
-0.017453292519943295,-0.017453292519943295,0.5,135.98443373085436
-0.017453292519943295,0.0,0.5,0.0
-0.017453292519943295,0.017453292519943295,0.5,-135.98453371562388
-0.017453292519943295,0.03490658503988659,0.5,-169.05598588807766
0.0,-0.03490658503988659,0.5,197.0541867439113
0.0,-0.017453292519943295,0.5,194.26040869193525
0.0,0.0,0.5,0.0
0.0,0.017453292519943295,0.5,-194.26040869193525
0.0,0.03490658503988659,0.5,-197.0541867439113
0.017453292519943295,-0.03490658503988659,0.5,169.02986627546593
0.017453292519943295,-0.017453292519943295,0.5,135.97205487900266
0.017453292519943295,0.0,0.5,0.0
0.017453292519943295,0.017453292519943295,0.5,-135.97215486377218
0.017453292519943295,0.03490658503988659,0.5,-169.02986621455793
0.03490658503988659,-0.03490658503988659,0.5,133.8735819215913
0.03490658503988659,-0.017453292519943295,0.5,90.00893761566374
0.03490658503988659,0.0,0.5,0.0
0.03490658503988659,0.017453292519943295,0.5,-90.00893767657176
0.03490658503988659,0.03490658503988659,0.5,-133.8735819215913
-0.03490658503988659,-0.03490658503988659,0.75,128.1730734321216
-0.03490658503988659,-0.017453292519943295,0.75,85.03294809212308
-0.03490658503988659,0.0,0.75,0.0
-0.03490658503988659,0.017453292519943295,0.75,-85.03294809212308
-0.03490658503988659,0.03490658503988659,0.75,-128.1730734321216
-0.017453292519943295,-0.03490658503988659,0.75,164.31973765070202
-0.017453292519943295,-0.017453292519943295,0.75,131.20881965121782
-0.017453292519943295,0.0,0.75,0.0
-0.017453292519943295,0.017453292519943295,0.75,-131.20881965121782
-0.017453292519943295,0.03490658503988659,0.75,-164.31973765070202
0.0,-0.03490658503988659,0.75,192.33686216221577
0.0,-0.017453292519943295,0.75,190.59896643227253
0.0,0.0,0.75,0.0
0.0,0.017453292519943295,0.75,-190.59896643227253
0.0,0.03490658503988659,0.75,-192.33686216221577
0.017453292519943295,-0.03490658503988659,0.75,164.29358825406848
0.017453292519943295,-0.017453292519943295,0.75,131.19643482947092
0.017453292519943295,0.0,0.75,0.0
0.017453292519943295,0.017453292519943295,0.75,-131.19643485992955
0.017453292519943295,0.03490658503988659,0.75,-164.29358825406848
0.03490658503988659,-0.03490658503988659,0.75,128.12078260421407
0.03490658503988659,-0.017453292519943295,0.75,85.00818228207392
0.03490658503988659,0.0,0.75,0.0
0.03490658503988659,0.017453292519943295,0.75,-85.00818228207392
0.03490658503988659,0.03490658503988659,0.75,-128.12078260421407
-0.03490658503988659,-0.03490658503988659,1,132.49855420251345
-0.03490658503988659,-0.017453292519943295,1,87.07295709442278
-0.03490658503988659,0.0,1,0.0
-0.03490658503988659,0.017453292519943295,1,-87.07295709442278
-0.03490658503988659,0.03490658503988659,1,-132.49855420251345
-0.017453292519943295,-0.03490658503988659,1,169.4761476955491
-0.017453292519943295,-0.017453292519943295,1,135.15829595537534
-0.017453292519943295,0.0,1,0.0
-0.017453292519943295,0.017453292519943295,1,-135.15839594014486
-0.017453292519943295,0.03490658503988659,1,-169.4761477564571
0.0,-0.03490658503988659,1,196.0908739257476
0.0,-0.017453292519943295,1,194.71493945415335
0.0,0.0,1,0.0
0.0,0.017453292519943295,1,-194.71493945415335
0.0,0.03490658503988659,1,-196.0909738648303
0.017453292519943295,-0.03490658503988659,1,169.44690485246142
0.017453292519943295,-0.017453292519943295,1,135.14454853550473
0.017453292519943295,0.0,1,0.0
0.017453292519943295,0.017453292519943295,1,-135.14464852027425
0.017453292519943295,0.03490658503988659,1,-169.44700479154412
0.03490658503988659,-0.03490658503988659,1,132.4402772717144
0.03490658503988659,-0.017453292519943295,1,87.04536645750932
0.03490658503988659,0.0,1,0.0
0.03490658503988659,0.017453292519943295,1,-87.04546644227882
0.03490658503988659,0.03490658503988659,1,-132.4402772717144
