alpha,beta,mach,CQ0 [-]
-0.03490658503988659,0.017453292519943295,1,-0.3141627431146103
-0.03490658503988659,0.03490658503988659,1,-0.6333194639731201
-0.017453292519943295,-0.03490658503988659,1,0.6193147628573307
-0.017453292519943295,-0.017453292519943295,1,0.3049549241166015
-0.017453292519943295,0.0,1,0.0
-0.017453292519943295,0.017453292519943295,1,-0.3049549241166015
-0.017453292519943295,0.03490658503988659,1,-0.6193147628573307
0.0,-0.03490658503988659,1,0.6136140378446288
0.0,-0.017453292519943295,1,0.30115047907360365
0.0,0.0,1,0.0
0.0,0.017453292519943295,1,-0.30115047907360365
0.0,0.03490658503988659,1,-0.6136140378446288
0.017453292519943295,-0.03490658503988659,1,0.6193147628573307
0.017453292519943295,-0.017453292519943295,1,0.3049549241166015
0.017453292519943295,0.0,1,0.0
0.017453292519943295,0.017453292519943295,1,-0.3049549241166015
0.017453292519943295,0.03490658503988659,1,-0.6193147628573307
0.03490658503988659,-0.03490658503988659,1,0.6333194639731201
0.03490658503988659,-0.017453292519943295,1,0.3141627431146103
0.03490658503988659,0.0,1,0.0
0.03490658503988659,0.017453292519943295,1,-0.3141627431146103
0.03490658503988659,0.03490658503988659,1,-0.6333194639731201
