alpha,beta,mach,Cnr [1/rad]
0.03490658503988659,0.017453292519943295,0.75,-991.0425
0.03490658503988659,0.03490658503988659,0.75,-816.3124
-0.03490658503988659,-0.03490658503988659,1,621.9681
-0.03490658503988659,-0.017453292519943295,1,801.8882
-0.03490658503988659,0.0,1,-1165.5634
-0.03490658503988659,0.017453292519943295,1,820.3207
-0.03490658503988659,0.03490658503988659,1,621.9683
-0.017453292519943295,-0.03490658503988659,1,349.8237
-0.017453292519943295,-0.017453292519943295,1,624.4778
-0.017453292519943295,0.0,1,-1169.9996
-0.017453292519943295,0.017453292519943295,1,624.4779
-0.017453292519943295,0.03490658503988659,1,376.7549
0.0,-0.03490658503988659,1,-144.7777
0.0,-0.017453292519943295,1,-132.6838
0.0,0.0,1,-1172.2148
0.0,0.017453292519943295,1,-102.7106
0.0,0.03490658503988659,1,-89.8291
0.017453292519943295,-0.03490658503988659,1,-611.3616
0.017453292519943295,-0.017453292519943295,1,-859.8721
0.017453292519943295,0.0,1,-1169.9996
0.017453292519943295,0.017453292519943295,1,-859.8722
0.017453292519943295,0.03490658503988659,1,-584.4305
0.03490658503988659,-0.03490658503988659,1,-856.5751
0.03490658503988659,-0.017453292519943295,1,-1055.715
0.03490658503988659,0.0,1,-1165.5635
0.03490658503988659,0.017453292519943295,1,-1037.2825
0.03490658503988659,0.03490658503988659,1,-856.575
