alpha,beta,mach,CQp [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,0.6113808719412673
-0.03490658503988659,-0.017453292519943295,0.01,0.29310518153851794
-0.03490658503988659,0.0,0.01,-0.0031
-0.03490658503988659,0.017453292519943295,0.01,-0.2973037500539136
-0.03490658503988659,0.03490658503988659,0.01,-0.6113808719412673
-0.017453292519943295,-0.03490658503988659,0.01,1.0677675318527349
-0.017453292519943295,-0.017453292519943295,0.01,0.6386080921266686
-0.017453292519943295,0.0,0.01,-0.0005
-0.017453292519943295,0.017453292519943295,0.01,-0.6386080921266686
-0.017453292519943295,0.03490658503988659,0.01,-1.066470881914454
0.0,-0.03490658503988659,0.01,1.2765219033514912
0.0,-0.017453292519943295,0.01,0.7739821008205625
0.0,0.0,0.01,0.0
0.0,0.017453292519943295,0.01,-0.7739821008205625
0.0,0.03490658503988659,0.01,-1.2765219033514912
0.017453292519943295,-0.03490658503988659,0.01,1.066470881914454
0.017453292519943295,-0.017453292519943295,0.01,0.6386080921266686
0.017453292519943295,0.0,0.01,0.0005
0.017453292519943295,0.017453292519943295,0.01,-0.6386080921266686
0.017453292519943295,0.03490658503988659,0.01,-1.0677675318527349
0.03490658503988659,-0.03490658503988659,0.01,0.6113808719412673
0.03490658503988659,-0.017453292519943295,0.01,0.2973037500539136
0.03490658503988659,0.0,0.01,0.0031
0.03490658503988659,0.017453292519943295,0.01,-0.29310518153851794
0.03490658503988659,0.03490658503988659,0.01,-0.6113808719412673
-0.03490658503988659,-0.03490658503988659,0.1,0.6131775830751355
-0.03490658503988659,-0.017453292519943295,0.1,0.29390341517810054
-0.03490658503988659,0.0,0.1,-0.0031
-0.03490658503988659,0.017453292519943295,0.1,-0.2982019684630119
-0.03490658503988659,0.03490658503988659,0.1,-0.6131775830751355
-0.017453292519943295,-0.03490658503988659,0.1,1.0704653998215257
-0.017453292519943295,-0.017453292519943295,0.1,0.6401074067896674
-0.017453292519943295,0.0,0.1,-0.0005
-0.017453292519943295,0.017453292519943295,0.1,-0.6401074067896674
-0.017453292519943295,0.03490658503988659,0.1,-1.0691687498832447
0.0,-0.03490658503988659,0.1,1.2795200758325482
0.0,-0.017453292519943295,0.1,0.7759817962108753
0.0,0.0,0.1,0.0
0.0,0.017453292519943295,0.1,-0.7759817962108753
0.0,0.03490658503988659,0.1,-1.2795200758325482
0.017453292519943295,-0.03490658503988659,0.1,1.0691687498832447
0.017453292519943295,-0.017453292519943295,0.1,0.6401074067896674
0.017453292519943295,0.0,0.1,0.0005
0.017453292519943295,0.017453292519943295,0.1,-0.6401074067896674
0.017453292519943295,0.03490658503988659,0.1,-1.0704653998215257
0.03490658503988659,-0.03490658503988659,0.1,0.6131775830751355
0.03490658503988659,-0.017453292519943295,0.1,0.2981019836934963
0.03490658503988659,0.0,0.1,0.0031
0.03490658503988659,0.017453292519943295,0.1,-0.29390341517810054
0.03490658503988659,0.03490658503988659,0.1,-0.6131775830751355
-0.03490658503988659,-0.03490658503988659,0.2,0.6141758777247716
-0.03490658503988659,-0.017453292519943295,0.2,0.29420257768238633
-0.03490658503988659,0.0,0.2,-0.0031
-0.03490658503988659,0.017453292519943295,0.2,-0.2984011461977819
-0.03490658503988659,0.03490658503988659,0.2,-0.6141757559272846
-0.017453292519943295,-0.03490658503988659,0.2,1.0717644251725904
-0.017453292519943295,-0.017453292519943295,0.2,0.6408070869657335
-0.017453292519943295,0.0,0.2,-0.0005
