alpha,beta,mach,CLq [1/rad]
0.03490658503988659,-0.03490658503988659,0.1,156.88906916234464
0.03490658503988659,-0.017453292519943295,0.1,188.76384007745708
0.03490658503988659,0.0,0.1,214.5390289580239
0.03490658503988659,0.017453292519943295,0.1,188.76384007745708
0.03490658503988659,0.03490658503988659,0.1,156.88906916234464
-0.03490658503988659,-0.03490658503988659,0.2,-113.95753783250643
-0.03490658503988659,-0.017453292519943295,0.2,-148.21745489538264
-0.03490658503988659,0.0,0.2,196.4575504201809
-0.03490658503988659,0.017453292519943295,0.2,-148.21745489538264
-0.03490658503988659,0.03490658503988659,0.2,-113.95753783250643
-0.017453292519943295,-0.03490658503988659,0.2,-69.99373799080608
-0.017453292519943295,-0.017453292519943295,0.2,-115.890346650187
-0.017453292519943295,0.0,0.2,201.3162338918844
-0.017453292519943295,0.017453292519943295,0.2,-115.890346650187
-0.017453292519943295,0.03490658503988659,0.2,-69.99373799080608
0.0,-0.03490658503988659,0.2,21.4126
0.0,-0.017453292519943295,0.2,20.309
0.0,0.0,0.2,206.6147
0.0,0.017453292519943295,0.2,20.309
0.0,0.03490658503988659,0.2,21.4126
0.017453292519943295,-0.03490658503988659,0.2,112.81241550541756
0.017453292519943295,-0.017453292519943295,0.2,156.5021603320493
0.017453292519943295,0.0,0.2,211.2315235152113
0.017453292519943295,0.017453292519943295,0.2,156.5021603320493
0.017453292519943295,0.03490658503988659,0.2,112.81241550541756
0.03490658503988659,-0.03490658503988659,0.2,156.75654993868193
0.03490658503988659,-0.017453292519943295,0.2,188.810811446327
0.03490658503988659,0.0,0.2,214.6718479989347
0.03490658503988659,0.017453292519943295,0.2,188.810811446327
0.03490658503988659,0.03490658503988659,0.2,156.75654993868193
-0.03490658503988659,-0.03490658503988659,0.5,-112.63434437753315
-0.03490658503988659,-0.017453292519943295,0.5,-148.78950620476837
-0.03490658503988659,0.0,0.5,200.46150982955018
-0.03490658503988659,0.017453292519943295,0.5,-148.78950620476837
-0.03490658503988659,0.03490658503988659,0.5,-112.63434437753315
-0.017453292519943295,-0.03490658503988659,0.5,-68.6857372360025
