alpha,beta,mach,CDr [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,0.7224232086669109
-0.03490658503988659,-0.017453292519943295,0.01,0.7607156569868301
-0.03490658503988659,0.0,0.01,0.324146525372829
-0.03490658503988659,0.017453292519943295,0.01,-0.4378965447810117
-0.03490658503988659,0.03490658503988659,0.01,-0.9299111864122898
-0.017453292519943295,-0.03490658503988659,0.01,0.6874798005310674
-0.017453292519943295,-0.017453292519943295,0.01,0.34428434499254945
-0.017453292519943295,0.0,0.01,0.08857096266921383
-0.017453292519943295,0.017453292519943295,0.01,-0.40197676495227763
-0.017453292519943295,0.03490658503988659,0.01,-0.5144477755770676
0.0,-0.03490658503988659,0.01,1.0494139060455232
0.0,-0.017453292519943295,0.01,0.43321235878947
0.0,0.0,0.01,-0.0
0.0,0.017453292519943295,0.01,-0.3137628534107704
0.0,0.03490658503988659,0.01,-0.6086123229949144
0.017453292519943295,-0.03490658503988659,0.01,1.1435784534633697
0.017453292519943295,-0.017453292519943295,0.01,0.344996702007319
0.017453292519943295,0.0,0.01,0.08857096266921383
0.017453292519943295,0.017453292519943295,0.01,-0.4026891219670472
0.017453292519943295,0.03490658503988659,0.01,-0.9705429385597002
0.03490658503988659,-0.03490658503988659,0.01,0.7281115526784774
0.03490658503988659,-0.017453292519943295,0.01,0.30907692217858473
0.03490658503988659,0.0,0.01,0.324146525372829
0.03490658503988659,0.017453292519943295,0.01,0.013742190027233647
0.03490658503988659,0.03490658503988659,0.01,-0.9356030203735273
-0.03490658503988659,-0.03490658503988659,0.1,0.7226078847397561
-0.03490658503988659,-0.017453292519943295,0.1,0.7589306032595573
-0.03490658503988659,0.0,0.1,0.32255510832319495
-0.03490658503988659,0.017453292519943295,0.1,-0.43723851889019905
-0.03490658503988659,0.03490658503988659,0.1,-0.9314429830578517
-0.017453292519943295,-0.03490658503988659,0.1,0.6885977975713726
-0.017453292519943295,-0.017453292519943295,0.1,0.3443139813890346
-0.017453292519943295,0.0,0.1,0.08808927625154479
-0.017453292519943295,0.017453292519943295,0.1,-0.4022524802795284
-0.017453292519943295,0.03490658503988659,0.1,-0.5177908092869541
0.0,-0.03490658503988659,0.1,1.0480039663787422
0.0,-0.017453292519943295,0.1,0.43276034146274434
0.0,0.0,0.1,-0.0
0.0,0.017453292519943295,0.1,-0.3145202878501485
0.0,0.03490658503988659,0.1,-0.6117358279497883
0.017453292519943295,-0.03490658503988659,0.1,1.1419489850415765
0.017453292519943295,-0.017453292519943295,0.1,0.34502814903336443
0.017453292519943295,0.0,0.1,0.08808753101090107
0.017453292519943295,0.017453292519943295,0.1,-0.4029666479238583
0.017453292519943295,0.03490658503988659,0.1,-0.9711385068074874
0.03490658503988659,-0.03490658503988659,0.1,0.7282933213210079
0.03490658503988659,-0.017453292519943295,0.1,0.31004559984082736
0.03490658503988659,0.0,0.1,0.3225516183735247
0.03490658503988659,0.017453292519943295,0.1,0.011649973946664005
0.03490658503988659,0.03490658503988659,0.1,-0.9371284196391034
-0.03490658503988659,-0.03490658503988659,0.2,0.7228083246564005
-0.03490658503988659,-0.017453292519943295,0.2,0.7549587459952374
-0.03490658503988659,0.0,0.2,0.31802864360088057
-0.03490658503988659,0.017453292519943295,0.2,-0.4356986382869561
-0.03490658503988659,0.03490658503988659,0.2,-0.93314060925705
-0.017453292519943295,-0.03490658503988659,0.2,0.6906481768754484
-0.017453292519943295,-0.017453292519943295,0.2,0.34434690492322595
-0.017453292519943295,0.0,0.2,0.08653601207862657
-0.017453292519943295,0.017453292519943295,0.2,-0.4025576613541413
-0.017453292519943295,0.03490658503988659,0.2,-0.5234955119434432
0.0,-0.03490658503988659,0.2,1.0436834086869724
0.0,-0.017453292519943295,0.2,0.4312402368620569
0.0,0.0,0.2,-0.0
0.0,0.017453292519943295,0.2,-0.31638071437636295
0.0,0.03490658503988659,0.2,-0.6179584082118442
0.017453292519943295,-0.03490658503988659,0.2,1.1381463049553737
0.017453292519943295,-0.017453292519943295,0.2,0.3450632898842785
0.017453292519943295,0.0,0.2,0.08653601207862657
0.017453292519943295,0.017453292519943295,0.2,-0.4032723010745505
0.017453292519943295,0.03490658503988659,0.2,-0.9709936400233681
0.03490658503988659,-0.03490658503988659,0.2,0.7285012076417674
0.03490658503988659,-0.017453292519943295,0.2,0.31192231295146344
0.03490658503988659,0.0,0.2,0.31802864360088057
0.03490658503988659,0.017453292519943295,0.2,0.007337794756817839
0.03490658503988659,0.03490658503988659,0.2,-0.9388369821920861
-0.03490658503988659,-0.03490658503988659,0.5,0.7234052451299333
-0.03490658503988659,-0.017453292519943295,0.5,0.7145959084503759
-0.03490658503988659,0.0,0.5,0.28526150614690243
-0.03490658503988659,0.017453292519943295,0.5,-0.41896687938579147
-0.03490658503988659,0.03490658503988659,0.5,-0.9382186293591515
-0.017453292519943295,-0.03490658503988659,0.5,0.70888536599674
-0.017453292519943295,-0.017453292519943295,0.5,0.3444491133183374
-0.017453292519943295,0.0,0.5,0.07664398810997428
-0.017453292519943295,0.017453292519943295,0.5,-0.40347664237051784
-0.017453292519943295,0.03490658503988659,0.5,-0.5690408217268796
0.0,-0.03490658503988659,0.5,1.0115339923246287
0.0,-0.017453292519943295,0.5,0.4214511820913846
0.0,0.0,0.5,-0.0
0.0,0.017453292519943295,0.5,-0.32719248016426006
0.0,0.03490658503988659,0.5,-0.6558243621340577
0.017453292519943295,-0.03490658503988659,0.5,1.0983175327318064
0.017453292519943295,-0.017453292519943295,0.5,0.3451670198851269
0.017453292519943295,0.0,0.5,0.07664398810997428
0.017453292519943295,0.017453292519943295,0.5,-0.4041962939121424
0.017453292519943295,0.03490658503988659,0.5,-0.9584694985122764
0.03490658503988659,-0.03490658503988659,0.5,0.7291362372758483
0.03490658503988659,-0.017453292519943295,0.5,0.32968027228798746
0.03490658503988659,0.0,0.5,0.28526150614690243
0.03490658503988659,0.017453292519943295,0.5,-0.03404600856462503
0.03490658503988659,0.03490658503988659,0.5,-0.9439565971524395
-0.03490658503988659,-0.03490658503988659,0.75,0.7239911473446909
-0.03490658503988659,-0.017453292519943295,0.75,0.6073420735057065
-0.03490658503988659,0.0,0.75,0.21317310575821644
-0.03490658503988659,0.017453292519943295,0.75,-0.39699615080339434
-0.03490658503988659,0.03490658503988659,0.75,-0.9425457533684494
-0.017453292519943295,-0.03490658503988659,0.75,0.7321783973958733
-0.017453292519943295,-0.017453292519943295,0.75,0.34454254621454083
-0.017453292519943295,0.0,0.75,0.0584742877681184
-0.017453292519943295,0.017453292519943295,0.75,-0.40425246435841866
-0.017453292519943295,0.03490658503988659,0.75,-0.6806875012297682
0.0,-0.03490658503988659,0.75,0.9399586145374693
0.0,-0.017453292519943295,0.75,0.40336699854107144
0.0,0.0,0.75,-0.0
0.0,0.017453292519943295,0.75,-0.34612834114871266
0.0,0.03490658503988659,0.75,-0.7321635212211083
0.017453292519943295,-0.03490658503988659,0.75,0.9914346345288094
0.017453292519943295,-0.017453292519943295,0.75,0.34524462057200944
0.017453292519943295,0.0,0.75,0.0584742877681184
0.017453292519943295,0.017453292519943295,0.75,-0.4049527934752435
0.017453292519943295,0.03490658503988659,0.75,-0.9399437383627047
0.03490658503988659,-0.03490658503988659,0.75,0.7295763802641444
0.03490658503988659,-0.017453292519943295,0.75,0.35249918888638954
0.03490658503988659,0.0,0.75,0.21317310575821644
0.03490658503988659,0.017453292519943295,0.75,-0.14215326618407742
0.03490658503988659,0.03490658503988659,0.75,-0.9481274984642161
-0.03490658503988659,-0.03490658503988659,1,0.8052400459718347
-0.03490658503988659,-0.017453292519943295,1,0.5993745147318554
-0.03490658503988659,0.0,1,0.1749895664160101
-0.03490658503988659,0.017453292519943295,1,-0.4403480829847015
-0.03490658503988659,0.03490658503988659,1,-1.0673876154526707
-0.017453292519943295,-0.03490658503988659,1,0.8187278444748802
-0.017453292519943295,-0.017453292519943295,1,0.38169757518606096
-0.017453292519943295,0.0,1,0.04773407684661413
-0.017453292519943295,0.017453292519943295,1,-0.45288070532180913
-0.017453292519943295,0.03490658503988659,1,-0.8506754910169643
0.0,-0.03490658503988659,1,0.9830978824114308
0.0,-0.017453292519943295,1,0.4297916871277624
0.0,0.0,1,-0.0
0.0,0.017453292519943295,1,-0.40550666357028237
0.0,0.03490658503988659,1,-0.8952663190602466
0.017453292519943295,-0.03490658503988659,1,1.0276887104547132
0.017453292519943295,-0.017453292519943295,1,0.38241590013559223
0.017453292519943295,0.0,1,0.04773407684661413
0.017453292519943295,0.017453292519943295,1,-0.45360077551198374
0.017453292519943295,0.03490658503988659,1,-1.0596363569967968
0.03490658503988659,-0.03490658503988659,1,0.8109765860190068
0.03490658503988659,-0.017453292519943295,1,0.3949485224726996
0.03490658503988659,0.0,1,0.1749895664160101
0.03490658503988659,0.017453292519943295,1,-0.23592209072554482
0.03490658503988659,0.03490658503988659,1,-1.0731241554998423
