alpha,beta,mach,Cl_p [1/rad]
-0.03490658503988659,0.0,0.2,-28.9813
-0.03490658503988659,0.008726646259971648,0.2,-29.017
-0.03490658503988659,0.017453292519943295,0.2,-29.1243
-0.03490658503988659,0.026179938779914945,0.2,-29.2984
-0.03490658503988659,0.03490658503988659,0.2,-29.55
-0.026179938779914945,-0.03490658503988659,0.2,-29.2984
-0.026179938779914945,-0.026179938779914945,0.2,-28.9483
-0.026179938779914945,-0.017453292519943295,0.2,-28.6991
-0.026179938779914945,-0.008726646259971648,0.2,-28.5523
-0.026179938779914945,0.0,0.2,-28.5004
-0.026179938779914945,0.008726646259971648,0.2,-28.5516
-0.026179938779914945,0.017453292519943295,0.2,-28.6982
-0.026179938779914945,0.026179938779914945,0.2,-28.9483
-0.026179938779914945,0.03490658503988659,0.2,-29.2998
-0.017453292519943295,-0.03490658503988659,0.2,-29.1243
-0.017453292519943295,-0.026179938779914945,0.2,-28.6982
-0.017453292519943295,-0.017453292519943295,0.2,-28.3738
-0.017453292519943295,-0.008726646259971648,0.2,-28.1795
-0.017453292519943295,0.0,0.2,-28.1203
-0.017453292519943295,0.008726646259971648,0.2,-28.1792
-0.017453292519943295,0.017453292519943295,0.2,-28.3738
-0.017453292519943295,0.026179938779914945,0.2,-28.6991
-0.017453292519943295,0.03490658503988659,0.2,-29.1263
-0.008726646259971648,-0.03490658503988659,0.2,-29.017
-0.008726646259971648,-0.026179938779914945,0.2,-28.5516
-0.008726646259971648,-0.017453292519943295,0.2,-28.1792
-0.008726646259971648,-0.008726646259971648,0.2,-27.9411
-0.008726646259971648,0.0,0.2,-27.8569
-0.008726646259971648,0.008726646259971648,0.2,-27.9411
-0.008726646259971648,0.017453292519943295,0.2,-28.1795
-0.008726646259971648,0.026179938779914945,0.2,-28.5523
-0.008726646259971648,0.03490658503988659,0.2,-29.0185
0.0,-0.03490658503988659,0.2,-28.9813
0.0,-0.026179938779914945,0.2,-28.5004
0.0,-0.017453292519943295,0.2,-28.1203
0.0,-0.008726646259971648,0.2,-27.8569
0.0,0.0,0.2,-27.7615
0.0,0.008726646259971648,0.2,-27.8569
0.0,0.017453292519943295,0.2,-28.1203
0.0,0.026179938779914945,0.2,-28.5004
0.0,0.03490658503988659,0.2,-28.9813
0.008726646259971648,-0.03490658503988659,0.2,-29.0185
0.008726646259971648,-0.026179938779914945,0.2,-28.5523
0.008726646259971648,-0.017453292519943295,0.2,-28.1795
0.008726646259971648,-0.008726646259971648,0.2,-27.9411
0.008726646259971648,0.0,0.2,-27.8569
0.008726646259971648,0.008726646259971648,0.2,-27.9411
0.008726646259971648,0.017453292519943295,0.2,-28.1792
0.008726646259971648,0.026179938779914945,0.2,-28.5516
0.008726646259971648,0.03490658503988659,0.2,-29.017
0.017453292519943295,-0.03490658503988659,0.2,-29.1263
0.017453292519943295,-0.026179938779914945,0.2,-28.6991
0.017453292519943295,-0.017453292519943295,0.2,-28.3738
0.017453292519943295,-0.008726646259971648,0.2,-28.1792
0.017453292519943295,0.0,0.2,-28.1203
0.017453292519943295,0.008726646259971648,0.2,-28.1795
0.017453292519943295,0.017453292519943295,0.2,-28.3738
0.017453292519943295,0.026179938779914945,0.2,-28.6982
0.017453292519943295,0.03490658503988659,0.2,-29.1243
0.026179938779914945,-0.03490658503988659,0.2,-29.2998
0.026179938779914945,-0.026179938779914945,0.2,-28.9483
0.026179938779914945,-0.017453292519943295,0.2,-28.6982
0.026179938779914945,-0.008726646259971648,0.2,-28.5516
0.026179938779914945,0.0,0.2,-28.5004
0.026179938779914945,0.008726646259971648,0.2,-28.5523
0.026179938779914945,0.017453292519943295,0.2,-28.6991
0.026179938779914945,0.026179938779914945,0.2,-28.9483
0.026179938779914945,0.03490658503988659,0.2,-29.2984
0.03490658503988659,-0.03490658503988659,0.2,-29.55
0.03490658503988659,-0.026179938779914945,0.2,-29.2984
0.03490658503988659,-0.017453292519943295,0.2,-29.1243
0.03490658503988659,-0.008726646259971648,0.2,-29.017
0.03490658503988659,0.0,0.2,-28.9813
0.03490658503988659,0.008726646259971648,0.2,-29.0185
0.03490658503988659,0.017453292519943295,0.2,-29.1263
0.03490658503988659,0.026179938779914945,0.2,-29.2998
0.03490658503988659,0.03490658503988659,0.2,-29.55
-0.03490658503988659,-0.03490658503988659,0.3,-29.8535
-0.03490658503988659,-0.026179938779914945,0.3,-29.6051
-0.03490658503988659,-0.017453292519943295,0.3,-29.4253
-0.03490658503988659,-0.008726646259971648,0.3,-29.3137
-0.03490658503988659,0.0,0.3,-29.275
-0.03490658503988659,0.008726646259971648,0.3,-29.3121
-0.03490658503988659,0.017453292519943295,0.3,-29.4231
-0.03490658503988659,0.026179938779914945,0.3,-29.6037
-0.03490658503988659,0.03490658503988659,0.3,-29.8535
-0.026179938779914945,-0.03490658503988659,0.3,-29.6037
-0.026179938779914945,-0.026179938779914945,0.3,-29.2445
-0.026179938779914945,-0.017453292519943295,0.3,-28.9883
-0.026179938779914945,-0.008726646259971648,0.3,-28.8363
-0.026179938779914945,0.0,0.3,-28.7827
-0.026179938779914945,0.008726646259971648,0.3,-28.8355
-0.026179938779914945,0.017453292519943295,0.3,-28.9874
-0.026179938779914945,0.026179938779914945,0.3,-29.2445
-0.026179938779914945,0.03490658503988659,0.3,-29.6051
-0.017453292519943295,-0.03490658503988659,0.3,-29.4231
-0.017453292519943295,-0.026179938779914945,0.3,-28.9874
-0.017453292519943295,-0.017453292519943295,0.3,-28.6551
-0.017453292519943295,-0.008726646259971648,0.3,-28.4559
-0.017453292519943295,0.0,0.3,-28.3946
-0.017453292519943295,0.008726646259971648,0.3,-28.4556
-0.017453292519943295,0.017453292519943295,0.3,-28.6551
-0.017453292519943295,0.026179938779914945,0.3,-28.9883
-0.017453292519943295,0.03490658503988659,0.3,-29.4253
-0.008726646259971648,-0.03490658503988659,0.3,-29.3121
-0.008726646259971648,-0.026179938779914945,0.3,-28.8355
-0.008726646259971648,-0.017453292519943295,0.3,-28.4556
-0.008726646259971648,-0.008726646259971648,0.3,-28.2127
-0.008726646259971648,0.0,0.3,-28.1273
-0.008726646259971648,0.008726646259971648,0.3,-28.2127
-0.008726646259971648,0.017453292519943295,0.3,-28.4559
-0.008726646259971648,0.026179938779914945,0.3,-28.8363
-0.008726646259971648,0.03490658503988659,0.3,-29.3137
0.0,-0.03490658503988659,0.3,-29.275
0.0,-0.026179938779914945,0.3,-28.7827
0.0,-0.017453292519943295,0.3,-28.3946
0.0,-0.008726646259971648,0.3,-28.1273
0.0,0.0,0.3,-28.0303
0.0,0.008726646259971648,0.3,-28.1273
0.0,0.017453292519943295,0.3,-28.3946
0.0,0.026179938779914945,0.3,-28.7827
0.0,0.03490658503988659,0.3,-29.275
0.008726646259971648,-0.03490658503988659,0.3,-29.3137
0.008726646259971648,-0.026179938779914945,0.3,-28.8363
0.008726646259971648,-0.017453292519943295,0.3,-28.4559
0.008726646259971648,-0.008726646259971648,0.3,-28.2127
0.008726646259971648,0.0,0.3,-28.1273
0.008726646259971648,0.008726646259971648,0.3,-28.2127
0.008726646259971648,0.017453292519943295,0.3,-28.4556
0.008726646259971648,0.026179938779914945,0.3,-28.8355
0.008726646259971648,0.03490658503988659,0.3,-29.3121
0.017453292519943295,-0.03490658503988659,0.3,-29.4253
0.017453292519943295,-0.026179938779914945,0.3,-28.9883
0.017453292519943295,-0.017453292519943295,0.3,-28.6551
0.017453292519943295,-0.008726646259971648,0.3,-28.4556
0.017453292519943295,0.0,0.3,-28.3946
0.017453292519943295,0.008726646259971648,0.3,-28.4559
0.017453292519943295,0.017453292519943295,0.3,-28.6551
0.017453292519943295,0.026179938779914945,0.3,-28.9874
0.017453292519943295,0.03490658503988659,0.3,-29.4232
0.026179938779914945,-0.03490658503988659,0.3,-29.6051
0.026179938779914945,-0.026179938779914945,0.3,-29.2445
0.026179938779914945,-0.017453292519943295,0.3,-28.9874
0.026179938779914945,-0.008726646259971648,0.3,-28.8355
0.026179938779914945,0.0,0.3,-28.7827
0.026179938779914945,0.008726646259971648,0.3,-28.8363
0.026179938779914945,0.017453292519943295,0.3,-28.9883
0.026179938779914945,0.026179938779914945,0.3,-29.2445
0.026179938779914945,0.03490658503988659,0.3,-29.6037
0.03490658503988659,-0.03490658503988659,0.3,-29.8535
0.03490658503988659,-0.026179938779914945,0.3,-29.6037
0.03490658503988659,-0.017453292519943295,0.3,-29.4231
0.03490658503988659,-0.008726646259971648,0.3,-29.3121
0.03490658503988659,0.0,0.3,-29.2749
0.03490658503988659,0.008726646259971648,0.3,-29.3137
0.03490658503988659,0.017453292519943295,0.3,-29.4253
0.03490658503988659,0.026179938779914945,0.3,-29.6051
0.03490658503988659,0.03490658503988659,0.3,-29.8535
-0.03490658503988659,-0.03490658503988659,0.4,-30.2829
-0.03490658503988659,-0.026179938779914945,0.4,-30.0409
-0.03490658503988659,-0.017453292519943295,0.4,-29.8551
-0.03490658503988659,-0.008726646259971648,0.4,-29.7401
-0.03490658503988659,0.0,0.4,-29.6999
-0.03490658503988659,0.008726646259971648,0.4,-29.7385
-0.03490658503988659,0.017453292519943295,0.4,-29.853
-0.03490658503988659,0.026179938779914945,0.4,-30.0395
-0.03490658503988659,0.03490658503988659,0.4,-30.2829
-0.026179938779914945,-0.03490658503988659,0.4,-30.0395
-0.026179938779914945,-0.026179938779914945,0.4,-29.6725
-0.026179938779914945,-0.017453292519943295,0.4,-29.4101
-0.026179938779914945,-0.008726646259971648,0.4,-29.253
-0.026179938779914945,0.0,0.4,-29.1979
-0.026179938779914945,0.008726646259971648,0.4,-29.2523
-0.026179938779914945,0.017453292519943295,0.4,-29.4092
-0.026179938779914945,0.026179938779914945,0.4,-29.6725
-0.026179938779914945,0.03490658503988659,0.4,-30.0409
-0.017453292519943295,-0.03490658503988659,0.4,-29.853
-0.017453292519943295,-0.026179938779914945,0.4,-29.4092
-0.017453292519943295,-0.017453292519943295,0.4,-29.0699
-0.017453292519943295,-0.008726646259971648,0.4,-28.8664
-0.017453292519943295,0.0,0.4,-28.803
-0.017453292519943295,0.008726646259971648,0.4,-28.8662
-0.017453292519943295,0.017453292519943295,0.4,-29.0699
-0.017453292519943295,0.026179938779914945,0.4,-29.4101
-0.017453292519943295,0.03490658503988659,0.4,-29.8551
-0.008726646259971648,-0.03490658503988659,0.4,-29.7385
-0.008726646259971648,-0.026179938779914945,0.4,-29.2523
-0.008726646259971648,-0.017453292519943295,0.4,-28.8662
-0.008726646259971648,-0.008726646259971648,0.4,-28.6192
-0.008726646259971648,0.0,0.4,-28.5331
-0.008726646259971648,0.008726646259971648,0.4,-28.6192
-0.008726646259971648,0.017453292519943295,0.4,-28.8664
-0.008726646259971648,0.026179938779914945,0.4,-29.253
-0.008726646259971648,0.03490658503988659,0.4,-29.7401
0.0,-0.03490658503988659,0.4,-29.6999
0.0,-0.026179938779914945,0.4,-29.1979
0.0,-0.017453292519943295,0.4,-28.803
0.0,-0.008726646259971648,0.4,-28.5331
0.0,0.0,0.4,-28.4348
0.0,0.008726646259971648,0.4,-28.5331
0.0,0.017453292519943295,0.4,-28.803
0.0,0.026179938779914945,0.4,-29.1979
0.0,0.03490658503988659,0.4,-29.6999
0.008726646259971648,-0.03490658503988659,0.4,-29.7401
0.008726646259971648,-0.026179938779914945,0.4,-29.253
0.008726646259971648,-0.017453292519943295,0.4,-28.8664
0.008726646259971648,-0.008726646259971648,0.4,-28.6192
0.008726646259971648,0.0,0.4,-28.5331
0.008726646259971648,0.008726646259971648,0.4,-28.6192
0.008726646259971648,0.017453292519943295,0.4,-28.8662
0.008726646259971648,0.026179938779914945,0.4,-29.2523
0.008726646259971648,0.03490658503988659,0.4,-29.7385
0.017453292519943295,-0.03490658503988659,0.4,-29.8551
0.017453292519943295,-0.026179938779914945,0.4,-29.4101
0.017453292519943295,-0.017453292519943295,0.4,-29.0699
0.017453292519943295,-0.008726646259971648,0.4,-28.8662
0.017453292519943295,0.0,0.4,-28.803
0.017453292519943295,0.008726646259971648,0.4,-28.8664
0.017453292519943295,0.017453292519943295,0.4,-29.0699
0.017453292519943295,0.026179938779914945,0.4,-29.4092
0.017453292519943295,0.03490658503988659,0.4,-29.853
0.026179938779914945,-0.03490658503988659,0.4,-30.0409
0.026179938779914945,-0.026179938779914945,0.4,-29.6725
0.026179938779914945,-0.017453292519943295,0.4,-29.4092
0.026179938779914945,-0.008726646259971648,0.4,-29.2523
0.026179938779914945,0.0,0.4,-29.1979
0.026179938779914945,0.008726646259971648,0.4,-29.253
0.026179938779914945,0.017453292519943295,0.4,-29.4101
0.026179938779914945,0.026179938779914945,0.4,-29.6725
0.026179938779914945,0.03490658503988659,0.4,-30.0395
0.03490658503988659,-0.03490658503988659,0.4,-30.2829
0.03490658503988659,-0.026179938779914945,0.4,-30.0395
0.03490658503988659,-0.017453292519943295,0.4,-29.853
0.03490658503988659,-0.008726646259971648,0.4,-29.7385
0.03490658503988659,0.0,0.4,-29.6999
0.03490658503988659,0.008726646259971648,0.4,-29.7401
0.03490658503988659,0.017453292519943295,0.4,-29.8551
0.03490658503988659,0.026179938779914945,0.4,-30.0409
0.03490658503988659,0.03490658503988659,0.4,-30.2829
-0.03490658503988659,-0.03490658503988659,0.5,-30.8116
-0.03490658503988659,-0.026179938779914945,0.5,-30.5816
-0.03490658503988659,-0.017453292519943295,0.5,-30.3897
-0.03490658503988659,-0.008726646259971648,0.5,-30.2712
-0.03490658503988659,0.0,0.5,-30.2295
-0.03490658503988659,0.008726646259971648,0.5,-30.2696
-0.03490658503988659,0.017453292519943295,0.5,-30.3875
-0.03490658503988659,0.026179938779914945,0.5,-30.58
-0.03490658503988659,0.03490658503988659,0.5,-30.8115
-0.026179938779914945,-0.03490658503988659,0.5,-30.58
-0.026179938779914945,-0.026179938779914945,0.5,-30.2053
-0.026179938779914945,-0.017453292519943295,0.5,-29.9368
-0.026179938779914945,-0.008726646259971648,0.5,-29.7745
-0.026179938779914945,0.0,0.5,-29.7178
-0.026179938779914945,0.008726646259971648,0.5,-29.7737
-0.026179938779914945,0.017453292519943295,0.5,-29.9359
-0.026179938779914945,0.026179938779914945,0.5,-30.2053
-0.026179938779914945,0.03490658503988659,0.5,-30.5816
-0.017453292519943295,-0.03490658503988659,0.5,-30.3875
-0.017453292519943295,-0.026179938779914945,0.5,-29.9359
-0.017453292519943295,-0.017453292519943295,0.5,-29.5896
-0.017453292519943295,-0.008726646259971648,0.5,-29.3819
-0.017453292519943295,0.0,0.5,-29.3162
-0.017453292519943295,0.008726646259971648,0.5,-29.3817
-0.017453292519943295,0.017453292519943295,0.5,-29.5896
-0.017453292519943295,0.026179938779914945,0.5,-29.9368
-0.017453292519943295,0.03490658503988659,0.5,-30.3897
-0.008726646259971648,-0.03490658503988659,0.5,-30.2696
-0.008726646259971648,-0.026179938779914945,0.5,-29.7737
-0.008726646259971648,-0.017453292519943295,0.5,-29.3817
-0.008726646259971648,-0.008726646259971648,0.5,-29.1306
-0.008726646259971648,0.0,0.5,-29.0442
-0.008726646259971648,0.008726646259971648,0.5,-29.1306
-0.008726646259971648,0.017453292519943295,0.5,-29.3819
-0.008726646259971648,0.026179938779914945,0.5,-29.7745
-0.008726646259971648,0.03490658503988659,0.5,-30.2712
0.0,-0.03490658503988659,0.5,-30.2295
0.0,-0.026179938779914945,0.5,-29.7178
0.0,-0.017453292519943295,0.5,-29.3162
0.0,-0.008726646259971648,0.5,-29.0442
0.0,0.0,0.5,-28.9445
0.0,0.008726646259971648,0.5,-29.0442
0.0,0.017453292519943295,0.5,-29.3162
0.0,0.026179938779914945,0.5,-29.7178
0.0,0.03490658503988659,0.5,-30.2295
0.008726646259971648,-0.03490658503988659,0.5,-30.2712
0.008726646259971648,-0.026179938779914945,0.5,-29.7745
0.008726646259971648,-0.017453292519943295,0.5,-29.3819
0.008726646259971648,-0.008726646259971648,0.5,-29.1307
0.008726646259971648,0.0,0.5,-29.0442
0.008726646259971648,0.008726646259971648,0.5,-29.1306
0.008726646259971648,0.017453292519943295,0.5,-29.3817
0.008726646259971648,0.026179938779914945,0.5,-29.7737
0.008726646259971648,0.03490658503988659,0.5,-30.2696
0.017453292519943295,-0.03490658503988659,0.5,-30.3897
0.017453292519943295,-0.026179938779914945,0.5,-29.9368
0.017453292519943295,-0.017453292519943295,0.5,-29.5896
0.017453292519943295,-0.008726646259971648,0.5,-29.3816
0.017453292519943295,0.0,0.5,-29.3162
0.017453292519943295,0.008726646259971648,0.5,-29.3819
0.017453292519943295,0.017453292519943295,0.5,-29.5896
0.017453292519943295,0.026179938779914945,0.5,-29.9359
0.017453292519943295,0.03490658503988659,0.5,-30.3875
0.026179938779914945,-0.03490658503988659,0.5,-30.5816
0.026179938779914945,-0.026179938779914945,0.5,-30.2053
0.026179938779914945,-0.017453292519943295,0.5,-29.9359
0.026179938779914945,-0.008726646259971648,0.5,-29.7737
0.026179938779914945,0.0,0.5,-29.7178
0.026179938779914945,0.008726646259971648,0.5,-29.7745
0.026179938779914945,0.017453292519943295,0.5,-29.9368
0.026179938779914945,0.026179938779914945,0.5,-30.2053
0.026179938779914945,0.03490658503988659,0.5,-30.58
0.03490658503988659,-0.03490658503988659,0.5,-30.8116
0.03490658503988659,-0.026179938779914945,0.5,-30.58
0.03490658503988659,-0.017453292519943295,0.5,-30.3875
0.03490658503988659,-0.008726646259971648,0.5,-30.2696
0.03490658503988659,0.0,0.5,-30.2295
0.03490658503988659,0.008726646259971648,0.5,-30.2712
0.03490658503988659,0.017453292519943295,0.5,-30.3897
0.03490658503988659,0.026179938779914945,0.5,-30.5816
0.03490658503988659,0.03490658503988659,0.5,-30.8116
-0.03490658503988659,-0.03490658503988659,0.6,-31.3773
-0.03490658503988659,-0.026179938779914945,0.6,-31.1622
-0.03490658503988659,-0.017453292519943295,0.6,-30.9665
-0.03490658503988659,-0.008726646259971648,0.6,-30.8442
-0.03490658503988659,0.0,0.6,-30.8009
-0.03490658503988659,0.008726646259971648,0.6,-30.8426
-0.03490658503988659,0.017453292519943295,0.6,-30.9643
-0.03490658503988659,0.026179938779914945,0.6,-31.1603
-0.03490658503988659,0.03490658503988659,0.6,-31.3773
-0.026179938779914945,-0.03490658503988659,0.6,-31.1603
-0.026179938779914945,-0.026179938779914945,0.6,-30.7802
-0.026179938779914945,-0.017453292519943295,0.6,-30.5051
-0.026179938779914945,-0.008726646259971648,0.6,-30.337
-0.026179938779914945,0.0,0.6,-30.2786
-0.026179938779914945,0.008726646259971648,0.6,-30.3362
-0.026179938779914945,0.017453292519943295,0.6,-30.5042
-0.026179938779914945,0.026179938779914945,0.6,-30.7802
