alpha,beta,mach,CL0 [-]
-0.017453292519943295,-0.026179938779914945,0.3,-0.28938193922613653
-0.017453292519943295,-0.017453292519943295,0.3,-0.2841827312113233
-0.017453292519943295,-0.008726646259971648,0.3,-0.28088323381730723
-0.017453292519943295,0.0,0.3,-0.2797834013526352
-0.017453292519943295,0.008726646259971648,0.3,-0.28088323381730723
-0.017453292519943295,0.017453292519943295,0.3,-0.2841827312113233
-0.017453292519943295,0.026179938779914945,0.3,-0.28938193922613653
-0.017453292519943295,0.03490658503988659,0.3,-0.2956809797056218
-0.008726646259971648,-0.03490658503988659,0.3,-0.14745769498859906
-0.008726646259971648,-0.026179938779914945,0.3,-0.14405782445018087
-0.008726646259971648,-0.017453292519943295,0.3,-0.1413579272579076
-0.008726646259971648,-0.008726646259971648,0.3,-0.13945799960408567
-0.008726646259971648,0.0,0.3,-0.1387588989114906
-0.008726646259971648,0.008726646259971648,0.3,-0.13945799960408567
-0.008726646259971648,0.017453292519943295,0.3,-0.1413579272579076
-0.008726646259971648,0.026179938779914945,0.3,-0.14405782445018087
-0.008726646259971648,0.03490658503988659,0.3,-0.14745769498859906
0.0,-0.03490658503988659,0.3,-0.0
0.0,-0.026179938779914945,0.3,-0.0
0.0,-0.017453292519943295,0.3,-0.0
0.0,-0.008726646259971648,0.3,-0.0
0.0,0.0,0.3,-0.0
0.0,0.008726646259971648,0.3,-0.0
0.0,0.017453292519943295,0.3,-0.0
0.0,0.026179938779914945,0.3,-0.0
0.0,0.03490658503988659,0.3,-0.0
0.008726646259971648,-0.03490658503988659,0.3,0.14745769498859906
0.008726646259971648,-0.026179938779914945,0.3,0.14405782445018087
0.008726646259971648,-0.017453292519943295,0.3,0.1413579272579076
0.008726646259971648,-0.008726646259971648,0.3,0.13945799960408567
0.008726646259971648,0.0,0.3,0.1387588989114906
0.008726646259971648,0.008726646259971648,0.3,0.13945799960408567
0.008726646259971648,0.017453292519943295,0.3,0.1413579272579076
0.008726646259971648,0.026179938779914945,0.3,0.14405782445018087
0.008726646259971648,0.03490658503988659,0.3,0.14745769498859906
0.017453292519943295,-0.03490658503988659,0.3,0.2956809797056218
0.017453292519943295,-0.026179938779914945,0.3,0.28938193922613653
0.017453292519943295,-0.017453292519943295,0.3,0.2841827312113233
0.017453292519943295,-0.008726646259971648,0.3,0.28088323381730723
0.017453292519943295,0.0,0.3,0.2797834013526352
0.017453292519943295,0.008726646259971648,0.3,0.28088323381730723
0.017453292519943295,0.017453292519943295,0.3,0.2841827312113233
0.017453292519943295,0.026179938779914945,0.3,0.28938193922613653
0.017453292519943295,0.03490658503988659,0.3,0.2956809797056218
0.026179938779914945,-0.03490658503988659,0.3,0.44513494186464564
0.026179938779914945,-0.026179938779914945,0.3,0.4366378546023534
0.026179938779914945,-0.017453292519943295,0.3,0.4298401847925196
0.026179938779914945,-0.008726646259971648,0.3,0.425241761097632
0.026179938779914945,0.0,0.3,0.42364230937767117
0.026179938779914945,0.008726646259971648,0.3,0.425241761097632
0.026179938779914945,0.017453292519943295,0.3,0.4298401847925196
0.026179938779914945,0.026179938779914945,0.3,0.4366378546023534
0.026179938779914945,0.03490658503988659,0.3,0.44513494186464564
0.03490658503988659,-0.03490658503988659,0.3,0.5961873303709643
0.03490658503988659,-0.026179938779914945,0.3,0.586389810316507
0.03490658503988659,-0.017453292519943295,0.3,0.5783946837003542
