alpha,beta,mach,Cn0 [-]
-0.017453292519943295,0.026179938779914945,0.6,1.7386
-0.017453292519943295,0.03490658503988659,0.6,2.3304
-0.008726646259971648,-0.03490658503988659,0.6,-2.3087
-0.008726646259971648,-0.026179938779914945,0.6,-1.7206
-0.008726646259971648,-0.017453292519943295,0.6,-1.1422
-0.008726646259971648,-0.008726646259971648,0.6,-0.5699
-0.008726646259971648,0.0,0.6,-0.0
-0.008726646259971648,0.008726646259971648,0.6,0.5699
-0.008726646259971648,0.017453292519943295,0.6,1.1422
-0.008726646259971648,0.026179938779914945,0.6,1.7206
-0.008726646259971648,0.03490658503988659,0.6,2.3087
0.0,-0.03490658503988659,0.6,-2.3008
0.0,-0.026179938779914945,0.6,-1.7144
0.0,-0.017453292519943295,0.6,-1.1382
0.0,-0.008726646259971648,0.6,-0.5681
0.0,0.0,0.6,-0.0
0.0,0.008726646259971648,0.6,0.5681
0.0,0.017453292519943295,0.6,1.1382
0.0,0.026179938779914945,0.6,1.7144
0.0,0.03490658503988659,0.6,2.3008
0.008726646259971648,-0.03490658503988659,0.6,-2.3087
0.008726646259971648,-0.026179938779914945,0.6,-1.7206
0.008726646259971648,-0.017453292519943295,0.6,-1.1422
0.008726646259971648,-0.008726646259971648,0.6,-0.5699
0.008726646259971648,0.0,0.6,0.0
0.008726646259971648,0.008726646259971648,0.6,0.5699
0.008726646259971648,0.017453292519943295,0.6,1.1422
0.008726646259971648,0.026179938779914945,0.6,1.7206
0.008726646259971648,0.03490658503988659,0.6,2.3087
0.017453292519943295,-0.03490658503988659,0.6,-2.3304
0.017453292519943295,-0.026179938779914945,0.6,-1.7386
0.017453292519943295,-0.017453292519943295,0.6,-1.1542
0.017453292519943295,-0.008726646259971648,0.6,-0.5757
0.017453292519943295,0.0,0.6,0.0
0.017453292519943295,0.008726646259971648,0.6,0.5757
0.017453292519943295,0.017453292519943295,0.6,1.1542
0.017453292519943295,0.026179938779914945,0.6,1.7386
0.017453292519943295,0.03490658503988659,0.6,2.3304
0.026179938779914945,-0.03490658503988659,0.6,-2.3629
0.026179938779914945,-0.026179938779914945,0.6,-1.7663
0.026179938779914945,-0.017453292519943295,0.6,-1.1742
0.026179938779914945,-0.008726646259971648,0.6,-0.5858
0.026179938779914945,0.0,0.6,0.0
0.026179938779914945,0.008726646259971648,0.6,0.5858
0.026179938779914945,0.017453292519943295,0.6,1.1742
0.026179938779914945,0.026179938779914945,0.6,1.7663
0.026179938779914945,0.03490658503988659,0.6,2.3629
0.03490658503988659,-0.03490658503988659,0.6,-2.4032
0.03490658503988659,-0.026179938779914945,0.6,-1.8008
0.03490658503988659,-0.017453292519943295,0.6,-1.1998
0.03490658503988659,-0.008726646259971648,0.6,-0.5997
0.03490658503988659,0.0,0.6,0.0
0.03490658503988659,0.008726646259971648,0.6,0.5997
0.03490658503988659,0.017453292519943295,0.6,1.1998
0.03490658503988659,0.026179938779914945,0.6,1.8008
0.03490658503988659,0.03490658503988659,0.6,2.4032
-0.03490658503988659,-0.03490658503988659,0.7,-2.4144
-0.03490658503988659,-0.026179938779914945,0.7,-1.8098
-0.03490658503988659,-0.017453292519943295,0.7,-1.2062
-0.03490658503988659,-0.008726646259971648,0.7,-0.603
-0.03490658503988659,0.0,0.7,-0.0
-0.03490658503988659,0.008726646259971648,0.7,0.603
-0.03490658503988659,0.017453292519943295,0.7,1.2062
-0.03490658503988659,0.026179938779914945,0.7,1.8098
-0.03490658503988659,0.03490658503988659,0.7,2.4144
-0.026179938779914945,-0.03490658503988659,0.7,-2.3793
-0.026179938779914945,-0.026179938779914945,0.7,-1.7798
-0.026179938779914945,-0.017453292519943295,0.7,-1.1838
-0.026179938779914945,-0.008726646259971648,0.7,-0.5908
-0.026179938779914945,0.0,0.7,-0.0
-0.026179938779914945,0.008726646259971648,0.7,0.5908
-0.026179938779914945,0.017453292519943295,0.7,1.1838
-0.026179938779914945,0.026179938779914945,0.7,1.7798
-0.026179938779914945,0.03490658503988659,0.7,2.3793
-0.017453292519943295,-0.03490658503988659,0.7,-2.3509
-0.017453292519943295,-0.026179938779914945,0.7,-1.7555
-0.017453292519943295,-0.017453292519943295,0.7,-1.1663
-0.017453292519943295,-0.008726646259971648,0.7,-0.582
-0.017453292519943295,0.0,0.7,-0.0
-0.017453292519943295,0.008726646259971648,0.7,0.582
-0.017453292519943295,0.017453292519943295,0.7,1.1663
-0.017453292519943295,0.026179938779914945,0.7,1.7555
-0.017453292519943295,0.03490658503988659,0.7,2.3509
-0.008726646259971648,-0.03490658503988659,0.7,-2.332
-0.008726646259971648,-0.026179938779914945,0.7,-1.7398
-0.008726646259971648,-0.017453292519943295,0.7,-1.1558
-0.008726646259971648,-0.008726646259971648,0.7,-0.577
-0.008726646259971648,0.0,0.7,0.0
-0.008726646259971648,0.008726646259971648,0.7,0.577
-0.008726646259971648,0.017453292519943295,0.7,1.1558
-0.008726646259971648,0.026179938779914945,0.7,1.7398
-0.008726646259971648,0.03490658503988659,0.7,2.332
0.0,-0.03490658503988659,0.7,-2.325
0.0,-0.026179938779914945,0.7,-1.7344
0.0,-0.017453292519943295,0.7,-1.1524
0.0,-0.008726646259971648,0.7,-0.5755
0.0,0.0,0.7,-0.0
0.0,0.008726646259971648,0.7,0.5755
0.0,0.017453292519943295,0.7,1.1524
0.0,0.026179938779914945,0.7,1.7344
0.0,0.03490658503988659,0.7,2.325
0.008726646259971648,-0.03490658503988659,0.7,-2.332
0.008726646259971648,-0.026179938779914945,0.7,-1.7398
0.008726646259971648,-0.017453292519943295,0.7,-1.1558
0.008726646259971648,-0.008726646259971648,0.7,-0.577
0.008726646259971648,0.0,0.7,0.0
0.008726646259971648,0.008726646259971648,0.7,0.577
0.008726646259971648,0.017453292519943295,0.7,1.1558
0.008726646259971648,0.026179938779914945,0.7,1.7398
0.008726646259971648,0.03490658503988659,0.7,2.332
0.017453292519943295,-0.03490658503988659,0.7,-2.3509
0.017453292519943295,-0.026179938779914945,0.7,-1.7555
0.017453292519943295,-0.017453292519943295,0.7,-1.1663
0.017453292519943295,-0.008726646259971648,0.7,-0.582
0.017453292519943295,0.0,0.7,0.0
0.017453292519943295,0.008726646259971648,0.7,0.582
0.017453292519943295,0.017453292519943295,0.7,1.1663
0.017453292519943295,0.026179938779914945,0.7,1.7555
0.017453292519943295,0.03490658503988659,0.7,2.3509
0.026179938779914945,-0.03490658503988659,0.7,-2.3793
0.026179938779914945,-0.026179938779914945,0.7,-1.7798
0.026179938779914945,-0.017453292519943295,0.7,-1.1838
0.026179938779914945,-0.008726646259971648,0.7,-0.5908
0.026179938779914945,0.0,0.7,0.0
0.026179938779914945,0.008726646259971648,0.7,0.5908
0.026179938779914945,0.017453292519943295,0.7,1.1838
0.026179938779914945,0.026179938779914945,0.7,1.7798
0.026179938779914945,0.03490658503988659,0.7,2.3793
0.03490658503988659,-0.03490658503988659,0.7,-2.4144
0.03490658503988659,-0.026179938779914945,0.7,-1.8098
0.03490658503988659,-0.017453292519943295,0.7,-1.2062
0.03490658503988659,-0.008726646259971648,0.7,-0.603
0.03490658503988659,0.0,0.7,0.0
0.03490658503988659,0.008726646259971648,0.7,0.603
0.03490658503988659,0.017453292519943295,0.7,1.2062
0.03490658503988659,0.026179938779914945,0.7,1.8099
0.03490658503988659,0.03490658503988659,0.7,2.4144
-0.03490658503988659,-0.03490658503988659,0.8,-2.4584
-0.03490658503988659,-0.026179938779914945,0.8,-1.8431
-0.03490658503988659,-0.017453292519943295,0.8,-1.2285
-0.03490658503988659,-0.008726646259971648,0.8,-0.6142
-0.03490658503988659,0.0,0.8,-0.0
-0.03490658503988659,0.008726646259971648,0.8,0.6142
-0.03490658503988659,0.017453292519943295,0.8,1.2285
-0.03490658503988659,0.026179938779914945,0.8,1.8431
-0.03490658503988659,0.03490658503988659,0.8,2.4584
-0.026179938779914945,-0.03490658503988659,0.8,-2.4247
-0.026179938779914945,-0.026179938779914945,0.8,-1.8141
-0.026179938779914945,-0.017453292519943295,0.8,-1.2069
-0.026179938779914945,-0.008726646259971648,0.8,-0.6024
-0.026179938779914945,0.0,0.8,-0.0
-0.026179938779914945,0.008726646259971648,0.8,0.6024
-0.026179938779914945,0.017453292519943295,0.8,1.2069
-0.026179938779914945,0.026179938779914945,0.8,1.8141
-0.026179938779914945,0.03490658503988659,0.8,2.4247
-0.017453292519943295,-0.03490658503988659,0.8,-2.3973
-0.017453292519943295,-0.026179938779914945,0.8,-1.7907
-0.017453292519943295,-0.017453292519943295,0.8,-1.19
-0.017453292519943295,-0.008726646259971648,0.8,-0.5939
-0.017453292519943295,0.0,0.8,-0.0
-0.017453292519943295,0.008726646259971648,0.8,0.5939
-0.017453292519943295,0.017453292519943295,0.8,1.19
-0.017453292519943295,0.026179938779914945,0.8,1.7907
-0.017453292519943295,0.03490658503988659,0.8,2.3973
-0.008726646259971648,-0.03490658503988659,0.8,-2.379
-0.008726646259971648,-0.026179938779914945,0.8,-1.7755
-0.008726646259971648,-0.017453292519943295,0.8,-1.1799
-0.008726646259971648,-0.008726646259971648,0.8,-0.5891
-0.008726646259971648,0.0,0.8,-0.0
-0.008726646259971648,0.008726646259971648,0.8,0.5891
-0.008726646259971648,0.017453292519943295,0.8,1.1799
-0.008726646259971648,0.026179938779914945,0.8,1.7755
-0.008726646259971648,0.03490658503988659,0.8,2.379
0.0,-0.03490658503988659,0.8,-2.3723
0.0,-0.026179938779914945,0.8,-1.7703
0.0,-0.017453292519943295,0.8,-1.1766
0.0,-0.008726646259971648,0.8,-0.5876
0.0,0.0,0.8,-0.0
0.0,0.008726646259971648,0.8,0.5876
0.0,0.017453292519943295,0.8,1.1766
0.0,0.026179938779914945,0.8,1.7703
0.0,0.03490658503988659,0.8,2.3723
0.008726646259971648,-0.03490658503988659,0.8,-2.379
0.008726646259971648,-0.026179938779914945,0.8,-1.7755
0.008726646259971648,-0.017453292519943295,0.8,-1.1799
0.008726646259971648,-0.008726646259971648,0.8,-0.5891
0.008726646259971648,0.0,0.8,0.0
0.008726646259971648,0.008726646259971648,0.8,0.5891
0.008726646259971648,0.017453292519943295,0.8,1.1799
0.008726646259971648,0.026179938779914945,0.8,1.7755
0.008726646259971648,0.03490658503988659,0.8,2.379
0.017453292519943295,-0.03490658503988659,0.8,-2.3973
0.017453292519943295,-0.026179938779914945,0.8,-1.7907
0.017453292519943295,-0.017453292519943295,0.8,-1.19
0.017453292519943295,-0.008726646259971648,0.8,-0.5939
0.017453292519943295,0.0,0.8,0.0
0.017453292519943295,0.008726646259971648,0.8,0.5939
0.017453292519943295,0.017453292519943295,0.8,1.19
0.017453292519943295,0.026179938779914945,0.8,1.7907
0.017453292519943295,0.03490658503988659,0.8,2.3973
0.026179938779914945,-0.03490658503988659,0.8,-2.4247
0.026179938779914945,-0.026179938779914945,0.8,-1.8141
0.026179938779914945,-0.017453292519943295,0.8,-1.2069
0.026179938779914945,-0.008726646259971648,0.8,-0.6024
0.026179938779914945,0.0,0.8,-0.0
0.026179938779914945,0.008726646259971648,0.8,0.6024
0.026179938779914945,0.017453292519943295,0.8,1.2069
0.026179938779914945,0.026179938779914945,0.8,1.8141
0.026179938779914945,0.03490658503988659,0.8,2.4247
0.03490658503988659,-0.03490658503988659,0.8,-2.4584
0.03490658503988659,-0.026179938779914945,0.8,-1.8431
0.03490658503988659,-0.017453292519943295,0.8,-1.2285
0.03490658503988659,-0.008726646259971648,0.8,-0.6142
0.03490658503988659,0.0,0.8,0.0
0.03490658503988659,0.008726646259971648,0.8,0.6142
0.03490658503988659,0.017453292519943295,0.8,1.2285
0.03490658503988659,0.026179938779914945,0.8,1.8431
0.03490658503988659,0.03490658503988659,0.8,2.4584
-0.03490658503988659,-0.03490658503988659,0.9,-2.5286
-0.03490658503988659,-0.026179938779914945,0.9,-1.8962
-0.03490658503988659,-0.017453292519943295,0.9,-1.2641
-0.03490658503988659,-0.008726646259971648,0.9,-0.632
-0.03490658503988659,0.0,0.9,-0.0
-0.03490658503988659,0.008726646259971648,0.9,0.632
-0.03490658503988659,0.017453292519943295,0.9,1.2641
-0.03490658503988659,0.026179938779914945,0.9,1.8962
-0.03490658503988659,0.03490658503988659,0.9,2.5286
-0.026179938779914945,-0.03490658503988659,0.9,-2.4978
-0.026179938779914945,-0.026179938779914945,0.9,-1.8697
-0.026179938779914945,-0.017453292519943295,0.9,-1.2443
-0.026179938779914945,-0.008726646259971648,0.9,-0.6212
-0.026179938779914945,0.0,0.9,-0.0
-0.026179938779914945,0.008726646259971648,0.9,0.6212
-0.026179938779914945,0.017453292519943295,0.9,1.2443
-0.026179938779914945,0.026179938779914945,0.9,1.8697
-0.026179938779914945,0.03490658503988659,0.9,2.4978
-0.017453292519943295,-0.03490658503988659,0.9,-2.4727
-0.017453292519943295,-0.026179938779914945,0.9,-1.8482
-0.017453292519943295,-0.017453292519943295,0.9,-1.2288
-0.017453292519943295,-0.008726646259971648,0.9,-0.6135
-0.017453292519943295,0.0,0.9,-0.0
-0.017453292519943295,0.008726646259971648,0.9,0.6135
-0.017453292519943295,0.017453292519943295,0.9,1.2288
-0.017453292519943295,0.026179938779914945,0.9,1.8482
-0.017453292519943295,0.03490658503988659,0.9,2.4727
-0.008726646259971648,-0.03490658503988659,0.9,-2.4559
-0.008726646259971648,-0.026179938779914945,0.9,-1.8342
-0.008726646259971648,-0.017453292519943295,0.9,-1.2195
-0.008726646259971648,-0.008726646259971648,0.9,-0.6091
-0.008726646259971648,0.0,0.9,-0.0
-0.008726646259971648,0.008726646259971648,0.9,0.6091
-0.008726646259971648,0.017453292519943295,0.9,1.2195
-0.008726646259971648,0.026179938779914945,0.9,1.8342
-0.008726646259971648,0.03490658503988659,0.9,2.4559
0.0,-0.03490658503988659,0.9,-2.4498
0.0,-0.026179938779914945,0.9,-1.8295
0.0,-0.017453292519943295,0.9,-1.2165
0.0,-0.008726646259971648,0.9,-0.6077
0.0,0.0,0.9,-0.0
0.0,0.008726646259971648,0.9,0.6077
0.0,0.017453292519943295,0.9,1.2165
0.0,0.026179938779914945,0.9,1.8295
0.0,0.03490658503988659,0.9,2.4498
0.008726646259971648,-0.03490658503988659,0.9,-2.4559
0.008726646259971648,-0.026179938779914945,0.9,-1.8342
0.008726646259971648,-0.017453292519943295,0.9,-1.2195
0.008726646259971648,-0.008726646259971648,0.9,-0.6091
0.008726646259971648,0.0,0.9,0.0
0.008726646259971648,0.008726646259971648,0.9,0.6091
0.008726646259971648,0.017453292519943295,0.9,1.2195
0.008726646259971648,0.026179938779914945,0.9,1.8342
0.008726646259971648,0.03490658503988659,0.9,2.4559
0.017453292519943295,-0.03490658503988659,0.9,-2.4727
0.017453292519943295,-0.026179938779914945,0.9,-1.8482
0.017453292519943295,-0.017453292519943295,0.9,-1.2288
0.017453292519943295,-0.008726646259971648,0.9,-0.6135
0.017453292519943295,0.0,0.9,0.0
0.017453292519943295,0.008726646259971648,0.9,0.6135
0.017453292519943295,0.017453292519943295,0.9,1.2288
0.017453292519943295,0.026179938779914945,0.9,1.8482
0.017453292519943295,0.03490658503988659,0.9,2.4727
0.026179938779914945,-0.03490658503988659,0.9,-2.4978
0.026179938779914945,-0.026179938779914945,0.9,-1.8697
0.026179938779914945,-0.017453292519943295,0.9,-1.2443
0.026179938779914945,-0.008726646259971648,0.9,-0.6212
0.026179938779914945,0.0,0.9,0.0
0.026179938779914945,0.008726646259971648,0.9,0.6212
0.026179938779914945,0.017453292519943295,0.9,1.2443
0.026179938779914945,0.026179938779914945,0.9,1.8697
0.026179938779914945,0.03490658503988659,0.9,2.4978
0.03490658503988659,-0.03490658503988659,0.9,-2.5286
0.03490658503988659,-0.026179938779914945,0.9,-1.8962
0.03490658503988659,-0.017453292519943295,0.9,-1.2641
0.03490658503988659,-0.008726646259971648,0.9,-0.632
0.03490658503988659,0.0,0.9,0.0
0.03490658503988659,0.008726646259971648,0.9,0.632
0.03490658503988659,0.017453292519943295,0.9,1.2641
0.03490658503988659,0.026179938779914945,0.9,1.8962
0.03490658503988659,0.03490658503988659,0.9,2.5286
-0.03490658503988659,-0.03490658503988659,1,-2.6421
-0.03490658503988659,-0.026179938779914945,1,-1.9822
-0.03490658503988659,-0.017453292519943295,1,-1.3219
-0.03490658503988659,-0.008726646259971648,1,-0.6611
-0.03490658503988659,0.0,1,-0.0
-0.03490658503988659,0.008726646259971648,1,0.6611
-0.03490658503988659,0.017453292519943295,1,1.3219
-0.03490658503988659,0.026179938779914945,1,1.9822
-0.03490658503988659,0.03490658503988659,1,2.6421
-0.026179938779914945,-0.03490658503988659,1,-2.6148
-0.026179938779914945,-0.026179938779914945,1,-1.9586
-0.026179938779914945,-0.017453292519943295,1,-1.3042
-0.026179938779914945,-0.008726646259971648,1,-0.6514
-0.026179938779914945,0.0,1,0.0
-0.026179938779914945,0.008726646259971648,1,0.6514
-0.026179938779914945,0.017453292519943295,1,1.3042
-0.026179938779914945,0.026179938779914945,1,1.9586
-0.026179938779914945,0.03490658503988659,1,2.6148
-0.017453292519943295,-0.03490658503988659,1,-2.5926
-0.017453292519943295,-0.026179938779914945,1,-1.9395
-0.017453292519943295,-0.017453292519943295,1,-1.2904
-0.017453292519943295,-0.008726646259971648,1,-0.6445
-0.017453292519943295,0.0,1,0.0
-0.017453292519943295,0.008726646259971648,1,0.6445
-0.017453292519943295,0.017453292519943295,1,1.2904
-0.017453292519943295,0.026179938779914945,1,1.9395
-0.017453292519943295,0.03490658503988659,1,2.5926
-0.008726646259971648,-0.03490658503988659,1,-2.5776
-0.008726646259971648,-0.026179938779914945,1,-1.927
-0.008726646259971648,-0.017453292519943295,1,-1.2822
-0.008726646259971648,-0.008726646259971648,1,-0.6407
-0.008726646259971648,0.0,1,-0.0
-0.008726646259971648,0.008726646259971648,1,0.6407
-0.008726646259971648,0.017453292519943295,1,1.2822
-0.008726646259971648,0.026179938779914945,1,1.927
-0.008726646259971648,0.03490658503988659,1,2.5776
0.0,-0.03490658503988659,1,-2.5721
0.0,-0.026179938779914945,1,-1.9228
0.0,-0.017453292519943295,1,-1.2796
0.0,-0.008726646259971648,1,-0.6396
0.0,0.0,1,-0.0
0.0,0.008726646259971648,1,0.6396
0.0,0.017453292519943295,1,1.2796
0.0,0.026179938779914945,1,1.9228
0.0,0.03490658503988659,1,2.5721
0.008726646259971648,-0.03490658503988659,1,-2.5776
0.008726646259971648,-0.026179938779914945,1,-1.927
0.008726646259971648,-0.017453292519943295,1,-1.2822
0.008726646259971648,-0.008726646259971648,1,-0.6407
0.008726646259971648,0.0,1,0.0
0.008726646259971648,0.008726646259971648,1,0.6407
0.008726646259971648,0.017453292519943295,1,1.2822
0.008726646259971648,0.026179938779914945,1,1.927
0.008726646259971648,0.03490658503988659,1,2.5776
0.017453292519943295,-0.03490658503988659,1,-2.5926
0.017453292519943295,-0.026179938779914945,1,-1.9395
0.017453292519943295,-0.017453292519943295,1,-1.2904
0.017453292519943295,-0.008726646259971648,1,-0.6445
0.017453292519943295,0.0,1,0.0
0.017453292519943295,0.008726646259971648,1,0.6445
0.017453292519943295,0.017453292519943295,1,1.2904
0.017453292519943295,0.026179938779914945,1,1.9395
0.017453292519943295,0.03490658503988659,1,2.5926
0.026179938779914945,-0.03490658503988659,1,-2.6148
0.026179938779914945,-0.026179938779914945,1,-1.9586
0.026179938779914945,-0.017453292519943295,1,-1.3042
0.026179938779914945,-0.008726646259971648,1,-0.6514
0.026179938779914945,0.0,1,0.0
0.026179938779914945,0.008726646259971648,1,0.6514
0.026179938779914945,0.017453292519943295,1,1.3042
0.026179938779914945,0.026179938779914945,1,1.9586
0.026179938779914945,0.03490658503988659,1,2.6148
0.03490658503988659,-0.03490658503988659,1,-2.6421
0.03490658503988659,-0.026179938779914945,1,-1.9822
0.03490658503988659,-0.017453292519943295,1,-1.3219
0.03490658503988659,-0.008726646259971648,1,-0.6611
0.03490658503988659,0.0,1,0.0
0.03490658503988659,0.008726646259971648,1,0.6611
0.03490658503988659,0.017453292519943295,1,1.3219
0.03490658503988659,0.026179938779914945,1,1.9822
0.03490658503988659,0.03490658503988659,1,2.6421
