alpha,beta,mach,Cmr [1/rad]
0.03490658503988659,0.03490658503988659,0.3,-750.7928
-0.03490658503988659,-0.03490658503988659,0.4,752.4241
-0.03490658503988659,-0.026179938779914945,0.4,657.1687
-0.03490658503988659,-0.017453292519943295,0.4,523.8279
-0.03490658503988659,-0.008726646259971648,0.4,317.6177
-0.03490658503988659,0.0,0.4,48.1117
-0.03490658503988659,0.008726646259971648,0.4,-239.9561
-0.03490658503988659,0.017453292519943295,0.4,-475.4922
-0.03490658503988659,0.026179938779914945,0.4,-641.6644
-0.03490658503988659,0.03490658503988659,0.4,-752.4241
-0.026179938779914945,-0.03490658503988659,0.4,844.0677
-0.026179938779914945,-0.026179938779914945,0.4,753.9727
-0.026179938779914945,-0.017453292519943295,0.4,621.9171
-0.026179938779914945,-0.008726646259971648,0.4,389.9284
-0.026179938779914945,0.0,0.4,37.6386
-0.026179938779914945,0.008726646259971648,0.4,-336.62
-0.026179938779914945,0.017453292519943295,0.4,-599.2787
-0.026179938779914945,0.026179938779914945,0.4,-753.9727
-0.026179938779914945,0.03490658503988659,0.4,-840.3884
-0.017453292519943295,-0.03490658503988659,0.4,942.925
-0.017453292519943295,-0.026179938779914945,0.4,875.7646
-0.017453292519943295,-0.017453292519943295,0.4,755.3459
-0.017453292519943295,-0.008726646259971648,0.4,519.4127
-0.017453292519943295,0.0,0.4,25.8712
-0.017453292519943295,0.008726646259971648,0.4,-491.8551
-0.017453292519943295,0.017453292519943295,0.4,-755.3458
-0.017453292519943295,0.026179938779914945,0.4,-865.3052
-0.017453292519943295,0.03490658503988659,0.4,-921.7955
-0.008726646259971648,-0.03490658503988659,0.4,1025.192
-0.008726646259971648,-0.026179938779914945,0.4,1000.6617
-0.008726646259971648,-0.017453292519943295,0.4,938.5996
-0.008726646259971648,-0.008726646259971648,0.4,756.4633
-0.008726646259971648,0.0,0.4,13.1869
-0.008726646259971648,0.008726646259971648,0.4,-756.4633
-0.008726646259971648,0.017453292519943295,0.4,-924.7267
-0.008726646259971648,0.026179938779914945,0.4,-980.0316
-0.008726646259971648,0.03490658503988659,0.4,-1002.5604
0.0,-0.03490658503988659,0.4,1049.0074
0.0,-0.026179938779914945,0.4,1051.3815
0.0,-0.017453292519943295,0.4,1053.3027
0.0,-0.008726646259971648,0.4,1054.7367
0.0,0.0,0.4,0.0
0.0,0.008726646259971648,0.4,-1054.7366
0.0,0.017453292519943295,0.4,-1053.3026
0.0,0.026179938779914945,0.4,-1051.3815
0.0,0.03490658503988659,0.4,-1049.0072
0.008726646259971648,-0.03490658503988659,0.4,1002.5604
0.008726646259971648,-0.026179938779914945,0.4,980.0316
0.008726646259971648,-0.017453292519943295,0.4,924.7267
0.008726646259971648,-0.008726646259971648,0.4,756.4633
0.008726646259971648,0.0,0.4,-13.1868
0.008726646259971648,0.008726646259971648,0.4,-756.4631
0.008726646259971648,0.017453292519943295,0.4,-938.5994
0.008726646259971648,0.026179938779914945,0.4,-1000.6617
0.008726646259971648,0.03490658503988659,0.4,-1025.1919
0.017453292519943295,-0.03490658503988659,0.4,921.7955
0.017453292519943295,-0.026179938779914945,0.4,865.3052
0.017453292519943295,-0.017453292519943295,0.4,755.3458
0.017453292519943295,-0.008726646259971648,0.4,491.855
0.017453292519943295,0.0,0.4,-25.871
0.017453292519943295,0.008726646259971648,0.4,-519.4125
0.017453292519943295,0.017453292519943295,0.4,-755.3459
0.017453292519943295,0.026179938779914945,0.4,-875.7643
0.017453292519943295,0.03490658503988659,0.4,-942.9252
0.026179938779914945,-0.03490658503988659,0.4,840.3884
0.026179938779914945,-0.026179938779914945,0.4,753.9727
0.026179938779914945,-0.017453292519943295,0.4,599.2787
0.026179938779914945,-0.008726646259971648,0.4,336.6199
0.026179938779914945,0.0,0.4,-37.6384
0.026179938779914945,0.008726646259971648,0.4,-389.9285
0.026179938779914945,0.017453292519943295,0.4,-621.917
0.026179938779914945,0.026179938779914945,0.4,-753.9726
0.026179938779914945,0.03490658503988659,0.4,-844.0675
0.03490658503988659,-0.03490658503988659,0.4,752.4241
0.03490658503988659,-0.026179938779914945,0.4,641.6645
0.03490658503988659,-0.017453292519943295,0.4,475.4921
0.03490658503988659,-0.008726646259971648,0.4,239.9559
0.03490658503988659,0.0,0.4,-48.1115
0.03490658503988659,0.008726646259971648,0.4,-317.6175
0.03490658503988659,0.017453292519943295,0.4,-523.8279
0.03490658503988659,0.026179938779914945,0.4,-657.1687
0.03490658503988659,0.03490658503988659,0.4,-752.4241
-0.03490658503988659,-0.03490658503988659,0.5,753.8564
-0.03490658503988659,-0.026179938779914945,0.5,657.0604
-0.03490658503988659,-0.017453292519943295,0.5,522.379
-0.03490658503988659,-0.008726646259971648,0.5,315.5408
-0.03490658503988659,0.0,0.5,46.0082
-0.03490658503988659,0.008726646259971648,0.5,-241.1967
-0.03490658503988659,0.017453292519943295,0.5,-476.63
-0.03490658503988659,0.026179938779914945,0.5,-642.8759
-0.03490658503988659,0.03490658503988659,0.5,-753.8564
-0.026179938779914945,-0.03490658503988659,0.5,847.1203
-0.026179938779914945,-0.026179938779914945,0.5,755.3552
-0.026179938779914945,-0.017453292519943295,0.5,621.4529
-0.026179938779914945,-0.008726646259971648,0.5,388.3577
-0.026179938779914945,0.0,0.5,35.9849
-0.026179938779914945,0.008726646259971648,0.5,-337.4383
-0.026179938779914945,0.017453292519943295,0.5,-600.1831
-0.026179938779914945,0.026179938779914945,0.5,-755.3551
-0.026179938779914945,0.03490658503988659,0.5,-842.3545
-0.017453292519943295,-0.03490658503988659,0.5,947.934
-0.017453292519943295,-0.026179938779914945,0.5,879.2811
-0.017453292519943295,-0.017453292519943295,0.5,756.6842
-0.017453292519943295,-0.008726646259971648,0.5,518.5395
-0.017453292519943295,0.0,0.5,24.7132
-0.017453292519943295,0.008726646259971648,0.5,-492.3001
-0.017453292519943295,0.017453292519943295,0.5,-756.6842
-0.017453292519943295,0.026179938779914945,0.5,-867.8232
-0.017453292519943295,0.03490658503988659,0.5,-925.074
-0.008726646259971648,-0.03490658503988659,0.5,1032.5029
-0.008726646259971648,-0.026179938779914945,0.5,1006.8924
-0.008726646259971648,-0.017453292519943295,0.5,943.2482
-0.008726646259971648,-0.008726646259971648,0.5,757.7659
-0.008726646259971648,0.0,0.5,12.5814
-0.008726646259971648,0.008726646259971648,0.5,-757.7659
-0.008726646259971648,0.017453292519943295,0.5,-928.5123
-0.008726646259971648,0.026179938779914945,0.5,-984.83
-0.008726646259971648,0.03490658503988659,0.5,-1007.7211
0.0,-0.03490658503988659,0.5,1056.0731
0.0,-0.026179938779914945,0.5,1058.8291
0.0,-0.017453292519943295,0.5,1061.0857
0.0,-0.008726646259971648,0.5,1062.7517
0.0,0.0,0.5,0.0
0.0,0.008726646259971648,0.5,-1062.7517
0.0,0.017453292519943295,0.5,-1061.0856
0.0,0.026179938779914945,0.5,-1058.829
0.0,0.03490658503988659,0.5,-1056.073
0.008726646259971648,-0.03490658503988659,0.5,1007.7213
0.008726646259971648,-0.026179938779914945,0.5,984.83
0.008726646259971648,-0.017453292519943295,0.5,928.5124
0.008726646259971648,-0.008726646259971648,0.5,757.7657
0.008726646259971648,0.0,0.5,-12.5814
0.008726646259971648,0.008726646259971648,0.5,-757.7657
0.008726646259971648,0.017453292519943295,0.5,-943.2482
0.008726646259971648,0.026179938779914945,0.5,-1006.8924
0.008726646259971648,0.03490658503988659,0.5,-1032.5028
0.017453292519943295,-0.03490658503988659,0.5,925.074
0.017453292519943295,-0.026179938779914945,0.5,867.8232
0.017453292519943295,-0.017453292519943295,0.5,756.6842
0.017453292519943295,-0.008726646259971648,0.5,492.3
0.017453292519943295,0.0,0.5,-24.7133
0.017453292519943295,0.008726646259971648,0.5,-518.5394
0.017453292519943295,0.017453292519943295,0.5,-756.6842
0.017453292519943295,0.026179938779914945,0.5,-879.2809
0.017453292519943295,0.03490658503988659,0.5,-947.9338
0.026179938779914945,-0.03490658503988659,0.5,842.3546
0.026179938779914945,-0.026179938779914945,0.5,755.3551
0.026179938779914945,-0.017453292519943295,0.5,600.183
0.026179938779914945,-0.008726646259971648,0.5,337.4382
0.026179938779914945,0.0,0.5,-35.9849
0.026179938779914945,0.008726646259971648,0.5,-388.3577
0.026179938779914945,0.017453292519943295,0.5,-621.4528
0.026179938779914945,0.026179938779914945,0.5,-755.355
0.026179938779914945,0.03490658503988659,0.5,-847.1201
0.03490658503988659,-0.03490658503988659,0.5,753.8564
0.03490658503988659,-0.026179938779914945,0.5,642.876
0.03490658503988659,-0.017453292519943295,0.5,476.6299
0.03490658503988659,-0.008726646259971648,0.5,241.1965
0.03490658503988659,0.0,0.5,-46.0082
0.03490658503988659,0.008726646259971648,0.5,-315.5407
0.03490658503988659,0.017453292519943295,0.5,-522.379
0.03490658503988659,0.026179938779914945,0.5,-657.0602
0.03490658503988659,0.03490658503988659,0.5,-753.8564
-0.03490658503988659,-0.03490658503988659,0.6,754.247
-0.03490658503988659,-0.026179938779914945,0.6,655.7751
-0.03490658503988659,-0.017453292519943295,0.6,519.7398
-0.03490658503988659,-0.008726646259971648,0.6,312.6666
-0.03490658503988659,0.0,0.6,44.8143
-0.03490658503988659,0.008726646259971648,0.6,-243.495
-0.03490658503988659,0.017453292519943295,0.6,-477.7405
-0.03490658503988659,0.026179938779914945,0.6,-643.2317
-0.03490658503988659,0.03490658503988659,0.6,-754.2471
-0.026179938779914945,-0.03490658503988659,0.6,849.4
-0.026179938779914945,-0.026179938779914945,0.6,755.6823
-0.026179938779914945,-0.017453292519943295,0.6,619.8172
-0.026179938779914945,-0.008726646259971648,0.6,385.8943
-0.026179938779914945,0.0,0.6,35.3525
-0.026179938779914945,0.008726646259971648,0.6,-338.9937
-0.026179938779914945,0.017453292519943295,0.6,-600.2712
-0.026179938779914945,0.026179938779914945,0.6,-755.6823
-0.026179938779914945,0.03490658503988659,0.6,-843.2378
-0.017453292519943295,-0.03490658503988659,0.6,953.1121
-0.017453292519943295,-0.026179938779914945,0.6,882.0952
-0.017453292519943295,-0.017453292519943295,0.6,756.9558
-0.017453292519943295,-0.008726646259971648,0.6,516.6051
