alpha,beta,mach,Cmq [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,716.6117
-0.03490658503988659,-0.017453292519943295,0.01,900.972
-0.03490658503988659,0.0,0.01,-1031.0264
-0.03490658503988659,0.017453292519943295,0.01,900.9717
-0.03490658503988659,0.03490658503988659,0.01,716.6116
-0.017453292519943295,-0.03490658503988659,0.01,469.9708
-0.017453292519943295,-0.017453292519943295,0.01,720.0377
-0.017453292519943295,0.0,0.01,-1057.7974
-0.017453292519943295,0.017453292519943295,0.01,720.0375
-0.017453292519943295,0.03490658503988659,0.01,469.9708
0.0,-0.03490658503988659,0.01,-43.2955
0.0,-0.017453292519943295,0.01,-43.3846
0.0,0.0,0.01,-1087.8031
0.0,0.017453292519943295,0.01,-43.3847
0.0,0.03490658503988659,0.01,-43.2955
0.017453292519943295,-0.03490658503988659,0.01,-556.5617
0.017453292519943295,-0.017453292519943295,0.01,-806.8068
0.017453292519943295,0.0,0.01,-1114.6587
0.017453292519943295,0.017453292519943295,0.01,-806.8068
0.017453292519943295,0.03490658503988659,0.01,-556.5618
0.03490658503988659,-0.03490658503988659,0.01,-803.2026
0.03490658503988659,-0.017453292519943295,0.01,-987.7409
0.03490658503988659,0.0,0.01,-1135.0898
0.03490658503988659,0.017453292519943295,0.01,-987.7409
0.03490658503988659,0.03490658503988659,0.01,-803.2025
-0.03490658503988659,-0.03490658503988659,0.1,715.7055
-0.03490658503988659,-0.017453292519943295,0.1,900.4324
-0.03490658503988659,0.0,0.1,-1032.2917
-0.03490658503988659,0.017453292519943295,0.1,900.4323
-0.03490658503988659,0.03490658503988659,0.1,715.7054
-0.017453292519943295,-0.03490658503988659,0.1,469.0771
-0.017453292519943295,-0.017453292519943295,0.1,719.3532
-0.017453292519943295,0.0,0.1,-1059.0486
-0.017453292519943295,0.017453292519943295,0.1,719.3531
-0.017453292519943295,0.03490658503988659,0.1,469.077
0.0,-0.03490658503988659,0.1,-43.7924
0.0,-0.017453292519943295,0.1,-43.883
0.0,0.0,0.1,-1088.9402
0.0,0.017453292519943295,0.1,-43.8829
0.0,0.03490658503988659,0.1,-43.7925
0.017453292519943295,-0.03490658503988659,0.1,-556.662
0.017453292519943295,-0.017453292519943295,0.1,-807.119
0.017453292519943295,0.0,0.1,-1115.5973
0.017453292519943295,0.017453292519943295,0.1,-807.119
0.017453292519943295,0.03490658503988659,0.1,-556.6619
0.03490658503988659,-0.03490658503988659,0.1,-803.2902
0.03490658503988659,-0.017453292519943295,0.1,-988.1982
0.03490658503988659,0.0,0.1,-1135.8392
0.03490658503988659,0.017453292519943295,0.1,-988.1982
0.03490658503988659,0.03490658503988659,0.1,-803.2902
-0.03490658503988659,-0.03490658503988659,0.2,713.2817
-0.03490658503988659,-0.017453292519943295,0.2,899.0195
-0.03490658503988659,0.0,0.2,-1035.8795
-0.03490658503988659,0.017453292519943295,0.2,899.0195
-0.03490658503988659,0.03490658503988659,0.2,713.2816
-0.017453292519943295,-0.03490658503988659,0.2,466.7125
-0.017453292519943295,-0.017453292519943295,0.2,717.5508
-0.017453292519943295,0.0,0.2,-1062.6012
-0.017453292519943295,0.017453292519943295,0.2,717.5507
-0.017453292519943295,0.03490658503988659,0.2,466.7124
0.0,-0.03490658503988659,0.2,-45.319
0.0,-0.017453292519943295,0.2,-45.4132
0.0,0.0,0.2,-1092.1104
0.0,0.017453292519943295,0.2,-45.4132
0.0,0.03490658503988659,0.2,-45.3191
0.017453292519943295,-0.03490658503988659,0.2,-557.3507
0.017453292519943295,-0.017453292519943295,0.2,-808.3771
0.017453292519943295,0.0,0.2,-1118.146
0.017453292519943295,0.017453292519943295,0.2,-808.3771
0.017453292519943295,0.03490658503988659,0.2,-557.3506
0.03490658503988659,-0.03490658503988659,0.2,-803.9197
0.03490658503988659,-0.017453292519943295,0.2,-989.846
0.03490658503988659,0.0,0.2,-1137.9611
0.03490658503988659,0.017453292519943295,0.2,-989.846
0.03490658503988659,0.03490658503988659,0.2,-803.9197
-0.03490658503988659,-0.03490658503988659,0.5,693.6588
-0.03490658503988659,-0.017453292519943295,0.5,889.6713
-0.03490658503988659,0.0,0.5,-1068.7024
-0.03490658503988659,0.017453292519943295,0.5,889.6713
-0.03490658503988659,0.03490658503988659,0.5,693.6586
-0.017453292519943295,-0.03490658503988659,0.5,447.4562
-0.017453292519943295,-0.017453292519943295,0.5,704.1514
-0.017453292519943295,0.0,0.5,-1094.8926
-0.017453292519943295,0.017453292519943295,0.5,704.1514
-0.017453292519943295,0.03490658503988659,0.5,447.4561
0.0,-0.03490658503988659,0.5,-56.8413
0.0,-0.017453292519943295,0.5,-56.961
0.0,0.0,0.5,-1121.9867
0.0,0.017453292519943295,0.5,-56.961
0.0,0.03490658503988659,0.5,-56.8414
0.017453292519943295,-0.03490658503988659,0.5,-561.1388
0.017453292519943295,-0.017453292519943295,0.5,-818.0734
0.017453292519943295,0.0,0.5,-1144.0321
0.017453292519943295,0.017453292519943295,0.5,-818.0732
0.017453292519943295,0.03490658503988659,0.5,-561.1389
0.03490658503988659,-0.03490658503988659,0.5,-807.3412
0.03490658503988659,-0.017453292519943295,0.5,-1003.5932
0.03490658503988659,0.0,0.5,-1160.1626
0.03490658503988659,0.017453292519943295,0.5,-1003.5931
0.03490658503988659,0.03490658503988659,0.5,-807.3412
-0.03490658503988659,-0.03490658503988659,0.75,639.6294
-0.03490658503988659,-0.017453292519943295,0.75,840.7819
-0.03490658503988659,0.0,0.75,-1082.7468
-0.03490658503988659,0.017453292519943295,0.75,840.7819
-0.03490658503988659,0.03490658503988659,0.75,639.6293
-0.017453292519943295,-0.03490658503988659,0.75,398.3038
-0.017453292519943295,-0.017453292519943295,0.75,655.5462
-0.017453292519943295,0.0,0.75,-1103.3363
-0.017453292519943295,0.017453292519943295,0.75,655.5461
-0.017453292519943295,0.03490658503988659,0.75,398.3038
0.0,-0.03490658503988659,0.75,-76.7505
0.0,-0.017453292519943295,0.75,-76.914
0.0,0.0,0.75,-1124.4756
0.0,0.017453292519943295,0.75,-76.914
0.0,0.03490658503988659,0.75,-76.7506
0.017453292519943295,-0.03490658503988659,0.75,-551.8051
0.017453292519943295,-0.017453292519943295,0.75,-809.3741
0.017453292519943295,0.0,0.75,-1140.7289
0.017453292519943295,0.017453292519943295,0.75,-809.3741
0.017453292519943295,0.03490658503988659,0.75,-551.8049
0.03490658503988659,-0.03490658503988659,0.75,-793.1305
0.03490658503988659,-0.017453292519943295,0.75,-994.6097
0.03490658503988659,0.0,0.75,-1150.9155
0.03490658503988659,0.017453292519943295,0.75,-994.6097
0.03490658503988659,0.03490658503988659,0.75,-793.1305
-0.03490658503988659,-0.03490658503988659,1,617.9206
-0.03490658503988659,-0.017453292519943295,1,819.954
-0.03490658503988659,0.0,1,-1129.7321
-0.03490658503988659,0.017453292519943295,1,819.954
-0.03490658503988659,0.03490658503988659,1,617.9204
-0.017453292519943295,-0.03490658503988659,1,368.3969
-0.017453292519943295,-0.017453292519943295,1,631.4227
-0.017453292519943295,0.0,1,-1146.6558
-0.017453292519943295,0.017453292519943295,1,631.4225
-0.017453292519943295,0.03490658503988659,1,368.3967
0.0,-0.03490658503988659,1,-109.2792
0.0,-0.017453292519943295,1,-109.4607
0.0,0.0,1,-1163.8577
0.0,0.017453292519943295,1,-109.4607
0.0,0.03490658503988659,1,-109.2792
0.017453292519943295,-0.03490658503988659,1,-586.9553
0.017453292519943295,-0.017453292519943295,1,-850.3439
0.017453292519943295,0.0,1,-1176.629
0.017453292519943295,0.017453292519943295,1,-850.3441
0.017453292519943295,0.03490658503988659,1,-586.9553
0.03490658503988659,-0.03490658503988659,1,-836.4788
0.03490658503988659,-0.017453292519943295,1,-1038.8754
0.03490658503988659,0.0,1,-1184.6804
0.03490658503988659,0.017453292519943295,1,-1038.8754
0.03490658503988659,0.03490658503988659,1,-836.4788
