alpha,beta,mach,CQq [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,135.42770139055625
-0.03490658503988659,-0.017453292519943295,0.01,91.51735331016084
-0.03490658503988659,0.0,0.01,0.0
-0.03490658503988659,0.017453292519943295,0.01,-91.51735331016084
-0.03490658503988659,0.03490658503988659,0.01,-135.42770139055625
-0.017453292519943295,-0.03490658503988659,0.01,168.42863279057198
-0.017453292519943295,-0.017453292519943295,0.01,136.21917938990117
-0.017453292519943295,0.0,0.01,0.0
-0.017453292519943295,0.017453292519943295,0.01,-136.21917942035984
-0.017453292519943295,0.03490658503988659,0.01,-168.42873272965466
0.0,-0.03490658503988659,0.01,194.74909180139173
0.0,-0.017453292519943295,0.01,191.19017637441854
0.0,0.0,0.01,0.0
0.0,0.017453292519943295,0.01,-191.19017637441854
0.0,0.03490658503988659,0.01,-194.74909180139173
0.017453292519943295,-0.03490658503988659,0.01,168.40237607400704
0.017453292519943295,-0.017453292519943295,0.01,136.20669469424402
0.017453292519943295,0.0,0.01,0.0
0.017453292519943295,0.017453292519943295,0.01,-136.20669469424402
0.017453292519943295,0.03490658503988659,0.01,-168.40237607400704
0.03490658503988659,-0.03490658503988659,0.01,135.37519595547658
0.03490658503988659,-0.017453292519943295,0.01,91.49238766089778
0.03490658503988659,0.0,0.01,0.0
0.03490658503988659,0.017453292519943295,0.01,-91.49238766089778
0.03490658503988659,0.03490658503988659,0.01,-135.37519595547658
-0.03490658503988659,-0.03490658503988659,0.1,135.36043489310777
-0.03490658503988659,-0.017453292519943295,0.1,91.45046575295162
-0.03490658503988659,0.0,0.1,0.0
-0.03490658503988659,0.017453292519943295,0.1,-91.45046575295162
-0.03490658503988659,0.03490658503988659,0.1,-135.36043489310777
-0.017453292519943295,-0.03490658503988659,0.1,168.42847889796172
-0.017453292519943295,-0.017453292519943295,0.1,136.1916929900069
-0.017453292519943295,0.0,0.1,0.0
-0.017453292519943295,0.017453292519943295,0.1,-136.19169302046558
-0.017453292519943295,0.03490658503988659,0.1,-168.42847889796172
0.0,-0.03490658503988659,0.1,194.80185963705836
0.0,-0.017453292519943295,0.1,191.27666320004957
0.0,0.0,0.1,0.0
0.0,0.017453292519943295,0.1,-191.2767631848191
0.0,0.03490658503988659,0.1,-194.80185963705836
0.017453292519943295,-0.03490658503988659,0.1,168.40221176612536
0.017453292519943295,-0.017453292519943295,0.1,136.179206192703
0.017453292519943295,0.0,0.1,0.0
0.017453292519943295,0.017453292519943295,0.1,-136.179206192703
0.017453292519943295,0.03490658503988659,0.1,-168.40221176612536
0.03490658503988659,-0.03490658503988659,0.1,135.30790875245535
0.03490658503988659,-0.017453292519943295,0.1,91.42539597717368
0.03490658503988659,0.0,0.1,0.0
0.03490658503988659,0.017453292519943295,0.1,-91.42549596194318
0.03490658503988659,0.03490658503988659,0.1,-135.30790875245535
-0.03490658503988659,-0.03490658503988659,0.2,135.21830652792556
-0.03490658503988659,-0.017453292519943295,0.2,91.31286277324622
-0.03490658503988659,0.0,0.2,0.0
-0.03490658503988659,0.017453292519943295,0.2,-91.31286277324622
-0.03490658503988659,0.03490658503988659,0.2,-135.21840658880575
-0.017453292519943295,-0.03490658503988659,0.2,168.47164217739575
-0.017453292519943295,-0.017453292519943295,0.2,136.16100817399956
-0.017453292519943295,0.0,0.2,0.0
-0.017453292519943295,0.017453292519943295,0.2,-136.16100817399956
-0.017453292519943295,0.03490658503988659,0.2,-168.4716422383038
0.0,-0.03490658503988659,0.2,194.93277983539787
0.0,-0.017453292519943295,0.2,191.48333171863837
0.0,0.0,0.2,0.0
0.0,0.017453292519943295,0.2,-191.48333171863837
0.0,0.03490658503988659,0.2,-194.93277983539787
0.017453292519943295,-0.03490658503988659,0.2,168.44536353394358
0.017453292519943295,-0.017453292519943295,0.2,136.1485190618383
0.017453292519943295,0.0,0.2,0.0
0.017453292519943295,0.017453292519943295,0.2,-136.1485190618383
0.017453292519943295,0.03490658503988659,0.2,-168.4453635948516
0.03490658503988659,-0.03490658503988659,0.2,135.16575736754808
0.03490658503988659,-0.017453292519943295,0.2,91.28778830755073
0.03490658503988659,0.0,0.2,0.0
0.03490658503988659,0.017453292519943295,0.2,-91.28788829232025
0.03490658503988659,0.03490658503988659,0.2,-135.16585730663078
-0.03490658503988659,-0.03490658503988659,0.5,133.92600684853204
-0.03490658503988659,-0.017453292519943295,0.5,90.03380873567963
-0.03490658503988659,0.0,0.5,0.0
-0.03490658503988659,0.017453292519943295,0.5,-90.03380873567963
-0.03490658503988659,0.03490658503988659,0.5,-133.92600684853204
-0.017453292519943295,-0.03490658503988659,0.5,169.0560827318296
-0.017453292519943295,-0.017453292519943295,0.5,135.98449233329512
-0.017453292519943295,0.0,0.5,0.0
-0.017453292519943295,0.017453292519943295,0.5,-135.98459231806464
-0.017453292519943295,0.03490658503988659,0.5,-169.0560827318296
0.0,-0.03490658503988659,0.5,197.0541867439113
0.0,-0.017453292519943295,0.5,194.26040869193525
0.0,0.0,0.5,0.0
0.0,0.017453292519943295,0.5,-194.26040869193525
0.0,0.03490658503988659,0.5,-197.0541867439113
0.017453292519943295,-0.03490658503988659,0.5,169.02976943171402
0.017453292519943295,-0.017453292519943295,0.5,135.9719962765619
0.017453292519943295,0.0,0.5,0.0
0.017453292519943295,0.017453292519943295,0.5,-135.97209626133142
0.017453292519943295,0.03490658503988659,0.5,-169.02976943171402
0.03490658503988659,-0.03490658503988659,0.5,133.87338826358695
0.03490658503988659,-0.017453292519943295,0.5,90.00882042863309
0.03490658503988659,0.0,0.5,0.0
0.03490658503988659,0.017453292519943295,0.5,-90.00882048954111
0.03490658503988659,0.03490658503988659,0.5,-133.87338826358695
-0.03490658503988659,-0.03490658503988659,0.75,128.17326623754354
-0.03490658503988659,-0.017453292519943295,0.75,85.03306509642967
-0.03490658503988659,0.0,0.75,0.0
-0.03490658503988659,0.017453292519943295,0.75,-85.03306509642967
-0.03490658503988659,0.03490658503988659,0.75,-128.17326623754354
-0.017453292519943295,-0.03490658503988659,0.75,164.31983406809783
-0.017453292519943295,-0.017453292519943295,0.75,131.20887816228264
-0.017453292519943295,0.0,0.75,0.0
-0.017453292519943295,0.017453292519943295,0.75,-131.20887816228264
-0.017453292519943295,0.03490658503988659,0.75,-164.31983406809783
0.0,-0.03490658503988659,0.75,192.33686216221577
0.0,-0.017453292519943295,0.75,190.59896643227253
0.0,0.0,0.75,0.0
0.0,0.017453292519943295,0.75,-190.59896643227253
0.0,0.03490658503988659,0.75,-192.33686216221577
0.017453292519943295,-0.03490658503988659,0.75,164.29349183667267
0.017453292519943295,-0.017453292519943295,0.75,131.1963763184061
0.017453292519943295,0.0,0.75,0.0
0.017453292519943295,0.017453292519943295,0.75,-131.19637634886473
0.017453292519943295,0.03490658503988659,0.75,-164.29349183667267
0.03490658503988659,-0.03490658503988659,0.75,128.12058979879214
0.03490658503988659,-0.017453292519943295,0.75,85.00806527776733
0.03490658503988659,0.0,0.75,0.0
0.03490658503988659,0.017453292519943295,0.75,-85.00806527776733
0.03490658503988659,0.03490658503988659,0.75,-128.12058992058962
-0.03490658503988659,-0.03490658503988659,1,132.4996009301168
-0.03490658503988659,-0.017453292519943295,1,87.07350849472867
-0.03490658503988659,0.0,1,0.0
-0.03490658503988659,0.017453292519943295,1,-87.07350849472867
-0.03490658503988659,0.03490658503988659,1,-132.4996009301168
-0.017453292519943295,-0.03490658503988659,1,169.47667119998175
-0.017453292519943295,-0.017453292519943295,1,135.15857169752513
-0.017453292519943295,0.0,1,0.0
-0.017453292519943295,0.017453292519943295,1,-135.15867168229465
-0.017453292519943295,0.03490658503988659,1,-169.47667119998175
0.0,-0.03490658503988659,1,196.0908739257476
0.0,-0.017453292519943295,1,194.71493945415335
0.0,0.0,1,0.0
0.0,0.017453292519943295,1,-194.71503943892287
0.0,0.03490658503988659,1,-196.0909738648303
0.017453292519943295,-0.03490658503988659,1,169.44638140893676
0.017453292519943295,-0.017453292519943295,1,135.14427279335493
0.017453292519943295,0.0,1,0.0
0.017453292519943295,0.017453292519943295,1,-135.14437277812445
0.017453292519943295,0.03490658503988659,1,-169.44648134801946
0.03490658503988659,-0.03490658503988659,1,132.43923054411104
0.03490658503988659,-0.017453292519943295,1,87.04481505720344
0.03490658503988659,0.0,1,0.0
0.03490658503988659,0.017453292519943295,1,-87.04491504197294
0.03490658503988659,0.03490658503988659,1,-132.43923054411104
