alpha,beta,mach,CQr [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,-112.91431554845974
-0.03490658503988659,-0.017453292519943295,0.01,-143.61721360512175
-0.03490658503988659,0.0,0.01,205.5363
-0.03490658503988659,0.017453292519943295,0.01,-143.86428772046472
-0.03490658503988659,0.03490658503988659,0.01,-107.15202791803304
-0.017453292519943295,-0.03490658503988659,0.01,-63.64618322607232
-0.017453292519943295,-0.017453292519943295,0.01,-114.39319494747899
-0.017453292519943295,0.0,0.01,206.1009
-0.017453292519943295,0.017453292519943295,0.01,-111.1850836328002
-0.017453292519943295,0.03490658503988659,0.01,-67.04969907709787
0.0,-0.03490658503988659,0.01,30.230972882831438
0.0,-0.017453292519943295,0.01,25.027787566076725
0.0,0.0,0.01,206.3813
0.0,0.017453292519943295,0.01,18.087544759687663
0.0,0.03490658503988659,0.01,17.428576510551416
0.017453292519943295,-0.03490658503988659,0.01,114.70914853139801
0.017453292519943295,-0.017453292519943295,0.01,154.30041595856457
0.017453292519943295,0.0,0.01,206.1009
0.017453292519943295,0.017453292519943295,0.01,157.5085272732434
0.017453292519943295,0.03490658503988659,0.01,111.30563268037247
0.03490658503988659,-0.03490658503988659,0.01,154.8115773114159
0.03490658503988659,-0.017453292519943295,0.01,186.97962004622912
0.03490658503988659,0.0,0.01,205.5363
0.03490658503988659,0.017453292519943295,0.01,186.73244594611663
0.03490658503988659,0.03490658503988659,0.01,160.5738649418426
-0.03490658503988659,-0.03490658503988659,0.1,-112.92282705674513
-0.03490658503988659,-0.017453292519943295,0.1,-143.65788864664444
-0.03490658503988659,0.0,0.1,205.6366
-0.03490658503988659,0.017453292519943295,0.1,-143.91558392715558
-0.03490658503988659,0.03490658503988659,0.1,-107.12316220938793
-0.017453292519943295,-0.03490658503988659,0.1,-63.64762299887955
-0.017453292519943295,-0.017453292519943295,0.1,-114.40389706423099
-0.017453292519943295,0.0,0.1,206.2168
-0.017453292519943295,0.017453292519943295,0.1,-111.18208783612856
-0.017453292519943295,0.03490658503988659,0.1,-66.97636961539519
0.0,-0.03490658503988659,0.1,30.190497554337163
0.0,-0.017453292519943295,0.1,25.001891510772175
0.0,0.0,0.1,206.5048
0.0,0.017453292519943295,0.1,18.130538210579388
0.0,0.03490658503988659,0.1,17.5168227205772
0.017453292519943295,-0.03490658503988659,0.1,114.68358995122685
0.017453292519943295,-0.017453292519943295,0.1,154.3144175727106
0.017453292519943295,0.0,0.1,206.2168
0.017453292519943295,0.017453292519943295,0.1,157.53622680081304
0.017453292519943295,0.03490658503988659,0.1,111.35484333471119
0.03490658503988659,-0.03490658503988659,0.1,154.83028260613688
0.03490658503988659,-0.017453292519943295,0.1,187.04801358759914
0.03490658503988659,0.0,0.1,205.6366
0.03490658503988659,0.017453292519943295,0.1,186.790318367996
