alpha [deg],beta [deg],mach [-],CA0 [-]
0,0,0.01,0.6695
0,0,0.1,0.4681
0,0,0.2,0.4531
0,0,0.3,0.4509
0,0,0.4,0.4485
0,0,0.5,0.4459
0,0,0.6,0.4422
0,0,0.7,0.4387
0,0,0.8,0.4361
0,0,0.9,0.5739
0,0,1,0.7942
