alpha [deg],beta [deg],mach [-],CLNr [1/rad]
0,0,0.01,-1087.8031
0,0,0.1,-1088.9402
0,0,0.2,-1092.1104
0,0,0.3,-1097.7792
0,0,0.4,-1107.4003
0,0,0.5,-1120.63
0,0,0.6,-1136.1176
0,0,0.7,-1126.5492
0,0,0.8,-1143.2955
0,0,0.9,-1160.0848
0,0,1,-1163.8575
