alpha [deg],beta [deg],mach [-],CMq [1/rad]
0,0,0.01,-1087.8031
0,0,0.1,-1088.9402
0,0,0.2,-1092.1104
0,0,0.3,-1097.7793
0,0,0.4,-1107.4004
0,0,0.5,-1120.63
0,0,0.6,-1136.1176
0,0,0.7,-1126.5491
0,0,0.8,-1143.2954
0,0,0.9,-1160.085
0,0,1,-1163.8577
